"","nlc2022_7class","T_MAPCODE","n"
"2120","5","Gh13",2492685
"2121","6","Gh13",13154
"2122","7","Gh13",60035
"2123","8","Gh13",15246
"2124","NaN","Gh13",0
"2125","1","Gh14",9182085
"2126","2","Gh14",2549596
"2127","3","Gh14",72205
"2128","4","Gh14",392479
"2129","5","Gh14",10601157
"2130","6","Gh14",59470
"2131","7","Gh14",104855
"2132","8","Gh14",6677
"2133","NaN","Gh14",0
"2134","1","Gh15",13640014
"2135","2","Gh15",2366234
"2136","3","Gh15",33874
"2137","4","Gh15",1455737
"2138","5","Gh15",3632362
"2139","6","Gh15",52867
"2140","7","Gh15",282682
"2141","8","Gh15",32429
"2142","NaN","Gh15",0
"2143","1","Gh2",14105925
"2144","2","Gh2",975847
"2145","3","Gh2",180851
"2146","4","Gh2",51013
"2147","5","Gh2",2458405
"2148","6","Gh2",2372
"2149","7","Gh2",88514
"2150","8","Gh2",45154
"2151","NaN","Gh2",0
"2152","1","Gh3",30880936
"2153","2","Gh3",652483
"2154","3","Gh3",673744
"2155","4","Gh3",84790
"2156","5","Gh3",1073130
"2157","6","Gh3",11280
"2158","7","Gh3",92711
"2159","8","Gh3",12018
"2160","NaN","Gh3",0
"2161","1","Gh4",23097623
"2162","2","Gh4",254024
"2163","3","Gh4",433542
"2164","4","Gh4",47278
"2165","5","Gh4",296414
"2166","6","Gh4",5241
"2167","7","Gh4",34822
"2168","8","Gh4",25482
"2169","NaN","Gh4",0
"2170","1","Gh5",6437737
"2171","2","Gh5",749732
"2172","3","Gh5",41711
"2173","4","Gh5",676768
"2174","5","Gh5",4377480
"2175","6","Gh5",8406
"2176","7","Gh5",77958
"2177","8","Gh5",4204
"2178","NaN","Gh5",0
"2179","1","Gh6",26165426
"2180","2","Gh6",2380389
"2181","3","Gh6",313208
"2182","4","Gh6",577991
"2183","5","Gh6",10099911
"2184","6","Gh6",84401
"2185","7","Gh6",356148
"2186","8","Gh6",54777
"2187","NaN","Gh6",0
"2188","1","Gh7",3212160
"2189","2","Gh7",169993
"2190","3","Gh7",12023
"2191","4","Gh7",206032
"2192","5","Gh7",293857
"2193","6","Gh7",3195
"2194","7","Gh7",29414
"2195","8","Gh7",3203
"2196","NaN","Gh7",0
"2197","1","Gh8",164341
"2198","2","Gh8",10660
"2199","3","Gh8",357
"2200","4","Gh8",8438
"2201","5","Gh8",13470
"2202","6","Gh8",514
"2203","7","Gh8",2401
"2204","8","Gh8",986
"2205","NaN","Gh8",0
"2206","1","Gh9",13267493
"2207","2","Gh9",1115926
"2208","3","Gh9",83545
"2209","4","Gh9",86741
"2210","5","Gh9",3026308
"2211","6","Gh9",36877
"2212","7","Gh9",68872
"2213","8","Gh9",0
"2214","NaN","Gh9",0
"2215","1","Gm1",7005030
"2216","2","Gm1",502988
"2217","3","Gm1",41959
"2218","4","Gm1",322601
"2219","5","Gm1",2717512
"2220","6","Gm1",2628
"2221","7","Gm1",49542
"2222","8","Gm1",27986
"2223","NaN","Gm1",0
"2224","1","Gm10",441212
"2225","2","Gm10",351304
"2226","3","Gm10",10874
"2227","4","Gm10",1696309
"2228","5","Gm10",126303
"2229","6","Gm10",25125
"2230","7","Gm10",65229
"2231","8","Gm10",16646
"2232","NaN","Gm10",0
"2233","1","Gm11",10330003
"2234","2","Gm11",3823032
"2235","3","Gm11",161722
"2236","4","Gm11",1319565
"2237","5","Gm11",9551017
"2238","6","Gm11",249076
"2239","7","Gm11",644346
"2240","8","Gm11",193415
"2241","NaN","Gm11",0
"2242","1","Gm12",9068061
"2243","2","Gm12",6402260
"2244","3","Gm12",455238
"2245","4","Gm12",956220
"2246","5","Gm12",10899369
"2247","6","Gm12",1095111
"2248","7","Gm12",2854123
"2249","8","Gm12",200470
"2250","NaN","Gm12",0
"2251","1","Gm13",5295440
"2252","2","Gm13",1378782
"2253","3","Gm13",36140
"2254","4","Gm13",180637
"2255","5","Gm13",2775335
"2256","6","Gm13",10973
"2257","7","Gm13",120114
"2258","8","Gm13",20209
"2259","NaN","Gm13",0
"2260","1","Gm14",7235781
"2261","2","Gm14",673354
"2262","3","Gm14",48388
"2263","4","Gm14",38971
"2264","5","Gm14",941734
"2265","6","Gm14",1763
"2266","7","Gm14",296534
"2267","8","Gm14",139500
"2268","NaN","Gm14",0
"2269","1","Gm15",4746669
"2270","2","Gm15",1196506
"2271","3","Gm15",14374
"2272","4","Gm15",329384
"2273","5","Gm15",1068615
"2274","6","Gm15",3890
"2275","7","Gm15",3011671
"2276","8","Gm15",171015
"2277","NaN","Gm15",0
"2278","1","Gm16",13052925
"2279","2","Gm16",1702709
"2280","3","Gm16",54153
"2281","4","Gm16",454672
"2282","5","Gm16",2516822
"2283","6","Gm16",8064
"2284","7","Gm16",6076981
"2285","8","Gm16",269264
"2286","NaN","Gm16",0
"2287","1","Gm17",1985032
"2288","2","Gm17",130989
"2289","3","Gm17",2375
"2290","4","Gm17",7818
"2291","5","Gm17",24030
"2292","6","Gm17",1285
"2293","7","Gm17",1048985
"2294","8","Gm17",27970
"2295","NaN","Gm17",0
"2296","1","Gm19",2082247
"2297","2","Gm19",519713
"2298","3","Gm19",7353
"2299","4","Gm19",25672
"2300","5","Gm19",720739
"2301","6","Gm19",19910
"2302","7","Gm19",41089
"2303","8","Gm19",35407
"2304","NaN","Gm19",0
"2305","1","Gm2",7038152
"2306","2","Gm2",42976
"2307","3","Gm2",41281
"2308","4","Gm2",128945
"2309","5","Gm2",2081207
"2310","6","Gm2",0
"2311","7","Gm2",1225
"2312","8","Gm2",8786
"2313","NaN","Gm2",0
"2314","1","Gm20",45946
"2315","2","Gm20",968
"2316","3","Gm20",0
"2317","4","Gm20",633
"2318","5","Gm20",3198
"2319","6","Gm20",0
"2320","7","Gm20",101
"2321","8","Gm20",0
"2322","NaN","Gm20",0
"2323","1","Gm21",2962283
"2324","2","Gm21",300961
"2325","3","Gm21",39789
"2326","4","Gm21",80481
"2327","5","Gm21",436268
"2328","6","Gm21",5418
"2329","7","Gm21",33087
"2330","8","Gm21",19406
"2331","NaN","Gm21",0
"2332","1","Gm22",844175
"2333","2","Gm22",209312
"2334","3","Gm22",988
"2335","4","Gm22",60406
"2336","5","Gm22",68927
"2337","6","Gm22",10546
"2338","7","Gm22",1117542
"2339","8","Gm22",36040
"2340","NaN","Gm22",0
"2341","1","Gm23",1826049
"2342","2","Gm23",244474
"2343","3","Gm23",373
"2344","4","Gm23",34304
"2345","5","Gm23",20844
"2346","6","Gm23",1364
"2347","7","Gm23",1234032
"2348","8","Gm23",73418
"2349","NaN","Gm23",0
"2350","1","Gm24",22968
"2351","2","Gm24",1151
"2352","3","Gm24",0
"2353","4","Gm24",63
"2354","5","Gm24",0
"2355","6","Gm24",0
"2356","7","Gm24",457
"2357","8","Gm24",364
"2358","NaN","Gm24",0
"2359","1","Gm25",236824
"2360","2","Gm25",72379
"2361","3","Gm25",11852
"2362","4","Gm25",10075
"2363","5","Gm25",63148
"2364","6","Gm25",0
"2365","7","Gm25",659669
"2366","8","Gm25",22639
"2367","NaN","Gm25",0
"2368","1","Gm26",588028
"2369","2","Gm26",10845
"2370","3","Gm26",7
"2371","4","Gm26",232
"2372","5","Gm26",1870
"2373","6","Gm26",2
"2374","7","Gm26",32940
"2375","8","Gm26",17525
"2376","NaN","Gm26",0
"2377","1","Gm27",646780
"2378","2","Gm27",13702
"2379","3","Gm27",12
"2380","4","Gm27",426
"2381","5","Gm27",1664
"2382","6","Gm27",165
"2383","7","Gm27",1337
"2384","8","Gm27",6080
"2385","NaN","Gm27",0
"2386","1","Gm28",218515
"2387","2","Gm28",1819
"2388","3","Gm28",0
"2389","4","Gm28",7
"2390","5","Gm28",459
"2391","6","Gm28",0
"2392","7","Gm28",3514
"2393","8","Gm28",10375
"2394","NaN","Gm28",0
"2395","1","Gm29",1253116
"2396","2","Gm29",26113
"2397","3","Gm29",515
"2398","4","Gm29",645
"2399","5","Gm29",22224
"2400","6","Gm29",10
"2401","7","Gm29",1776
"2402","8","Gm29",3656
"2403","NaN","Gm29",0
"2404","1","Gm3",14833079
"2405","2","Gm3",2981635
"2406","3","Gm3",216885
"2407","4","Gm3",448100
"2408","5","Gm3",18674452
"2409","6","Gm3",6120
"2410","7","Gm3",311766
"2411","8","Gm3",187909
"2412","NaN","Gm3",0
"2413","1","Gm30",6352185
"2414","2","Gm30",825067
"2415","3","Gm30",28686
"2416","4","Gm30",78164
"2417","5","Gm30",457597
"2418","6","Gm30",20842
"2419","7","Gm30",1707898
"2420","8","Gm30",176142
"2421","NaN","Gm30",0
"2422","1","Gm31",1316397
"2423","2","Gm31",138190
"2424","3","Gm31",532
"2425","4","Gm31",3763
"2426","5","Gm31",17877
"2427","6","Gm31",126
"2428","7","Gm31",1119561
"2429","8","Gm31",24007
"2430","NaN","Gm31",0
"2431","1","Gm4",18434699
"2432","2","Gm4",2404786
"2433","3","Gm4",273931
"2434","4","Gm4",474285
"2435","5","Gm4",13456097
"2436","6","Gm4",4569
"2437","7","Gm4",403776
"2438","8","Gm4",184727
"2439","NaN","Gm4",0
"2440","1","Gm5",6020800
"2441","2","Gm5",242995
"2442","3","Gm5",5355
"2443","4","Gm5",74415
"2444","5","Gm5",2083408
"2445","6","Gm5",2728
"2446","7","Gm5",109013
"2447","8","Gm5",135163
"2448","NaN","Gm5",0
"2449","1","Gm6",13655146
"2450","2","Gm6",1613298
"2451","3","Gm6",851938
"2452","4","Gm6",172314
"2453","5","Gm6",8317476
"2454","6","Gm6",4678
"2455","7","Gm6",106983
"2456","8","Gm6",7300
"2457","NaN","Gm6",0
"2458","1","Gm7",69039
"2459","2","Gm7",2028
"2460","3","Gm7",42
"2461","4","Gm7",173
"2462","5","Gm7",3135
"2463","6","Gm7",0
"2464","7","Gm7",694
"2465","8","Gm7",10
"2466","NaN","Gm7",0
"2467","1","Gm8",13671468
"2468","2","Gm8",4617423
"2469","3","Gm8",367564
"2470","4","Gm8",3308038
"2471","5","Gm8",13468582
"2472","6","Gm8",269606
"2473","7","Gm8",440266
"2474","8","Gm8",89402
"2475","NaN","Gm8",0
"2476","1","Gm9",1087067
"2477","2","Gm9",492077
"2478","3","Gm9",24814
"2479","4","Gm9",723055
"2480","5","Gm9",854788
"2481","6","Gm9",44348
"2482","7","Gm9",54374
"2483","8","Gm9",2541
"2484","NaN","Gm9",0
"2485","1","Gs1",684643
"2486","2","Gs1",90122
"2487","3","Gs1",4116
"2488","4","Gs1",25806
"2489","5","Gs1",67004
"2490","6","Gs1",700
"2491","7","Gs1",456662
"2492","8","Gs1",18980
"2493","NaN","Gs1",0
"2494","1","Gs10",17447083
"2495","2","Gs10",1657049
"2496","3","Gs10",60700
"2497","4","Gs10",1718270
"2498","5","Gs10",2781048
"2499","6","Gs10",2947
"2500","7","Gs10",2200969
"2501","8","Gs10",1493466
"2502","NaN","Gs10",0
"2503","1","Gs11",2396790
"2504","2","Gs11",895531
"2505","3","Gs11",54327
"2506","4","Gs11",719027
"2507","5","Gs11",851293
"2508","6","Gs11",898
"2509","7","Gs11",782505
"2510","8","Gs11",155024
"2511","NaN","Gs11",0
"2512","1","Gs12",10686880
"2513","2","Gs12",2426980
"2514","3","Gs12",79540
"2515","4","Gs12",1939787
"2516","5","Gs12",4700951
"2517","6","Gs12",4741
"2518","7","Gs12",923104
"2519","8","Gs12",1058330
"2520","NaN","Gs12",0
"2521","1","Gs13",365476
"2522","2","Gs13",207875
"2523","3","Gs13",53020
"2524","4","Gs13",44617
"2525","5","Gs13",550740
"2526","6","Gs13",1130
"2527","7","Gs13",4352
"2528","8","Gs13",5190
"2529","NaN","Gs13",0
"2530","1","Gs14",5188859
"2531","2","Gs14",1475831
"2532","3","Gs14",15473
"2533","4","Gs14",2331554
"2534","5","Gs14",3552100
"2535","6","Gs14",6713
"2536","7","Gs14",482862
"2537","8","Gs14",150788
"2538","NaN","Gs14",0
"2539","1","Gs15",9073528
"2540","2","Gs15",1363883
"2541","3","Gs15",132207
"2542","4","Gs15",1242480
"2543","5","Gs15",3244296
"2544","6","Gs15",3530
"2545","7","Gs15",86723
"2546","8","Gs15",196507
"2547","NaN","Gs15",0
"2548","1","Gs16",7442417
"2549","2","Gs16",358894
"2550","3","Gs16",37922
"2551","4","Gs16",471335
"2552","5","Gs16",678687
"2553","6","Gs16",3889
"2554","7","Gs16",14459
"2555","8","Gs16",8133
"2556","NaN","Gs16",0
"2557","1","Gs17",10360620
"2558","2","Gs17",55019
"2559","3","Gs17",11008
"2560","4","Gs17",36675
"2561","5","Gs17",71818
"2562","6","Gs17",1647
"2563","7","Gs17",2305
"2564","8","Gs17",66377
"2565","NaN","Gs17",0
"2566","1","Gs18",3517143
"2567","2","Gs18",28095
"2568","3","Gs18",2594
"2569","4","Gs18",10071
"2570","5","Gs18",23881
"2571","6","Gs18",206
"2572","7","Gs18",1504
"2573","8","Gs18",1336
"2574","NaN","Gs18",0
"2575","1","Gs19",3030815
"2576","2","Gs19",1305689
"2577","3","Gs19",69204
"2578","4","Gs19",1165685
"2579","5","Gs19",1387942
"2580","6","Gs19",4280
"2581","7","Gs19",291169
"2582","8","Gs19",305807
"2583","NaN","Gs19",0
"2584","1","Gs2",3088842
"2585","2","Gs2",206783
"2586","3","Gs2",1266
"2587","4","Gs2",125532
"2588","5","Gs2",277710
"2589","6","Gs2",276
"2590","7","Gs2",145104
"2591","8","Gs2",18215
"2592","NaN","Gs2",0
"2593","1","Gs20",5077883
"2594","2","Gs20",2532694
"2595","3","Gs20",16024
"2596","4","Gs20",2977627
"2597","5","Gs20",2737011
"2598","6","Gs20",2082
"2599","7","Gs20",1792242
"2600","8","Gs20",565922
"2601","NaN","Gs20",0
"2602","1","Gs3",3676708
"2603","2","Gs3",190562
"2604","3","Gs3",17636
"2605","4","Gs3",43274
"2606","5","Gs3",72233
"2607","6","Gs3",76
"2608","7","Gs3",122186
"2609","8","Gs3",233020
"2610","NaN","Gs3",0
"2611","1","Gs4",10265529
"2612","2","Gs4",2605682
"2613","3","Gs4",267222
"2614","4","Gs4",1288405
"2615","5","Gs4",3240981
"2616","6","Gs4",28170
"2617","7","Gs4",563280
"2618","8","Gs4",341796
"2619","NaN","Gs4",0
"2620","1","Gs6",8116937
"2621","2","Gs6",2076783
"2622","3","Gs6",103868
"2623","4","Gs6",766060
"2624","5","Gs6",1739061
"2625","6","Gs6",22925
"2626","7","Gs6",100943
"2627","8","Gs6",142094
"2628","NaN","Gs6",0
"2629","1","Gs7",5903734
"2630","2","Gs7",2342746
"2631","3","Gs7",45215
"2632","4","Gs7",1111356
"2633","5","Gs7",2184054
"2634","6","Gs7",13327
"2635","7","Gs7",20607
"2636","8","Gs7",12978
"2637","NaN","Gs7",0
"2638","1","Gs8",4056875
"2639","2","Gs8",755937
"2640","3","Gs8",90844
"2641","4","Gs8",127408
"2642","5","Gs8",1256791
"2643","6","Gs8",861
"2644","7","Gs8",763548
"2645","8","Gs8",103775
"2646","NaN","Gs8",0
"2647","1","Gs9",4712402
"2648","2","Gs9",2021308
"2649","3","Gs9",47417
"2650","4","Gs9",1833343
"2651","5","Gs9",2450928
"2652","6","Gs9",2122
"2653","7","Gs9",6025394
"2654","8","Gs9",337670
"2655","NaN","Gs9",0
"2656","1","NKb1",11582879
"2657","2","NKb1",15853
"2658","3","NKb1",1166
"2659","4","NKb1",9436
"2660","5","NKb1",53577
"2661","6","NKb1",4311
"2662","7","NKb1",84
"2663","8","NKb1",10704
"2664","NaN","NKb1",0
"2665","1","NKb2",1503480
"2666","2","NKb2",729
"2667","3","NKb2",51
"2668","4","NKb2",2621
"2669","5","NKb2",11587
"2670","6","NKb2",252
"2671","7","NKb2",0
"2672","8","NKb2",0
"2673","NaN","NKb2",0
"2674","1","NKb3",102078000
"2675","2","NKb3",196609
"2676","3","NKb3",19461
"2677","4","NKb3",346108
"2678","5","NKb3",228252
"2679","6","NKb3",40606
"2680","7","NKb3",2215
"2681","8","NKb3",221989
"2682","NaN","NKb3",0
"2683","1","NKb4",6674163
"2684","2","NKb4",7133
"2685","3","NKb4",21
"2686","4","NKb4",3691
"2687","5","NKb4",601
"2688","6","NKb4",5756
"2689","7","NKb4",0
"2690","8","NKb4",1635
"2691","NaN","NKb4",0
"2692","1","NKb5",21353203
"2693","2","NKb5",63579
"2694","3","NKb5",14348
"2695","4","NKb5",121741
"2696","5","NKb5",26266
"2697","6","NKb5",12206
"2698","7","NKb5",110
"2699","8","NKb5",5628
"2700","NaN","NKb5",0
"2701","1","NKb6",102121815
"2702","2","NKb6",377510
"2703","3","NKb6",76467
"2704","4","NKb6",206604
"2705","5","NKb6",113775
"2706","6","NKb6",76682
"2707","7","NKb6",705
"2708","8","NKb6",153113
"2709","NaN","NKb6",0
"2710","1","NKl1",50186177
"2711","2","NKl1",130203
"2712","3","NKl1",34916
"2713","4","NKl1",104419
"2714","5","NKl1",49664
"2715","6","NKl1",6635
"2716","7","NKl1",2185
"2717","8","NKl1",664
"2718","NaN","NKl1",0
"2719","1","NKl2",20409969
"2720","2","NKl2",146802
"2721","3","NKl2",47276
"2722","4","NKl2",76480
"2723","5","NKl2",113871
"2724","6","NKl2",7595
"2725","7","NKl2",657
"2726","8","NKl2",758
"2727","NaN","NKl2",0
"2728","1","NKl4",1707352
"2729","2","NKl4",26819
"2730","3","NKl4",2547
"2731","4","NKl4",7047
"2732","5","NKl4",111531
"2733","6","NKl4",70
"2734","7","NKl4",687
"2735","8","NKl4",680
"2736","NaN","NKl4",0
"2737","1","NKu1",42406689
"2738","2","NKu1",259424
"2739","3","NKu1",59837
"2740","4","NKu1",60288
"2741","5","NKu1",70087
"2742","6","NKu1",9499
"2743","7","NKu1",2252
"2744","8","NKu1",5863
"2745","NaN","NKu1",0
"2746","1","NKu2",29247310
"2747","2","NKu2",34850
"2748","3","NKu2",7590
"2749","4","NKu2",17391
"2750","5","NKu2",7227
"2751","6","NKu2",2093
"2752","7","NKu2",636
"2753","8","NKu2",18592
"2754","NaN","NKu2",0
"2755","1","NKu3",99642532
"2756","2","NKu3",1765059
"2757","3","NKu3",136305
"2758","4","NKu3",266628
"2759","5","NKu3",3328990
"2760","6","NKu3",115342
"2761","7","NKu3",61395
"2762","8","NKu3",368067
"2763","NaN","NKu3",0
"2764","1","NKu4",120161195
"2765","2","NKu4",1855687
"2766","3","NKu4",835646
"2767","4","NKu4",211518
"2768","5","NKu4",1422911
"2769","6","NKu4",6915
"2770","7","NKu4",42796
"2771","8","NKu4",49418
"2772","NaN","NKu4",0
"2773","1","NOTVEG",2259246
"2774","2","NOTVEG",72385
"2775","3","NOTVEG",20377
"2776","4","NOTVEG",45143
"2777","5","NOTVEG",36459
"2778","6","NOTVEG",11206
"2779","7","NOTVEG",912
"2780","8","NOTVEG",30630
"2781","NaN","NOTVEG",4294
"2782","1","SKk1",4167034
"2783","2","SKk1",6335
"2784","3","SKk1",16
"2785","4","SKk1",6944
"2786","5","SKk1",93
"2787","6","SKk1",3922
"2788","7","SKk1",0
"2789","8","SKk1",91
"2790","NaN","SKk1",0
"2791","1","SKk2",322887
"2792","2","SKk2",1067
"2793","3","SKk2",0
"2794","4","SKk2",418
"2795","5","SKk2",0
"2796","6","SKk2",392
"2797","7","SKk2",0
"2798","8","SKk2",0
"2799","NaN","SKk2",0
"2800","1","SKk3",3246888
"2801","2","SKk3",17600
"2802","3","SKk3",621
"2803","4","SKk3",7443
"2804","5","SKk3",19842
"2805","6","SKk3",9422
"2806","7","SKk3",213
"2807","8","SKk3",186
"2808","NaN","SKk3",0
"2809","1","SKk4",2445335
"2810","2","SKk4",5209
"2811","3","SKk4",232
"2812","4","SKk4",3502
"2813","5","SKk4",1097
"2814","6","SKk4",335
"2815","7","SKk4",64
"2816","8","SKk4",3096
"2817","NaN","SKk4",0
"2818","1","SKk5",2060193
"2819","2","SKk5",82368
"2820","3","SKk5",1848
"2821","4","SKk5",27877
"2822","5","SKk5",264073
"2823","6","SKk5",21023
"2824","7","SKk5",1194
"2825","8","SKk5",12749
"2826","NaN","SKk5",0
"2827","1","SKk6",142170
"2828","2","SKk6",1390
"2829","3","SKk6",67
"2830","4","SKk6",567
"2831","5","SKk6",1990
"2832","6","SKk6",2946
"2833","7","SKk6",26
"2834","8","SKk6",410
"2835","NaN","SKk6",0
"2836","1","SKk7",321456
"2837","2","SKk7",30689
"2838","3","SKk7",27037
"2839","4","SKk7",12477
"2840","5","SKk7",63615
"2841","6","SKk7",170
"2842","7","SKk7",1893
"2843","8","SKk7",5697
"2844","NaN","SKk7",0
"2845","1","SKk8",1579
"2846","2","SKk8",875
"2847","3","SKk8",0
"2848","4","SKk8",5
"2849","5","SKk8",4684
"2850","6","SKk8",0
"2851","7","SKk8",7
"2852","8","SKk8",0
"2853","NaN","SKk8",0
"2854","1","SKk9",350229
"2855","2","SKk9",4459
"2856","3","SKk9",268
"2857","4","SKk9",257
"2858","5","SKk9",1289
"2859","6","SKk9",0
"2860","7","SKk9",74
"2861","8","SKk9",338
"2862","NaN","SKk9",0
"2863","1","SKn1",18354356
"2864","2","SKn1",414695
"2865","3","SKn1",401
"2866","4","SKn1",44027
"2867","5","SKn1",124368
"2868","6","SKn1",16903
"2869","7","SKn1",0
"2870","8","SKn1",656
"2871","NaN","SKn1",0
"2872","1","SKn2",1335509
"2873","2","SKn2",8453
"2874","3","SKn2",52
"2875","4","SKn2",1713
"2876","5","SKn2",2076
"2877","6","SKn2",528
"2878","7","SKn2",0
"2879","8","SKn2",0
"2880","NaN","SKn2",0
"2881","1","SKn3",7227020
"2882","2","SKn3",344369
"2883","3","SKn3",352
"2884","4","SKn3",36512
"2885","5","SKn3",150219
"2886","6","SKn3",10978
"2887","7","SKn3",0
"2888","8","SKn3",540
"2889","NaN","SKn3",0
"2890","1","SKn4",11453113
"2891","2","SKn4",482783
"2892","3","SKn4",128
"2893","4","SKn4",28444
"2894","5","SKn4",611497
"2895","6","SKn4",25517
"2896","7","SKn4",0
"2897","8","SKn4",52
"2898","NaN","SKn4",0
"2899","1","SKn5",1626346
"2900","2","SKn5",2999
"2901","3","SKn5",6
"2902","4","SKn5",2525
"2903","5","SKn5",494
"2904","6","SKn5",989
"2905","7","SKn5",0
"2906","8","SKn5",0
"2907","NaN","SKn5",0
"2908","1","SKn6",978385
"2909","2","SKn6",5969
"2910","3","SKn6",57
"2911","4","SKn6",182
"2912","5","SKn6",7012
"2913","6","SKn6",1
"2914","7","SKn6",0
"2915","8","SKn6",380
"2916","NaN","SKn6",0
"2917","1","SKn7",2269828
"2918","2","SKn7",65769
"2919","3","SKn7",28
"2920","4","SKn7",2384
"2921","5","SKn7",153326
"2922","6","SKn7",1537
"2923","7","SKn7",0
"2924","8","SKn7",0
"2925","NaN","SKn7",0
"2926","1","SKr1",2999354
"2927","2","SKr1",598
"2928","3","SKr1",55
"2929","4","SKr1",765
"2930","5","SKr1",0
"2931","6","SKr1",231
"2932","7","SKr1",0
"2933","8","SKr1",0
"2934","NaN","SKr1",0
"2935","1","SKr10",317856
"2936","2","SKr10",563
"2937","3","SKr10",0
"2938","4","SKr10",420
"2939","5","SKr10",0
"2940","6","SKr10",85
"2941","7","SKr10",0
"2942","8","SKr10",0
"2943","NaN","SKr10",0
"2944","1","SKr11",320301
"2945","2","SKr11",210
"2946","3","SKr11",0
"2947","4","SKr11",2455
"2948","5","SKr11",0
"2949","6","SKr11",222
"2950","7","SKr11",0
"2951","8","SKr11",0
"2952","NaN","SKr11",0
"2953","1","SKr12",1529742
"2954","2","SKr12",272
"2955","3","SKr12",2
"2956","4","SKr12",202
"2957","5","SKr12",0
"2958","6","SKr12",148
"2959","7","SKr12",0
"2960","8","SKr12",0
"2961","NaN","SKr12",0
"2962","1","SKr13",1804579
"2963","2","SKr13",867
"2964","3","SKr13",6
"2965","4","SKr13",1094
"2966","5","SKr13",0
"2967","6","SKr13",144
"2968","7","SKr13",0
"2969","8","SKr13",0
"2970","NaN","SKr13",0
"2971","1","SKr14",913039
"2972","2","SKr14",518
"2973","3","SKr14",0
"2974","4","SKr14",230
"2975","5","SKr14",0
"2976","6","SKr14",121
"2977","7","SKr14",0
"2978","8","SKr14",0
"2979","NaN","SKr14",0
"2980","1","SKr15",500760
"2981","2","SKr15",87480
"2982","3","SKr15",0
"2983","4","SKr15",139
"2984","5","SKr15",16068
"2985","6","SKr15",1
"2986","7","SKr15",0
"2987","8","SKr15",0
"2988","NaN","SKr15",0
"2989","1","SKr16",1080838
"2990","2","SKr16",240
"2991","3","SKr16",31
"2992","4","SKr16",355
"2993","5","SKr16",0
"2994","6","SKr16",648
"2995","7","SKr16",0
"2996","8","SKr16",0
"2997","NaN","SKr16",0
"2998","1","SKr17",649165
"2999","2","SKr17",561
"3000","3","SKr17",0
"3001","4","SKr17",772
"3002","5","SKr17",0
"3003","6","SKr17",1366
"3004","7","SKr17",0
"3005","8","SKr17",0
"3006","NaN","SKr17",0
"3007","1","SKr18",2030905
"3008","2","SKr18",3043
"3009","3","SKr18",141
"3010","4","SKr18",953
"3011","5","SKr18",5
"3012","6","SKr18",9405
"3013","7","SKr18",0
"3014","8","SKr18",0
"3015","NaN","SKr18",0
"3016","1","SKr19",919286
"3017","2","SKr19",1449
"3018","3","SKr19",953
"3019","4","SKr19",2058
"3020","5","SKr19",8
"3021","6","SKr19",6128
"3022","7","SKr19",26
"3023","8","SKr19",0
"3024","NaN","SKr19",0
"3025","1","SKr2",478328
"3026","2","SKr2",193
"3027","3","SKr2",0
"3028","4","SKr2",1715
"3029","5","SKr2",0
"3030","6","SKr2",48
"3031","7","SKr2",0
"3032","8","SKr2",0
"3033","NaN","SKr2",0
"3034","1","SKr3",426844
"3035","2","SKr3",49
"3036","3","SKr3",20
"3037","4","SKr3",23
"3038","5","SKr3",0
"3039","6","SKr3",0
"3040","7","SKr3",0
"3041","8","SKr3",0
"3042","NaN","SKr3",0
"3043","1","SKr4",2067903
"3044","2","SKr4",17893
"3045","3","SKr4",0
"3046","4","SKr4",2110
"3047","5","SKr4",0
"3048","6","SKr4",2656
"3049","7","SKr4",0
"3050","8","SKr4",0
"3051","NaN","SKr4",0
"3052","1","SKr5",45913
"3053","2","SKr5",0
"3054","3","SKr5",0
"3055","4","SKr5",0
"3056","5","SKr5",0
"3057","6","SKr5",0
"3058","7","SKr5",0
"3059","8","SKr5",0
"3060","NaN","SKr5",0
"3061","1","SKr6",164558
"3062","2","SKr6",114
"3063","3","SKr6",0
"3064","4","SKr6",0
"3065","5","SKr6",0
"3066","6","SKr6",10
"3067","7","SKr6",0
"3068","8","SKr6",0
"3069","NaN","SKr6",0
"3070","1","SKr7",816386
"3071","2","SKr7",204
"3072","3","SKr7",1
"3073","4","SKr7",1194
"3074","5","SKr7",0
"3075","6","SKr7",89
"3076","7","SKr7",0
"3077","8","SKr7",0
"3078","NaN","SKr7",0
"3079","1","SKr8",126276
"3080","2","SKr8",51
"3081","3","SKr8",67
"3082","4","SKr8",0
"3083","5","SKr8",0
"3084","6","SKr8",0
"3085","7","SKr8",0
"3086","8","SKr8",0
"3087","NaN","SKr8",0
"3088","1","SKr9",8163
"3089","2","SKr9",0
"3090","3","SKr9",0
"3091","4","SKr9",0
"3092","5","SKr9",0
"3093","6","SKr9",0
"3094","7","SKr9",0
"3095","8","SKr9",0
"3096","NaN","SKr9",0
"3097","1","SKs1",777519
"3098","2","SKs1",39678
"3099","3","SKs1",495
"3100","4","SKs1",8431
"3101","5","SKs1",0
"3102","6","SKs1",443930
"3103","7","SKs1",0
"3104","8","SKs1",0
"3105","NaN","SKs1",0
"3106","1","SKs10",334996
"3107","2","SKs10",5319
"3108","3","SKs10",0
"3109","4","SKs10",757
"3110","5","SKs10",0
"3111","6","SKs10",0
"3112","7","SKs10",0
"3113","8","SKs10",0
"3114","NaN","SKs10",0
