"","nlc2022_7class","T_MAPCODE","niaps_arc","n"
"8133","5","Dn3","2",0
"8134","6","Dn3","2",0
"8135","7","Dn3","2",0
"8136","NaN","Dn3","2",0
"8137","1","Dn4","2",82
"8138","2","Dn4","2",22
"8139","3","Dn4","2",0
"8140","4","Dn4","2",3
"8141","5","Dn4","2",19
"8142","6","Dn4","2",19
"8143","7","Dn4","2",0
"8144","NaN","Dn4","2",0
"8145","1","Dn5","2",0
"8146","2","Dn5","2",0
"8147","3","Dn5","2",0
"8148","4","Dn5","2",0
"8149","5","Dn5","2",0
"8150","6","Dn5","2",0
"8151","7","Dn5","2",0
"8152","NaN","Dn5","2",0
"8153","1","FFa1","2",6416
"8154","2","FFa1","2",1847
"8155","3","FFa1","2",17
"8156","4","FFa1","2",13
"8157","5","FFa1","2",258
"8158","6","FFa1","2",0
"8159","7","FFa1","2",0
"8160","NaN","FFa1","2",0
"8161","1","FFa2","2",9827
"8162","2","FFa2","2",1575
"8163","3","FFa2","2",22
"8164","4","FFa2","2",144
"8165","5","FFa2","2",202
"8166","6","FFa2","2",0
"8167","7","FFa2","2",474
"8168","NaN","FFa2","2",0
"8169","1","FFa3","2",10840
"8170","2","FFa3","2",4152
"8171","3","FFa3","2",25
"8172","4","FFa3","2",102
"8173","5","FFa3","2",265
"8174","6","FFa3","2",0
"8175","7","FFa3","2",4361
"8176","NaN","FFa3","2",0
"8177","1","FFa4","2",1983
"8178","2","FFa4","2",446
"8179","3","FFa4","2",8
"8180","4","FFa4","2",109
"8181","5","FFa4","2",18
"8182","6","FFa4","2",0
"8183","7","FFa4","2",0
"8184","NaN","FFa4","2",0
"8185","1","FFb1","2",956
"8186","2","FFb1","2",88
"8187","3","FFb1","2",1
"8188","4","FFb1","2",7
"8189","5","FFb1","2",39
"8190","6","FFb1","2",0
"8191","7","FFb1","2",11
"8192","NaN","FFb1","2",0
"8193","1","FFb2","2",7343
"8194","2","FFb2","2",399
"8195","3","FFb2","2",0
"8196","4","FFb2","2",2
"8197","5","FFb2","2",12
"8198","6","FFb2","2",0
"8199","7","FFb2","2",4
"8200","NaN","FFb2","2",0
"8201","1","FFb3","2",63
"8202","2","FFb3","2",0
"8203","3","FFb3","2",0
"8204","4","FFb3","2",0
"8205","5","FFb3","2",0
"8206","6","FFb3","2",0
"8207","7","FFb3","2",0
"8208","NaN","FFb3","2",0
"8209","1","FFb4","2",2893
"8210","2","FFb4","2",30
"8211","3","FFb4","2",0
"8212","4","FFb4","2",0
"8213","5","FFb4","2",0
"8214","6","FFb4","2",0
"8215","7","FFb4","2",0
"8216","NaN","FFb4","2",0
"8217","1","FFb5","2",1064
"8218","2","FFb5","2",4
"8219","3","FFb5","2",4
"8220","4","FFb5","2",0
"8221","5","FFb5","2",6
"8222","6","FFb5","2",0
"8223","7","FFb5","2",0
"8224","NaN","FFb5","2",0
"8225","1","FFb6","2",1455
"8226","2","FFb6","2",530
"8227","3","FFb6","2",6
"8228","4","FFb6","2",17
"8229","5","FFb6","2",23
"8230","6","FFb6","2",0
"8231","7","FFb6","2",1058
"8232","NaN","FFb6","2",0
"8233","1","FFc1","2",13454
"8234","2","FFc1","2",4346
"8235","3","FFc1","2",19
"8236","4","FFc1","2",99
"8237","5","FFc1","2",681
"8238","6","FFc1","2",0
"8239","7","FFc1","2",2234
"8240","NaN","FFc1","2",0
"8241","1","FFd1","2",0
"8242","2","FFd1","2",0
"8243","3","FFd1","2",0
"8244","4","FFd1","2",0
"8245","5","FFd1","2",0
"8246","6","FFd1","2",0
"8247","7","FFd1","2",0
"8248","NaN","FFd1","2",0
"8249","1","FFd10","2",1826
"8250","2","FFd10","2",239
"8251","3","FFd10","2",0
"8252","4","FFd10","2",16
"8253","5","FFd10","2",6
"8254","6","FFd10","2",0
"8255","7","FFd10","2",39
"8256","NaN","FFd10","2",0
"8257","1","FFd11","2",8918
"8258","2","FFd11","2",154
"8259","3","FFd11","2",0
"8260","4","FFd11","2",3
"8261","5","FFd11","2",57
"8262","6","FFd11","2",0
"8263","7","FFd11","2",0
"8264","NaN","FFd11","2",0
"8265","1","FFd2","2",10518
"8266","2","FFd2","2",4212
"8267","3","FFd2","2",14
"8268","4","FFd2","2",167
"8269","5","FFd2","2",313
"8270","6","FFd2","2",2
"8271","7","FFd2","2",324
"8272","NaN","FFd2","2",0
"8273","1","FFd3","2",11024
"8274","2","FFd3","2",746
"8275","3","FFd3","2",0
"8276","4","FFd3","2",40
"8277","5","FFd3","2",5
"8278","6","FFd3","2",0
"8279","7","FFd3","2",1
"8280","NaN","FFd3","2",0
"8281","1","FFd4","2",24356
"8282","2","FFd4","2",4838
"8283","3","FFd4","2",18
"8284","4","FFd4","2",328
"8285","5","FFd4","2",77
"8286","6","FFd4","2",14
"8287","7","FFd4","2",495
"8288","NaN","FFd4","2",0
"8289","1","FFd5","2",10977
"8290","2","FFd5","2",1886
"8291","3","FFd5","2",3
"8292","4","FFd5","2",136
"8293","5","FFd5","2",14
"8294","6","FFd5","2",0
"8295","7","FFd5","2",1
"8296","NaN","FFd5","2",0
"8297","1","FFd6","2",3669
"8298","2","FFd6","2",160
"8299","3","FFd6","2",3
"8300","4","FFd6","2",87
"8301","5","FFd6","2",0
"8302","6","FFd6","2",0
"8303","7","FFd6","2",0
"8304","NaN","FFd6","2",0
"8305","1","FFd7","2",10065
"8306","2","FFd7","2",1186
"8307","3","FFd7","2",0
"8308","4","FFd7","2",2
"8309","5","FFd7","2",176
"8310","6","FFd7","2",3
"8311","7","FFd7","2",0
"8312","NaN","FFd7","2",0
"8313","1","FFd8","2",26
"8314","2","FFd8","2",9
"8315","3","FFd8","2",0
"8316","4","FFd8","2",0
"8317","5","FFd8","2",0
"8318","6","FFd8","2",0
"8319","7","FFd8","2",0
"8320","NaN","FFd8","2",0
"8321","1","FFd9","2",2959
"8322","2","FFd9","2",385
"8323","3","FFd9","2",1
"8324","4","FFd9","2",0
"8325","5","FFd9","2",6
"8326","6","FFd9","2",0
"8327","7","FFd9","2",43
"8328","NaN","FFd9","2",0
"8329","1","FFf1","2",26431
"8330","2","FFf1","2",8030
"8331","3","FFf1","2",55
"8332","4","FFf1","2",215
"8333","5","FFf1","2",597
"8334","6","FFf1","2",1
"8335","7","FFf1","2",641
"8336","NaN","FFf1","2",0
"8337","1","FFf2","2",1921
"8338","2","FFf2","2",2140
"8339","3","FFf2","2",0
"8340","4","FFf2","2",18
"8341","5","FFf2","2",22
"8342","6","FFf2","2",0
"8343","7","FFf2","2",88
"8344","NaN","FFf2","2",0
"8345","1","FFg1","2",0
"8346","2","FFg1","2",0
"8347","3","FFg1","2",0
"8348","4","FFg1","2",0
"8349","5","FFg1","2",0
"8350","6","FFg1","2",0
"8351","7","FFg1","2",0
"8352","NaN","FFg1","2",0
"8353","1","FFg2","2",23613
"8354","2","FFg2","2",3333
"8355","3","FFg2","2",43
"8356","4","FFg2","2",155
"8357","5","FFg2","2",108
"8358","6","FFg2","2",0
"8359","7","FFg2","2",2991
"8360","NaN","FFg2","2",0
"8361","1","FFg3","2",3751
"8362","2","FFg3","2",2076
"8363","3","FFg3","2",0
"8364","4","FFg3","2",399
"8365","5","FFg3","2",14
"8366","6","FFg3","2",0
"8367","7","FFg3","2",1711
"8368","NaN","FFg3","2",0
"8369","1","FFg4","2",1250
"8370","2","FFg4","2",11
"8371","3","FFg4","2",0
"8372","4","FFg4","2",0
"8373","5","FFg4","2",0
"8374","6","FFg4","2",0
"8375","7","FFg4","2",0
"8376","NaN","FFg4","2",0
"8377","1","FFg5","2",15020
"8378","2","FFg5","2",3807
"8379","3","FFg5","2",31
"8380","4","FFg5","2",254
"8381","5","FFg5","2",122
"8382","6","FFg5","2",7
"8383","7","FFg5","2",2384
"8384","NaN","FFg5","2",0
"8385","1","FFh1","2",442
"8386","2","FFh1","2",349
"8387","3","FFh1","2",0
"8388","4","FFh1","2",16
"8389","5","FFh1","2",22
"8390","6","FFh1","2",0
"8391","7","FFh1","2",400
"8392","NaN","FFh1","2",0
"8393","1","FFh10","2",10990
"8394","2","FFh10","2",993
"8395","3","FFh10","2",2
"8396","4","FFh10","2",10
"8397","5","FFh10","2",28
"8398","6","FFh10","2",0
"8399","7","FFh10","2",152
"8400","NaN","FFh10","2",0
"8401","1","FFh11","2",100
"8402","2","FFh11","2",38
"8403","3","FFh11","2",0
"8404","4","FFh11","2",8
"8405","5","FFh11","2",0
"8406","6","FFh11","2",0
"8407","7","FFh11","2",12
"8408","NaN","FFh11","2",0
"8409","1","FFh2","2",0
"8410","2","FFh2","2",0
"8411","3","FFh2","2",0
"8412","4","FFh2","2",0
"8413","5","FFh2","2",0
"8414","6","FFh2","2",0
"8415","7","FFh2","2",0
"8416","NaN","FFh2","2",0
"8417","1","FFh3","2",2217
"8418","2","FFh3","2",358
"8419","3","FFh3","2",0
"8420","4","FFh3","2",0
"8421","5","FFh3","2",4
"8422","6","FFh3","2",0
"8423","7","FFh3","2",0
"8424","NaN","FFh3","2",0
"8425","1","FFh4","2",6133
"8426","2","FFh4","2",532
"8427","3","FFh4","2",4
"8428","4","FFh4","2",11
"8429","5","FFh4","2",34
"8430","6","FFh4","2",0
"8431","7","FFh4","2",294
"8432","NaN","FFh4","2",0
"8433","1","FFh5","2",1153
"8434","2","FFh5","2",714
"8435","3","FFh5","2",6
"8436","4","FFh5","2",8
"8437","5","FFh5","2",8
"8438","6","FFh5","2",0
"8439","7","FFh5","2",445
"8440","NaN","FFh5","2",0
"8441","1","FFh6","2",10048
"8442","2","FFh6","2",2504
"8443","3","FFh6","2",56
"8444","4","FFh6","2",187
"8445","5","FFh6","2",206
"8446","6","FFh6","2",0
"8447","7","FFh6","2",1974
"8448","NaN","FFh6","2",0
"8449","1","FFh7","2",5066
"8450","2","FFh7","2",411
"8451","3","FFh7","2",6
"8452","4","FFh7","2",26
"8453","5","FFh7","2",7
"8454","6","FFh7","2",0
"8455","7","FFh7","2",78
"8456","NaN","FFh7","2",0
"8457","1","FFh8","2",214
"8458","2","FFh8","2",62
"8459","3","FFh8","2",1
"8460","4","FFh8","2",2
"8461","5","FFh8","2",12
"8462","6","FFh8","2",0
"8463","7","FFh8","2",4
"8464","NaN","FFh8","2",0
"8465","1","FFh9","2",19283
"8466","2","FFh9","2",3974
"8467","3","FFh9","2",19
"8468","4","FFh9","2",78
"8469","5","FFh9","2",104
"8470","6","FFh9","2",0
"8471","7","FFh9","2",503
"8472","NaN","FFh9","2",0
"8473","1","FFl1","2",34769
"8474","2","FFl1","2",1617
"8475","3","FFl1","2",0
"8476","4","FFl1","2",30
"8477","5","FFl1","2",46
"8478","6","FFl1","2",0
"8479","7","FFl1","2",0
"8480","NaN","FFl1","2",0
"8481","1","FFl2","2",8101
"8482","2","FFl2","2",612
"8483","3","FFl2","2",0
"8484","4","FFl2","2",2
"8485","5","FFl2","2",10
"8486","6","FFl2","2",0
"8487","7","FFl2","2",0
"8488","NaN","FFl2","2",0
"8489","1","FFl3","2",4524
"8490","2","FFl3","2",301
"8491","3","FFl3","2",0
"8492","4","FFl3","2",30
"8493","5","FFl3","2",29
"8494","6","FFl3","2",0
"8495","7","FFl3","2",299
"8496","NaN","FFl3","2",0
"8497","1","FFq1","2",0
"8498","2","FFq1","2",0
"8499","3","FFq1","2",0
"8500","4","FFq1","2",0
"8501","5","FFq1","2",0
"8502","6","FFq1","2",0
"8503","7","FFq1","2",0
"8504","NaN","FFq1","2",0
"8505","1","FFq2","2",3060
"8506","2","FFq2","2",451
"8507","3","FFq2","2",25
"8508","4","FFq2","2",2
"8509","5","FFq2","2",31
"8510","6","FFq2","2",0
"8511","7","FFq2","2",0
"8512","NaN","FFq2","2",0
"8513","1","FFq3","2",0
"8514","2","FFq3","2",0
"8515","3","FFq3","2",0
"8516","4","FFq3","2",0
"8517","5","FFq3","2",0
"8518","6","FFq3","2",0
"8519","7","FFq3","2",0
"8520","NaN","FFq3","2",0
"8521","1","FFq4","2",2
"8522","2","FFq4","2",0
"8523","3","FFq4","2",0
"8524","4","FFq4","2",0
"8525","5","FFq4","2",0
"8526","6","FFq4","2",0
"8527","7","FFq4","2",0
"8528","NaN","FFq4","2",0
"8529","1","FFq5","2",912
"8530","2","FFq5","2",3
"8531","3","FFq5","2",20
"8532","4","FFq5","2",0
"8533","5","FFq5","2",0
"8534","6","FFq5","2",0
"8535","7","FFq5","2",0
"8536","NaN","FFq5","2",0
"8537","1","FFq6","2",29084
"8538","2","FFq6","2",285
"8539","3","FFq6","2",0
"8540","4","FFq6","2",10
"8541","5","FFq6","2",6
"8542","6","FFq6","2",0
"8543","7","FFq6","2",188
"8544","NaN","FFq6","2",0
"8545","1","FFs1","2",17094
"8546","2","FFs1","2",815
"8547","3","FFs1","2",8
"8548","4","FFs1","2",24
"8549","5","FFs1","2",187
"8550","6","FFs1","2",0
"8551","7","FFs1","2",172
"8552","NaN","FFs1","2",0
"8553","1","FFs10","2",30498
"8554","2","FFs10","2",1026
"8555","3","FFs10","2",14
"8556","4","FFs10","2",8
"8557","5","FFs10","2",11
"8558","6","FFs10","2",0
"8559","7","FFs10","2",395
"8560","NaN","FFs10","2",0
"8561","1","FFs11","2",15101
"8562","2","FFs11","2",639
"8563","3","FFs11","2",10
"8564","4","FFs11","2",59
"8565","5","FFs11","2",30
"8566","6","FFs11","2",0
"8567","7","FFs11","2",433
"8568","NaN","FFs11","2",0
"8569","1","FFs12","2",95338
"8570","2","FFs12","2",5110
"8571","3","FFs12","2",6
"8572","4","FFs12","2",99
"8573","5","FFs12","2",119
"8574","6","FFs12","2",3
"8575","7","FFs12","2",1086
"8576","NaN","FFs12","2",0
"8577","1","FFs13","2",25717
"8578","2","FFs13","2",31
"8579","3","FFs13","2",4
"8580","4","FFs13","2",1
"8581","5","FFs13","2",0
"8582","6","FFs13","2",0
"8583","7","FFs13","2",0
"8584","NaN","FFs13","2",0
"8585","1","FFs14","2",19424
"8586","2","FFs14","2",110
"8587","3","FFs14","2",6
"8588","4","FFs14","2",3
"8589","5","FFs14","2",5
"8590","6","FFs14","2",0
"8591","7","FFs14","2",0
"8592","NaN","FFs14","2",0
"8593","1","FFs15","2",5245
"8594","2","FFs15","2",279
"8595","3","FFs15","2",0
"8596","4","FFs15","2",13
"8597","5","FFs15","2",13
"8598","6","FFs15","2",0
"8599","7","FFs15","2",0
"8600","NaN","FFs15","2",0
"8601","1","FFs16","2",52333
"8602","2","FFs16","2",191
"8603","3","FFs16","2",2
"8604","4","FFs16","2",0
"8605","5","FFs16","2",16
"8606","6","FFs16","2",0
"8607","7","FFs16","2",95
"8608","NaN","FFs16","2",0
"8609","1","FFs17","2",1217
"8610","2","FFs17","2",213
"8611","3","FFs17","2",5
"8612","4","FFs17","2",28
"8613","5","FFs17","2",8
"8614","6","FFs17","2",0
"8615","7","FFs17","2",141
"8616","NaN","FFs17","2",0
"8617","1","FFs18","2",60478
"8618","2","FFs18","2",2992
"8619","3","FFs18","2",23
"8620","4","FFs18","2",14
"8621","5","FFs18","2",76
"8622","6","FFs18","2",0
"8623","7","FFs18","2",173
"8624","NaN","FFs18","2",0
"8625","1","FFs19","2",155143
"8626","2","FFs19","2",11191
"8627","3","FFs19","2",29
"8628","4","FFs19","2",85
"8629","5","FFs19","2",274
"8630","6","FFs19","2",0
"8631","7","FFs19","2",29773
"8632","NaN","FFs19","2",0
"8633","1","FFs2","2",8530
"8634","2","FFs2","2",528
"8635","3","FFs2","2",32
"8636","4","FFs2","2",35
"8637","5","FFs2","2",157
"8638","6","FFs2","2",0
"8639","7","FFs2","2",8
"8640","NaN","FFs2","2",0
"8641","1","FFs20","2",146414
"8642","2","FFs20","2",4963
"8643","3","FFs20","2",7
"8644","4","FFs20","2",143
"8645","5","FFs20","2",388
"8646","6","FFs20","2",0
"8647","7","FFs20","2",2952
"8648","NaN","FFs20","2",0
"8649","1","FFs21","2",0
"8650","2","FFs21","2",0
"8651","3","FFs21","2",0
"8652","4","FFs21","2",0
"8653","5","FFs21","2",0
"8654","6","FFs21","2",0
"8655","7","FFs21","2",0
"8656","NaN","FFs21","2",0
"8657","1","FFs22","2",0
"8658","2","FFs22","2",0
"8659","3","FFs22","2",0
"8660","4","FFs22","2",0
"8661","5","FFs22","2",0
"8662","6","FFs22","2",0
"8663","7","FFs22","2",0
"8664","NaN","FFs22","2",0
"8665","1","FFs23","2",797
"8666","2","FFs23","2",0
"8667","3","FFs23","2",0
"8668","4","FFs23","2",0
"8669","5","FFs23","2",0
"8670","6","FFs23","2",0
"8671","7","FFs23","2",0
"8672","NaN","FFs23","2",0
"8673","1","FFs24","2",2675
"8674","2","FFs24","2",8
"8675","3","FFs24","2",0
"8676","4","FFs24","2",0
"8677","5","FFs24","2",0
"8678","6","FFs24","2",0
"8679","7","FFs24","2",0
"8680","NaN","FFs24","2",0
"8681","1","FFs25","2",0
"8682","2","FFs25","2",0
"8683","3","FFs25","2",0
"8684","4","FFs25","2",0
"8685","5","FFs25","2",0
"8686","6","FFs25","2",0
"8687","7","FFs25","2",0
"8688","NaN","FFs25","2",0
"8689","1","FFs26","2",133
"8690","2","FFs26","2",0
"8691","3","FFs26","2",0
"8692","4","FFs26","2",0
"8693","5","FFs26","2",0
"8694","6","FFs26","2",0
"8695","7","FFs26","2",0
"8696","NaN","FFs26","2",0
"8697","1","FFs27","2",11212
"8698","2","FFs27","2",1132
"8699","3","FFs27","2",1
"8700","4","FFs27","2",0
"8701","5","FFs27","2",28
"8702","6","FFs27","2",0
"8703","7","FFs27","2",1493
"8704","NaN","FFs27","2",0
"8705","1","FFs28","2",33946
"8706","2","FFs28","2",988
"8707","3","FFs28","2",12
"8708","4","FFs28","2",61
"8709","5","FFs28","2",130
"8710","6","FFs28","2",0
"8711","7","FFs28","2",1109
"8712","NaN","FFs28","2",0
"8713","1","FFs29","2",16217
"8714","2","FFs29","2",2663
"8715","3","FFs29","2",11
"8716","4","FFs29","2",628
"8717","5","FFs29","2",66
"8718","6","FFs29","2",0
"8719","7","FFs29","2",1895
"8720","NaN","FFs29","2",0
"8721","1","FFs3","2",2795
"8722","2","FFs3","2",37
"8723","3","FFs3","2",1
"8724","4","FFs3","2",0
"8725","5","FFs3","2",39
"8726","6","FFs3","2",0
"8727","7","FFs3","2",1
"8728","NaN","FFs3","2",0
"8729","1","FFs30","2",0
"8730","2","FFs30","2",0
"8731","3","FFs30","2",0
"8732","4","FFs30","2",0
"8733","5","FFs30","2",0
"8734","6","FFs30","2",0
"8735","7","FFs30","2",0
"8736","NaN","FFs30","2",0
"8737","1","FFs31","2",0
"8738","2","FFs31","2",0
"8739","3","FFs31","2",0
"8740","4","FFs31","2",0
"8741","5","FFs31","2",0
"8742","6","FFs31","2",0
"8743","7","FFs31","2",0
"8744","NaN","FFs31","2",0
"8745","1","FFs32","2",1545
"8746","2","FFs32","2",468
"8747","3","FFs32","2",0
"8748","4","FFs32","2",0
"8749","5","FFs32","2",6
"8750","6","FFs32","2",0
"8751","7","FFs32","2",0
"8752","NaN","FFs32","2",0
"8753","1","FFs4","2",15352
"8754","2","FFs4","2",1009
"8755","3","FFs4","2",21
"8756","4","FFs4","2",68
"8757","5","FFs4","2",191
"8758","6","FFs4","2",0
"8759","7","FFs4","2",343
"8760","NaN","FFs4","2",0
"8761","1","FFs5","2",6839
"8762","2","FFs5","2",62
"8763","3","FFs5","2",3
"8764","4","FFs5","2",1
"8765","5","FFs5","2",8
"8766","6","FFs5","2",0
"8767","7","FFs5","2",1
"8768","NaN","FFs5","2",0
"8769","1","FFs6","2",3719
"8770","2","FFs6","2",311
"8771","3","FFs6","2",0
"8772","4","FFs6","2",8
"8773","5","FFs6","2",1
"8774","6","FFs6","2",0
"8775","7","FFs6","2",375
"8776","NaN","FFs6","2",0
"8777","1","FFs7","2",2657
"8778","2","FFs7","2",182
"8779","3","FFs7","2",3
"8780","4","FFs7","2",43
"8781","5","FFs7","2",82
"8782","6","FFs7","2",0
"8783","7","FFs7","2",38
"8784","NaN","FFs7","2",0
"8785","1","FFs8","2",896
"8786","2","FFs8","2",43
"8787","3","FFs8","2",0
"8788","4","FFs8","2",14
"8789","5","FFs8","2",10
"8790","6","FFs8","2",0
"8791","7","FFs8","2",14
"8792","NaN","FFs8","2",0
"8793","1","FFs9","2",395
"8794","2","FFs9","2",208
"8795","3","FFs9","2",0
"8796","4","FFs9","2",0
"8797","5","FFs9","2",0
"8798","6","FFs9","2",0
"8799","7","FFs9","2",11
"8800","NaN","FFs9","2",0
"8801","1","FFt1","2",0
"8802","2","FFt1","2",0
"8803","3","FFt1","2",0
"8804","4","FFt1","2",0
"8805","5","FFt1","2",0
"8806","6","FFt1","2",0
"8807","7","FFt1","2",0
"8808","NaN","FFt1","2",0
"8809","1","FFt2","2",10618
"8810","2","FFt2","2",162
"8811","3","FFt2","2",10
"8812","4","FFt2","2",20
"8813","5","FFt2","2",20
"8814","6","FFt2","2",1
"8815","7","FFt2","2",0
"8816","NaN","FFt2","2",0
"8817","1","FOa1","2",833
"8818","2","FOa1","2",145
"8819","3","FOa1","2",0
"8820","4","FOa1","2",22
"8821","5","FOa1","2",5
"8822","6","FOa1","2",0
"8823","7","FOa1","2",0
"8824","NaN","FOa1","2",0
"8825","1","FOa2","2",641
"8826","2","FOa2","2",65
"8827","3","FOa2","2",0
"8828","4","FOa2","2",0
"8829","5","FOa2","2",1
"8830","6","FOa2","2",0
"8831","7","FOa2","2",0
"8832","NaN","FOa2","2",0
"8833","1","FOa3","2",12
"8834","2","FOa3","2",0
"8835","3","FOa3","2",0
"8836","4","FOa3","2",0
"8837","5","FOa3","2",0
"8838","6","FOa3","2",0
"8839","7","FOa3","2",0
"8840","NaN","FOa3","2",0
"8841","1","FOz1","2",6409
"8842","2","FOz1","2",1102
"8843","3","FOz1","2",3
"8844","4","FOz1","2",0
"8845","5","FOz1","2",4
"8846","6","FOz1","2",0
"8847","7","FOz1","2",371
"8848","NaN","FOz1","2",0
"8849","1","FOz2","2",3004
"8850","2","FOz2","2",317
"8851","3","FOz2","2",2
"8852","4","FOz2","2",1
"8853","5","FOz2","2",0
"8854","6","FOz2","2",0
"8855","7","FOz2","2",88
"8856","NaN","FOz2","2",0
"8857","1","FOz3","2",2354
"8858","2","FOz3","2",662
"8859","3","FOz3","2",0
"8860","4","FOz3","2",0
"8861","5","FOz3","2",0
"8862","6","FOz3","2",0
"8863","7","FOz3","2",251
"8864","NaN","FOz3","2",0
"8865","1","FOz4","2",1243
"8866","2","FOz4","2",1029
"8867","3","FOz4","2",0
"8868","4","FOz4","2",0
"8869","5","FOz4","2",0
"8870","6","FOz4","2",0
"8871","7","FOz4","2",177
"8872","NaN","FOz4","2",0
"8873","1","FOz5","2",2364
"8874","2","FOz5","2",203
"8875","3","FOz5","2",0
"8876","4","FOz5","2",11
"8877","5","FOz5","2",0
"8878","6","FOz5","2",9
"8879","7","FOz5","2",24
"8880","NaN","FOz5","2",0
"8881","1","FOz6","2",58
"8882","2","FOz6","2",1
"8883","3","FOz6","2",0
"8884","4","FOz6","2",3
"8885","5","FOz6","2",0
"8886","6","FOz6","2",0
"8887","7","FOz6","2",0
"8888","NaN","FOz6","2",0
"8889","1","FOz7","2",2927
"8890","2","FOz7","2",895
"8891","3","FOz7","2",60
"8892","4","FOz7","2",16
"8893","5","FOz7","2",8
"8894","6","FOz7","2",430
"8895","7","FOz7","2",21
"8896","NaN","FOz7","2",0
"8897","1","FOz8","2",461
"8898","2","FOz8","2",12
"8899","3","FOz8","2",0
"8900","4","FOz8","2",0
"8901","5","FOz8","2",1
"8902","6","FOz8","2",0
"8903","7","FOz8","2",0
"8904","NaN","FOz8","2",0
"8905","1","FOz9","2",0
"8906","2","FOz9","2",0
"8907","3","FOz9","2",0
"8908","4","FOz9","2",0
"8909","5","FOz9","2",0
"8910","6","FOz9","2",0
"8911","7","FOz9","2",0
"8912","NaN","FOz9","2",0
"8913","1","FRa1","2",4002
"8914","2","FRa1","2",1379
"8915","3","FRa1","2",63
"8916","4","FRa1","2",81
"8917","5","FRa1","2",153
"8918","6","FRa1","2",0
"8919","7","FRa1","2",61
"8920","NaN","FRa1","2",0
"8921","1","FRa2","2",859
"8922","2","FRa2","2",499
"8923","3","FRa2","2",0
"8924","4","FRa2","2",26
"8925","5","FRa2","2",71
"8926","6","FRa2","2",0
"8927","7","FRa2","2",4
"8928","NaN","FRa2","2",0
"8929","1","FRc1","2",223
"8930","2","FRc1","2",82
"8931","3","FRc1","2",1
"8932","4","FRc1","2",5
"8933","5","FRc1","2",16
"8934","6","FRc1","2",0
"8935","7","FRc1","2",42
"8936","NaN","FRc1","2",0
"8937","1","FRc2","2",644
"8938","2","FRc2","2",120
"8939","3","FRc2","2",0
"8940","4","FRc2","2",7
"8941","5","FRc2","2",23
"8942","6","FRc2","2",0
"8943","7","FRc2","2",4
"8944","NaN","FRc2","2",0
"8945","1","FRd1","2",23
"8946","2","FRd1","2",0
"8947","3","FRd1","2",0
"8948","4","FRd1","2",0
"8949","5","FRd1","2",0
"8950","6","FRd1","2",0
"8951","7","FRd1","2",0
"8952","NaN","FRd1","2",0
"8953","1","FRd2","2",2221
"8954","2","FRd2","2",1454
"8955","3","FRd2","2",0
"8956","4","FRd2","2",1
"8957","5","FRd2","2",22
"8958","6","FRd2","2",0
"8959","7","FRd2","2",0
"8960","NaN","FRd2","2",0
"8961","1","FRg1","2",894
"8962","2","FRg1","2",66
"8963","3","FRg1","2",0
"8964","4","FRg1","2",2
"8965","5","FRg1","2",22
"8966","6","FRg1","2",0
"8967","7","FRg1","2",0
"8968","NaN","FRg1","2",0
"8969","1","FRg2","2",8095
"8970","2","FRg2","2",1725
"8971","3","FRg2","2",6
"8972","4","FRg2","2",81
"8973","5","FRg2","2",160
"8974","6","FRg2","2",0
"8975","7","FRg2","2",735
"8976","NaN","FRg2","2",0
"8977","1","FRg3","2",63
"8978","2","FRg3","2",0
"8979","3","FRg3","2",0
"8980","4","FRg3","2",0
"8981","5","FRg3","2",2
"8982","6","FRg3","2",0
"8983","7","FRg3","2",0
"8984","NaN","FRg3","2",0
"8985","1","FRl1","2",438
"8986","2","FRl1","2",13
