"","nlc2022_7class","T_MAPCODE","niaps_arc","n"
"23258","2","FFd4","6",8627
"23259","3","FFd4","6",5
"23260","4","FFd4","6",1331
"23261","5","FFd4","6",59
"23262","6","FFd4","6",24
"23263","7","FFd4","6",137
"23264","NaN","FFd4","6",0
"23265","1","FFd5","6",23403
"23266","2","FFd5","6",6762
"23267","3","FFd5","6",105
"23268","4","FFd5","6",1231
"23269","5","FFd5","6",217
"23270","6","FFd5","6",5
"23271","7","FFd5","6",157
"23272","NaN","FFd5","6",0
"23273","1","FFd6","6",2630
"23274","2","FFd6","6",151
"23275","3","FFd6","6",0
"23276","4","FFd6","6",29
"23277","5","FFd6","6",0
"23278","6","FFd6","6",0
"23279","7","FFd6","6",1063
"23280","NaN","FFd6","6",0
"23281","1","FFd7","6",1887
"23282","2","FFd7","6",49
"23283","3","FFd7","6",0
"23284","4","FFd7","6",0
"23285","5","FFd7","6",9
"23286","6","FFd7","6",0
"23287","7","FFd7","6",0
"23288","NaN","FFd7","6",0
"23289","1","FFd8","6",2692
"23290","2","FFd8","6",180
"23291","3","FFd8","6",7
"23292","4","FFd8","6",87
"23293","5","FFd8","6",9
"23294","6","FFd8","6",0
"23295","7","FFd8","6",172
"23296","NaN","FFd8","6",0
"23297","1","FFd9","6",2162
"23298","2","FFd9","6",573
"23299","3","FFd9","6",0
"23300","4","FFd9","6",17
"23301","5","FFd9","6",9
"23302","6","FFd9","6",0
"23303","7","FFd9","6",40
"23304","NaN","FFd9","6",0
"23305","1","FFf1","6",20160
"23306","2","FFf1","6",3977
"23307","3","FFf1","6",23
"23308","4","FFf1","6",89
"23309","5","FFf1","6",328
"23310","6","FFf1","6",0
"23311","7","FFf1","6",676
"23312","NaN","FFf1","6",0
"23313","1","FFf2","6",10
"23314","2","FFf2","6",0
"23315","3","FFf2","6",0
"23316","4","FFf2","6",0
"23317","5","FFf2","6",0
"23318","6","FFf2","6",0
"23319","7","FFf2","6",0
"23320","NaN","FFf2","6",0
"23321","1","FFg1","6",0
"23322","2","FFg1","6",0
"23323","3","FFg1","6",0
"23324","4","FFg1","6",0
"23325","5","FFg1","6",0
"23326","6","FFg1","6",0
"23327","7","FFg1","6",0
"23328","NaN","FFg1","6",0
"23329","1","FFg2","6",8311
"23330","2","FFg2","6",393
"23331","3","FFg2","6",21
"23332","4","FFg2","6",43
"23333","5","FFg2","6",23
"23334","6","FFg2","6",0
"23335","7","FFg2","6",1504
"23336","NaN","FFg2","6",0
"23337","1","FFg3","6",0
"23338","2","FFg3","6",0
"23339","3","FFg3","6",0
"23340","4","FFg3","6",0
"23341","5","FFg3","6",0
"23342","6","FFg3","6",0
"23343","7","FFg3","6",0
"23344","NaN","FFg3","6",0
"23345","1","FFg4","6",792
"23346","2","FFg4","6",150
"23347","3","FFg4","6",7
"23348","4","FFg4","6",0
"23349","5","FFg4","6",16
"23350","6","FFg4","6",0
"23351","7","FFg4","6",0
"23352","NaN","FFg4","6",0
"23353","1","FFg5","6",12565
"23354","2","FFg5","6",4452
"23355","3","FFg5","6",10
"23356","4","FFg5","6",58
"23357","5","FFg5","6",159
"23358","6","FFg5","6",17
"23359","7","FFg5","6",359
"23360","NaN","FFg5","6",0
"23361","1","FFh1","6",67
"23362","2","FFh1","6",64
"23363","3","FFh1","6",1
"23364","4","FFh1","6",2
"23365","5","FFh1","6",2
"23366","6","FFh1","6",0
"23367","7","FFh1","6",65
"23368","NaN","FFh1","6",0
"23369","1","FFh10","6",14
"23370","2","FFh10","6",0
"23371","3","FFh10","6",0
"23372","4","FFh10","6",0
"23373","5","FFh10","6",0
"23374","6","FFh10","6",0
"23375","7","FFh10","6",0
"23376","NaN","FFh10","6",0
"23377","1","FFh11","6",0
"23378","2","FFh11","6",0
"23379","3","FFh11","6",0
"23380","4","FFh11","6",0
"23381","5","FFh11","6",0
"23382","6","FFh11","6",0
"23383","7","FFh11","6",0
"23384","NaN","FFh11","6",0
"23385","1","FFh2","6",0
"23386","2","FFh2","6",0
"23387","3","FFh2","6",0
"23388","4","FFh2","6",0
"23389","5","FFh2","6",0
"23390","6","FFh2","6",0
"23391","7","FFh2","6",0
"23392","NaN","FFh2","6",0
"23393","1","FFh3","6",0
"23394","2","FFh3","6",0
"23395","3","FFh3","6",0
"23396","4","FFh3","6",0
"23397","5","FFh3","6",0
"23398","6","FFh3","6",0
"23399","7","FFh3","6",0
"23400","NaN","FFh3","6",0
"23401","1","FFh4","6",4956
"23402","2","FFh4","6",1077
"23403","3","FFh4","6",18
"23404","4","FFh4","6",36
"23405","5","FFh4","6",36
"23406","6","FFh4","6",0
"23407","7","FFh4","6",826
"23408","NaN","FFh4","6",0
"23409","1","FFh5","6",523
"23410","2","FFh5","6",209
"23411","3","FFh5","6",0
"23412","4","FFh5","6",1
"23413","5","FFh5","6",0
"23414","6","FFh5","6",0
"23415","7","FFh5","6",53
"23416","NaN","FFh5","6",0
"23417","1","FFh6","6",3419
"23418","2","FFh6","6",877
"23419","3","FFh6","6",7
"23420","4","FFh6","6",15
"23421","5","FFh6","6",117
"23422","6","FFh6","6",0
"23423","7","FFh6","6",155
"23424","NaN","FFh6","6",0
"23425","1","FFh7","6",793
"23426","2","FFh7","6",129
"23427","3","FFh7","6",2
"23428","4","FFh7","6",0
"23429","5","FFh7","6",10
"23430","6","FFh7","6",0
"23431","7","FFh7","6",14
"23432","NaN","FFh7","6",0
"23433","1","FFh8","6",64
"23434","2","FFh8","6",3
"23435","3","FFh8","6",0
"23436","4","FFh8","6",0
"23437","5","FFh8","6",0
"23438","6","FFh8","6",0
"23439","7","FFh8","6",7
"23440","NaN","FFh8","6",0
"23441","1","FFh9","6",24811
"23442","2","FFh9","6",3921
"23443","3","FFh9","6",76
"23444","4","FFh9","6",58
"23445","5","FFh9","6",303
"23446","6","FFh9","6",0
"23447","7","FFh9","6",2892
"23448","NaN","FFh9","6",0
"23449","1","FFl1","6",8858
"23450","2","FFl1","6",806
"23451","3","FFl1","6",0
"23452","4","FFl1","6",35
"23453","5","FFl1","6",10
"23454","6","FFl1","6",0
"23455","7","FFl1","6",0
"23456","NaN","FFl1","6",0
"23457","1","FFl2","6",1888
"23458","2","FFl2","6",9
"23459","3","FFl2","6",0
"23460","4","FFl2","6",0
"23461","5","FFl2","6",0
"23462","6","FFl2","6",0
"23463","7","FFl2","6",0
"23464","NaN","FFl2","6",0
"23465","1","FFl3","6",478
"23466","2","FFl3","6",125
"23467","3","FFl3","6",0
"23468","4","FFl3","6",0
"23469","5","FFl3","6",1
"23470","6","FFl3","6",0
"23471","7","FFl3","6",0
"23472","NaN","FFl3","6",0
"23473","1","FFq1","6",0
"23474","2","FFq1","6",0
"23475","3","FFq1","6",0
"23476","4","FFq1","6",0
"23477","5","FFq1","6",0
"23478","6","FFq1","6",0
"23479","7","FFq1","6",0
"23480","NaN","FFq1","6",0
"23481","1","FFq2","6",39
"23482","2","FFq2","6",0
"23483","3","FFq2","6",0
"23484","4","FFq2","6",0
"23485","5","FFq2","6",0
"23486","6","FFq2","6",0
"23487","7","FFq2","6",0
"23488","NaN","FFq2","6",0
"23489","1","FFq3","6",0
"23490","2","FFq3","6",0
"23491","3","FFq3","6",0
"23492","4","FFq3","6",0
"23493","5","FFq3","6",0
"23494","6","FFq3","6",0
"23495","7","FFq3","6",0
"23496","NaN","FFq3","6",0
"23497","1","FFq4","6",16
"23498","2","FFq4","6",0
"23499","3","FFq4","6",0
"23500","4","FFq4","6",0
"23501","5","FFq4","6",0
"23502","6","FFq4","6",0
"23503","7","FFq4","6",0
"23504","NaN","FFq4","6",0
"23505","1","FFq5","6",0
"23506","2","FFq5","6",0
"23507","3","FFq5","6",0
"23508","4","FFq5","6",0
"23509","5","FFq5","6",0
"23510","6","FFq5","6",0
"23511","7","FFq5","6",0
"23512","NaN","FFq5","6",0
"23513","1","FFq6","6",138
"23514","2","FFq6","6",1
"23515","3","FFq6","6",0
"23516","4","FFq6","6",0
"23517","5","FFq6","6",0
"23518","6","FFq6","6",0
"23519","7","FFq6","6",0
"23520","NaN","FFq6","6",0
"23521","1","FFs1","6",7627
"23522","2","FFs1","6",1179
"23523","3","FFs1","6",0
"23524","4","FFs1","6",0
"23525","5","FFs1","6",111
"23526","6","FFs1","6",0
"23527","7","FFs1","6",121
"23528","NaN","FFs1","6",0
"23529","1","FFs10","6",2712
"23530","2","FFs10","6",263
"23531","3","FFs10","6",0
"23532","4","FFs10","6",14
"23533","5","FFs10","6",5
"23534","6","FFs10","6",0
"23535","7","FFs10","6",368
"23536","NaN","FFs10","6",0
"23537","1","FFs11","6",4626
"23538","2","FFs11","6",758
"23539","3","FFs11","6",27
"23540","4","FFs11","6",10
"23541","5","FFs11","6",48
"23542","6","FFs11","6",0
"23543","7","FFs11","6",2046
"23544","NaN","FFs11","6",0
"23545","1","FFs12","6",26674
"23546","2","FFs12","6",1918
"23547","3","FFs12","6",11
"23548","4","FFs12","6",91
"23549","5","FFs12","6",79
"23550","6","FFs12","6",9
"23551","7","FFs12","6",24
"23552","NaN","FFs12","6",0
"23553","1","FFs13","6",129
"23554","2","FFs13","6",31
"23555","3","FFs13","6",0
"23556","4","FFs13","6",0
"23557","5","FFs13","6",2
"23558","6","FFs13","6",0
"23559","7","FFs13","6",0
"23560","NaN","FFs13","6",0
"23561","1","FFs14","6",4857
"23562","2","FFs14","6",65
"23563","3","FFs14","6",0
"23564","4","FFs14","6",14
"23565","5","FFs14","6",5
"23566","6","FFs14","6",0
"23567","7","FFs14","6",116
"23568","NaN","FFs14","6",0
"23569","1","FFs15","6",2444
"23570","2","FFs15","6",192
"23571","3","FFs15","6",0
"23572","4","FFs15","6",8
"23573","5","FFs15","6",23
"23574","6","FFs15","6",0
"23575","7","FFs15","6",18
"23576","NaN","FFs15","6",0
"23577","1","FFs16","6",32094
"23578","2","FFs16","6",1594
"23579","3","FFs16","6",5
"23580","4","FFs16","6",7
"23581","5","FFs16","6",41
"23582","6","FFs16","6",1
"23583","7","FFs16","6",4591
"23584","NaN","FFs16","6",0
"23585","1","FFs17","6",1072
"23586","2","FFs17","6",23
"23587","3","FFs17","6",0
"23588","4","FFs17","6",0
"23589","5","FFs17","6",0
"23590","6","FFs17","6",0
"23591","7","FFs17","6",26
"23592","NaN","FFs17","6",0
"23593","1","FFs18","6",20331
"23594","2","FFs18","6",685
"23595","3","FFs18","6",1
"23596","4","FFs18","6",6
"23597","5","FFs18","6",52
"23598","6","FFs18","6",0
"23599","7","FFs18","6",202
"23600","NaN","FFs18","6",0
"23601","1","FFs19","6",30327
"23602","2","FFs19","6",5140
"23603","3","FFs19","6",1
"23604","4","FFs19","6",6
"23605","5","FFs19","6",35
"23606","6","FFs19","6",1
"23607","7","FFs19","6",14417
"23608","NaN","FFs19","6",0
"23609","1","FFs2","6",4136
"23610","2","FFs2","6",177
"23611","3","FFs2","6",0
"23612","4","FFs2","6",3
"23613","5","FFs2","6",19
"23614","6","FFs2","6",0
"23615","7","FFs2","6",3
"23616","NaN","FFs2","6",0
"23617","1","FFs20","6",36303
"23618","2","FFs20","6",6079
"23619","3","FFs20","6",148
"23620","4","FFs20","6",51
"23621","5","FFs20","6",419
"23622","6","FFs20","6",0
"23623","7","FFs20","6",1509
"23624","NaN","FFs20","6",0
"23625","1","FFs21","6",0
"23626","2","FFs21","6",0
"23627","3","FFs21","6",0
"23628","4","FFs21","6",0
"23629","5","FFs21","6",0
"23630","6","FFs21","6",0
"23631","7","FFs21","6",0
"23632","NaN","FFs21","6",0
"23633","1","FFs22","6",0
"23634","2","FFs22","6",0
"23635","3","FFs22","6",0
"23636","4","FFs22","6",0
"23637","5","FFs22","6",0
"23638","6","FFs22","6",0
"23639","7","FFs22","6",0
"23640","NaN","FFs22","6",0
"23641","1","FFs23","6",0
"23642","2","FFs23","6",0
"23643","3","FFs23","6",0
"23644","4","FFs23","6",0
"23645","5","FFs23","6",0
"23646","6","FFs23","6",0
"23647","7","FFs23","6",0
"23648","NaN","FFs23","6",0
"23649","1","FFs24","6",252
"23650","2","FFs24","6",0
"23651","3","FFs24","6",0
"23652","4","FFs24","6",0
"23653","5","FFs24","6",0
"23654","6","FFs24","6",0
"23655","7","FFs24","6",0
"23656","NaN","FFs24","6",0
"23657","1","FFs25","6",0
"23658","2","FFs25","6",0
"23659","3","FFs25","6",0
"23660","4","FFs25","6",0
"23661","5","FFs25","6",0
"23662","6","FFs25","6",0
"23663","7","FFs25","6",0
"23664","NaN","FFs25","6",0
"23665","1","FFs26","6",0
"23666","2","FFs26","6",0
"23667","3","FFs26","6",0
"23668","4","FFs26","6",0
"23669","5","FFs26","6",0
"23670","6","FFs26","6",0
"23671","7","FFs26","6",0
"23672","NaN","FFs26","6",0
"23673","1","FFs27","6",1917
"23674","2","FFs27","6",68
"23675","3","FFs27","6",0
"23676","4","FFs27","6",0
"23677","5","FFs27","6",22
"23678","6","FFs27","6",0
"23679","7","FFs27","6",79
"23680","NaN","FFs27","6",0
"23681","1","FFs28","6",7135
"23682","2","FFs28","6",866
"23683","3","FFs28","6",1
"23684","4","FFs28","6",54
"23685","5","FFs28","6",55
"23686","6","FFs28","6",0
"23687","7","FFs28","6",33
"23688","NaN","FFs28","6",0
"23689","1","FFs29","6",2390
"23690","2","FFs29","6",1531
"23691","3","FFs29","6",0
"23692","4","FFs29","6",134
"23693","5","FFs29","6",8
"23694","6","FFs29","6",0
"23695","7","FFs29","6",213
"23696","NaN","FFs29","6",0
"23697","1","FFs3","6",599
"23698","2","FFs3","6",0
"23699","3","FFs3","6",0
"23700","4","FFs3","6",0
"23701","5","FFs3","6",0
"23702","6","FFs3","6",0
"23703","7","FFs3","6",0
"23704","NaN","FFs3","6",0
"23705","1","FFs30","6",0
"23706","2","FFs30","6",0
"23707","3","FFs30","6",0
"23708","4","FFs30","6",0
"23709","5","FFs30","6",0
"23710","6","FFs30","6",0
"23711","7","FFs30","6",0
"23712","NaN","FFs30","6",0
"23713","1","FFs31","6",0
"23714","2","FFs31","6",0
"23715","3","FFs31","6",0
"23716","4","FFs31","6",0
"23717","5","FFs31","6",0
"23718","6","FFs31","6",0
"23719","7","FFs31","6",0
"23720","NaN","FFs31","6",0
"23721","1","FFs32","6",18
"23722","2","FFs32","6",19
"23723","3","FFs32","6",0
"23724","4","FFs32","6",0
"23725","5","FFs32","6",0
"23726","6","FFs32","6",0
"23727","7","FFs32","6",0
"23728","NaN","FFs32","6",0
"23729","1","FFs4","6",5920
"23730","2","FFs4","6",284
"23731","3","FFs4","6",0
"23732","4","FFs4","6",21
"23733","5","FFs4","6",38
"23734","6","FFs4","6",0
"23735","7","FFs4","6",367
"23736","NaN","FFs4","6",0
"23737","1","FFs5","6",3858
"23738","2","FFs5","6",518
"23739","3","FFs5","6",1
"23740","4","FFs5","6",9
"23741","5","FFs5","6",41
"23742","6","FFs5","6",0
"23743","7","FFs5","6",0
"23744","NaN","FFs5","6",0
"23745","1","FFs6","6",1622
"23746","2","FFs6","6",225
"23747","3","FFs6","6",0
"23748","4","FFs6","6",13
"23749","5","FFs6","6",56
"23750","6","FFs6","6",0
"23751","7","FFs6","6",1
"23752","NaN","FFs6","6",0
"23753","1","FFs7","6",266
"23754","2","FFs7","6",5
"23755","3","FFs7","6",0
"23756","4","FFs7","6",0
"23757","5","FFs7","6",0
"23758","6","FFs7","6",0
"23759","7","FFs7","6",0
"23760","NaN","FFs7","6",0
"23761","1","FFs8","6",1697
"23762","2","FFs8","6",56
"23763","3","FFs8","6",0
"23764","4","FFs8","6",0
"23765","5","FFs8","6",0
"23766","6","FFs8","6",0
"23767","7","FFs8","6",0
"23768","NaN","FFs8","6",0
"23769","1","FFs9","6",0
"23770","2","FFs9","6",0
"23771","3","FFs9","6",0
"23772","4","FFs9","6",0
"23773","5","FFs9","6",0
"23774","6","FFs9","6",0
"23775","7","FFs9","6",0
"23776","NaN","FFs9","6",0
"23777","1","FFt1","6",134
"23778","2","FFt1","6",1
"23779","3","FFt1","6",2
"23780","4","FFt1","6",0
"23781","5","FFt1","6",0
"23782","6","FFt1","6",0
"23783","7","FFt1","6",0
"23784","NaN","FFt1","6",0
"23785","1","FFt2","6",11
"23786","2","FFt2","6",0
"23787","3","FFt2","6",0
"23788","4","FFt2","6",0
"23789","5","FFt2","6",0
"23790","6","FFt2","6",0
"23791","7","FFt2","6",0
"23792","NaN","FFt2","6",0
"23793","1","FOa1","6",9
"23794","2","FOa1","6",0
"23795","3","FOa1","6",0
"23796","4","FOa1","6",0
"23797","5","FOa1","6",0
"23798","6","FOa1","6",0
"23799","7","FOa1","6",0
"23800","NaN","FOa1","6",0
"23801","1","FOa2","6",7
"23802","2","FOa2","6",17
"23803","3","FOa2","6",0
"23804","4","FOa2","6",0
"23805","5","FOa2","6",0
"23806","6","FOa2","6",0
"23807","7","FOa2","6",1
"23808","NaN","FOa2","6",0
"23809","1","FOa3","6",0
"23810","2","FOa3","6",0
"23811","3","FOa3","6",0
"23812","4","FOa3","6",0
"23813","5","FOa3","6",0
"23814","6","FOa3","6",0
"23815","7","FOa3","6",0
"23816","NaN","FOa3","6",0
"23817","1","FOz1","6",730
"23818","2","FOz1","6",98
"23819","3","FOz1","6",0
"23820","4","FOz1","6",0
"23821","5","FOz1","6",4
"23822","6","FOz1","6",0
"23823","7","FOz1","6",148
"23824","NaN","FOz1","6",0
"23825","1","FOz2","6",213
"23826","2","FOz2","6",4
"23827","3","FOz2","6",0
"23828","4","FOz2","6",0
"23829","5","FOz2","6",0
"23830","6","FOz2","6",0
"23831","7","FOz2","6",0
"23832","NaN","FOz2","6",0
"23833","1","FOz3","6",772
"23834","2","FOz3","6",127
"23835","3","FOz3","6",0
"23836","4","FOz3","6",0
"23837","5","FOz3","6",0
"23838","6","FOz3","6",0
"23839","7","FOz3","6",20
"23840","NaN","FOz3","6",0
"23841","1","FOz4","6",29
"23842","2","FOz4","6",84
"23843","3","FOz4","6",0
"23844","4","FOz4","6",0
"23845","5","FOz4","6",0
"23846","6","FOz4","6",0
"23847","7","FOz4","6",4
"23848","NaN","FOz4","6",0
"23849","1","FOz5","6",474
"23850","2","FOz5","6",206
"23851","3","FOz5","6",0
"23852","4","FOz5","6",1
"23853","5","FOz5","6",0
"23854","6","FOz5","6",0
"23855","7","FOz5","6",22
"23856","NaN","FOz5","6",0
"23857","1","FOz6","6",13
"23858","2","FOz6","6",0
"23859","3","FOz6","6",0
"23860","4","FOz6","6",0
"23861","5","FOz6","6",0
"23862","6","FOz6","6",0
"23863","7","FOz6","6",0
"23864","NaN","FOz6","6",0
"23865","1","FOz7","6",127
"23866","2","FOz7","6",61
"23867","3","FOz7","6",0
"23868","4","FOz7","6",0
"23869","5","FOz7","6",0
"23870","6","FOz7","6",0
"23871","7","FOz7","6",12
"23872","NaN","FOz7","6",0
"23873","1","FOz8","6",0
"23874","2","FOz8","6",0
"23875","3","FOz8","6",0
"23876","4","FOz8","6",0
"23877","5","FOz8","6",0
"23878","6","FOz8","6",0
"23879","7","FOz8","6",0
"23880","NaN","FOz8","6",0
"23881","1","FOz9","6",0
"23882","2","FOz9","6",0
"23883","3","FOz9","6",0
"23884","4","FOz9","6",0
"23885","5","FOz9","6",0
"23886","6","FOz9","6",0
"23887","7","FOz9","6",0
"23888","NaN","FOz9","6",0
"23889","1","FRa1","6",8662
"23890","2","FRa1","6",851
"23891","3","FRa1","6",4
"23892","4","FRa1","6",34
"23893","5","FRa1","6",128
"23894","6","FRa1","6",1
"23895","7","FRa1","6",84
"23896","NaN","FRa1","6",0
"23897","1","FRa2","6",615
"23898","2","FRa2","6",26
"23899","3","FRa2","6",0
"23900","4","FRa2","6",11
"23901","5","FRa2","6",1
"23902","6","FRa2","6",0
"23903","7","FRa2","6",0
"23904","NaN","FRa2","6",0
"23905","1","FRc1","6",469
"23906","2","FRc1","6",279
"23907","3","FRc1","6",0
"23908","4","FRc1","6",29
"23909","5","FRc1","6",4
"23910","6","FRc1","6",0
"23911","7","FRc1","6",3
"23912","NaN","FRc1","6",0
"23913","1","FRc2","6",455
"23914","2","FRc2","6",213
"23915","3","FRc2","6",0
"23916","4","FRc2","6",17
"23917","5","FRc2","6",17
"23918","6","FRc2","6",0
"23919","7","FRc2","6",570
"23920","NaN","FRc2","6",0
"23921","1","FRd1","6",0
"23922","2","FRd1","6",0
"23923","3","FRd1","6",0
"23924","4","FRd1","6",0
"23925","5","FRd1","6",0
"23926","6","FRd1","6",0
"23927","7","FRd1","6",0
"23928","NaN","FRd1","6",0
"23929","1","FRd2","6",0
"23930","2","FRd2","6",0
"23931","3","FRd2","6",0
"23932","4","FRd2","6",0
"23933","5","FRd2","6",0
"23934","6","FRd2","6",0
"23935","7","FRd2","6",0
"23936","NaN","FRd2","6",0
"23937","1","FRg1","6",0
"23938","2","FRg1","6",0
"23939","3","FRg1","6",0
"23940","4","FRg1","6",0
"23941","5","FRg1","6",0
"23942","6","FRg1","6",0
"23943","7","FRg1","6",0
"23944","NaN","FRg1","6",0
"23945","1","FRg2","6",6660
"23946","2","FRg2","6",3345
"23947","3","FRg2","6",39
"23948","4","FRg2","6",458
"23949","5","FRg2","6",227
"23950","6","FRg2","6",0
"23951","7","FRg2","6",1410
"23952","NaN","FRg2","6",0
"23953","1","FRg3","6",0
"23954","2","FRg3","6",0
"23955","3","FRg3","6",0
"23956","4","FRg3","6",0
"23957","5","FRg3","6",0
"23958","6","FRg3","6",0
"23959","7","FRg3","6",0
"23960","NaN","FRg3","6",0
"23961","1","FRl1","6",3591
"23962","2","FRl1","6",83
"23963","3","FRl1","6",0
"23964","4","FRl1","6",1
"23965","5","FRl1","6",3
"23966","6","FRl1","6",0
"23967","7","FRl1","6",0
"23968","NaN","FRl1","6",0
"23969","1","FRs1","6",0
"23970","2","FRs1","6",0
"23971","3","FRs1","6",0
"23972","4","FRs1","6",0
"23973","5","FRs1","6",0
"23974","6","FRs1","6",0
"23975","7","FRs1","6",0
"23976","NaN","FRs1","6",0
"23977","1","FRs10","6",0
"23978","2","FRs10","6",0
"23979","3","FRs10","6",0
"23980","4","FRs10","6",0
"23981","5","FRs10","6",0
"23982","6","FRs10","6",0
"23983","7","FRs10","6",0
"23984","NaN","FRs10","6",0
"23985","1","FRs11","6",2561
"23986","2","FRs11","6",818
"23987","3","FRs11","6",4
"23988","4","FRs11","6",49
"23989","5","FRs11","6",62
"23990","6","FRs11","6",0
"23991","7","FRs11","6",148
"23992","NaN","FRs11","6",0
"23993","1","FRs12","6",1627
"23994","2","FRs12","6",150
"23995","3","FRs12","6",1
"23996","4","FRs12","6",5
"23997","5","FRs12","6",38
"23998","6","FRs12","6",0
"23999","7","FRs12","6",173
"24000","NaN","FRs12","6",0
"24001","1","FRs13","6",5364
"24002","2","FRs13","6",2312
"24003","3","FRs13","6",28
"24004","4","FRs13","6",57
"24005","5","FRs13","6",490
"24006","6","FRs13","6",1
"24007","7","FRs13","6",365
"24008","NaN","FRs13","6",0
"24009","1","FRs14","6",10870
"24010","2","FRs14","6",2191
"24011","3","FRs14","6",1
"24012","4","FRs14","6",23
"24013","5","FRs14","6",5
"24014","6","FRs14","6",0
"24015","7","FRs14","6",50
"24016","NaN","FRs14","6",0
"24017","1","FRs15","6",0
"24018","2","FRs15","6",0
"24019","3","FRs15","6",0
"24020","4","FRs15","6",0
"24021","5","FRs15","6",0
"24022","6","FRs15","6",0
"24023","7","FRs15","6",0
"24024","NaN","FRs15","6",0
"24025","1","FRs16","6",78
"24026","2","FRs16","6",1
"24027","3","FRs16","6",0
"24028","4","FRs16","6",0
"24029","5","FRs16","6",10
"24030","6","FRs16","6",0
"24031","7","FRs16","6",0
"24032","NaN","FRs16","6",0
"24033","1","FRs17","6",1329
"24034","2","FRs17","6",319
"24035","3","FRs17","6",1
"24036","4","FRs17","6",27
"24037","5","FRs17","6",89
"24038","6","FRs17","6",0
"24039","7","FRs17","6",205
"24040","NaN","FRs17","6",0
"24041","1","FRs18","6",0
"24042","2","FRs18","6",0
"24043","3","FRs18","6",0
"24044","4","FRs18","6",0
"24045","5","FRs18","6",0
"24046","6","FRs18","6",0
"24047","7","FRs18","6",0
"24048","NaN","FRs18","6",0
"24049","1","FRs19","6",2317
"24050","2","FRs19","6",581
"24051","3","FRs19","6",1
"24052","4","FRs19","6",8
"24053","5","FRs19","6",14
"24054","6","FRs19","6",0
"24055","7","FRs19","6",0
"24056","NaN","FRs19","6",0
"24057","1","FRs2","6",0
"24058","2","FRs2","6",0
"24059","3","FRs2","6",0
"24060","4","FRs2","6",0
"24061","5","FRs2","6",0
"24062","6","FRs2","6",0
"24063","7","FRs2","6",0
"24064","NaN","FRs2","6",0
"24065","1","FRs20","6",0
"24066","2","FRs20","6",0
"24067","3","FRs20","6",0
"24068","4","FRs20","6",0
"24069","5","FRs20","6",0
"24070","6","FRs20","6",0
"24071","7","FRs20","6",0
"24072","NaN","FRs20","6",0
"24073","1","FRs3","6",0
"24074","2","FRs3","6",0
"24075","3","FRs3","6",0
"24076","4","FRs3","6",0
"24077","5","FRs3","6",0
"24078","6","FRs3","6",0
"24079","7","FRs3","6",0
"24080","NaN","FRs3","6",0
"24081","1","FRs4","6",709
"24082","2","FRs4","6",80
"24083","3","FRs4","6",2
"24084","4","FRs4","6",10
"24085","5","FRs4","6",1
"24086","6","FRs4","6",0
"24087","7","FRs4","6",0
"24088","NaN","FRs4","6",0
"24089","1","FRs5","6",0
"24090","2","FRs5","6",0
"24091","3","FRs5","6",0
"24092","4","FRs5","6",0
"24093","5","FRs5","6",0
"24094","6","FRs5","6",0
"24095","7","FRs5","6",0
"24096","NaN","FRs5","6",0
"24097","1","FRs6","6",41
"24098","2","FRs6","6",11
"24099","3","FRs6","6",2
"24100","4","FRs6","6",0
"24101","5","FRs6","6",4
"24102","6","FRs6","6",0
"24103","7","FRs6","6",0
"24104","NaN","FRs6","6",0
"24105","1","FRs7","6",1364
"24106","2","FRs7","6",338
"24107","3","FRs7","6",2
"24108","4","FRs7","6",33
"24109","5","FRs7","6",76
"24110","6","FRs7","6",0
"24111","7","FRs7","6",0
"24112","NaN","FRs7","6",0
"24113","1","FRs8","6",1704
"24114","2","FRs8","6",1620
"24115","3","FRs8","6",2
"24116","4","FRs8","6",29
"24117","5","FRs8","6",8
"24118","6","FRs8","6",0
"24119","7","FRs8","6",1595
"24120","NaN","FRs8","6",0
"24121","1","FRs9","6",12057
"24122","2","FRs9","6",6977
"24123","3","FRs9","6",101
"24124","4","FRs9","6",293
"24125","5","FRs9","6",445
"24126","6","FRs9","6",94
"24127","7","FRs9","6",1470
"24128","NaN","FRs9","6",0
"24129","1","FS1","6",1660
"24130","2","FS1","6",659
"24131","3","FS1","6",0
"24132","4","FS1","6",42
"24133","5","FS1","6",39
"24134","6","FS1","6",0
"24135","7","FS1","6",15
"24136","NaN","FS1","6",0
"24137","1","FS10","6",2352
"24138","2","FS10","6",27
"24139","3","FS10","6",0
"24140","4","FS10","6",0
"24141","5","FS10","6",0
"24142","6","FS10","6",2
"24143","7","FS10","6",0
"24144","NaN","FS10","6",0
"24145","1","FS11","6",0
"24146","2","FS11","6",0
"24147","3","FS11","6",0
"24148","4","FS11","6",0
"24149","5","FS11","6",0
"24150","6","FS11","6",0
"24151","7","FS11","6",0
"24152","NaN","FS11","6",0
"24153","1","FS12","6",15
"24154","2","FS12","6",0
"24155","3","FS12","6",0
"24156","4","FS12","6",0
"24157","5","FS12","6",0
"24158","6","FS12","6",0
"24159","7","FS12","6",0
"24160","NaN","FS12","6",0
"24161","1","FS13","6",101
"24162","2","FS13","6",0
"24163","3","FS13","6",0
"24164","4","FS13","6",0
"24165","5","FS13","6",0
"24166","6","FS13","6",0
"24167","7","FS13","6",0
"24168","NaN","FS13","6",0
"24169","1","FS14","6",1412
"24170","2","FS14","6",0
