"","nlc2022_7class","T_MAPCODE","sum","n"
"43198","6","Gm14","NaN",0
"43199","7","Gm14","NaN",0
"43200","NaN","Gm14","NaN",0
"43201","1","Gm15","NaN",0
"43202","2","Gm15","NaN",0
"43203","3","Gm15","NaN",0
"43204","4","Gm15","NaN",0
"43205","5","Gm15","NaN",0
"43206","6","Gm15","NaN",0
"43207","7","Gm15","NaN",0
"43208","NaN","Gm15","NaN",0
"43209","1","Gm16","NaN",0
"43210","2","Gm16","NaN",0
"43211","3","Gm16","NaN",0
"43212","4","Gm16","NaN",0
"43213","5","Gm16","NaN",0
"43214","6","Gm16","NaN",0
"43215","7","Gm16","NaN",0
"43216","NaN","Gm16","NaN",0
"43217","1","Gm17","NaN",0
"43218","2","Gm17","NaN",0
"43219","3","Gm17","NaN",0
"43220","4","Gm17","NaN",0
"43221","5","Gm17","NaN",0
"43222","6","Gm17","NaN",0
"43223","7","Gm17","NaN",0
"43224","NaN","Gm17","NaN",0
"43225","1","Gm19","NaN",0
"43226","2","Gm19","NaN",0
"43227","3","Gm19","NaN",0
"43228","4","Gm19","NaN",0
"43229","5","Gm19","NaN",0
"43230","6","Gm19","NaN",0
"43231","7","Gm19","NaN",0
"43232","NaN","Gm19","NaN",0
"43233","1","Gm2","NaN",0
"43234","2","Gm2","NaN",0
"43235","3","Gm2","NaN",0
"43236","4","Gm2","NaN",0
"43237","5","Gm2","NaN",0
"43238","6","Gm2","NaN",0
"43239","7","Gm2","NaN",0
"43240","NaN","Gm2","NaN",0
"43241","1","Gm20","NaN",0
"43242","2","Gm20","NaN",0
"43243","3","Gm20","NaN",0
"43244","4","Gm20","NaN",0
"43245","5","Gm20","NaN",0
"43246","6","Gm20","NaN",0
"43247","7","Gm20","NaN",0
"43248","NaN","Gm20","NaN",0
"43249","1","Gm21","NaN",0
"43250","2","Gm21","NaN",0
"43251","3","Gm21","NaN",0
"43252","4","Gm21","NaN",0
"43253","5","Gm21","NaN",0
"43254","6","Gm21","NaN",0
"43255","7","Gm21","NaN",0
"43256","NaN","Gm21","NaN",0
"43257","1","Gm22","NaN",0
"43258","2","Gm22","NaN",0
"43259","3","Gm22","NaN",0
"43260","4","Gm22","NaN",0
"43261","5","Gm22","NaN",0
"43262","6","Gm22","NaN",0
"43263","7","Gm22","NaN",0
"43264","NaN","Gm22","NaN",0
"43265","1","Gm23","NaN",0
"43266","2","Gm23","NaN",0
"43267","3","Gm23","NaN",0
"43268","4","Gm23","NaN",0
"43269","5","Gm23","NaN",0
"43270","6","Gm23","NaN",0
"43271","7","Gm23","NaN",0
"43272","NaN","Gm23","NaN",0
"43273","1","Gm24","NaN",0
"43274","2","Gm24","NaN",0
"43275","3","Gm24","NaN",0
"43276","4","Gm24","NaN",0
"43277","5","Gm24","NaN",0
"43278","6","Gm24","NaN",0
"43279","7","Gm24","NaN",0
"43280","NaN","Gm24","NaN",0
"43281","1","Gm25","NaN",0
"43282","2","Gm25","NaN",0
"43283","3","Gm25","NaN",0
"43284","4","Gm25","NaN",0
"43285","5","Gm25","NaN",0
"43286","6","Gm25","NaN",0
"43287","7","Gm25","NaN",0
"43288","NaN","Gm25","NaN",0
"43289","1","Gm26","NaN",0
"43290","2","Gm26","NaN",0
"43291","3","Gm26","NaN",0
"43292","4","Gm26","NaN",0
"43293","5","Gm26","NaN",0
"43294","6","Gm26","NaN",0
"43295","7","Gm26","NaN",0
"43296","NaN","Gm26","NaN",0
"43297","1","Gm27","NaN",0
"43298","2","Gm27","NaN",0
"43299","3","Gm27","NaN",0
"43300","4","Gm27","NaN",0
"43301","5","Gm27","NaN",0
"43302","6","Gm27","NaN",0
"43303","7","Gm27","NaN",0
"43304","NaN","Gm27","NaN",0
"43305","1","Gm28","NaN",0
"43306","2","Gm28","NaN",0
"43307","3","Gm28","NaN",0
"43308","4","Gm28","NaN",0
"43309","5","Gm28","NaN",0
"43310","6","Gm28","NaN",0
"43311","7","Gm28","NaN",0
"43312","NaN","Gm28","NaN",0
"43313","1","Gm29","NaN",0
"43314","2","Gm29","NaN",0
"43315","3","Gm29","NaN",0
"43316","4","Gm29","NaN",0
"43317","5","Gm29","NaN",0
"43318","6","Gm29","NaN",0
"43319","7","Gm29","NaN",0
"43320","NaN","Gm29","NaN",0
"43321","1","Gm3","NaN",0
"43322","2","Gm3","NaN",0
"43323","3","Gm3","NaN",0
"43324","4","Gm3","NaN",0
"43325","5","Gm3","NaN",0
"43326","6","Gm3","NaN",0
"43327","7","Gm3","NaN",0
"43328","NaN","Gm3","NaN",0
"43329","1","Gm30","NaN",0
"43330","2","Gm30","NaN",0
"43331","3","Gm30","NaN",0
"43332","4","Gm30","NaN",0
"43333","5","Gm30","NaN",0
"43334","6","Gm30","NaN",0
"43335","7","Gm30","NaN",0
"43336","NaN","Gm30","NaN",0
"43337","1","Gm31","NaN",0
"43338","2","Gm31","NaN",0
"43339","3","Gm31","NaN",0
"43340","4","Gm31","NaN",0
"43341","5","Gm31","NaN",0
"43342","6","Gm31","NaN",0
"43343","7","Gm31","NaN",0
"43344","NaN","Gm31","NaN",0
"43345","1","Gm4","NaN",0
"43346","2","Gm4","NaN",0
"43347","3","Gm4","NaN",0
"43348","4","Gm4","NaN",0
"43349","5","Gm4","NaN",0
"43350","6","Gm4","NaN",0
"43351","7","Gm4","NaN",0
"43352","NaN","Gm4","NaN",0
"43353","1","Gm5","NaN",0
"43354","2","Gm5","NaN",0
"43355","3","Gm5","NaN",0
"43356","4","Gm5","NaN",0
"43357","5","Gm5","NaN",0
"43358","6","Gm5","NaN",0
"43359","7","Gm5","NaN",0
"43360","NaN","Gm5","NaN",0
"43361","1","Gm6","NaN",0
"43362","2","Gm6","NaN",0
"43363","3","Gm6","NaN",0
"43364","4","Gm6","NaN",0
"43365","5","Gm6","NaN",0
"43366","6","Gm6","NaN",0
"43367","7","Gm6","NaN",0
"43368","NaN","Gm6","NaN",0
"43369","1","Gm7","NaN",0
"43370","2","Gm7","NaN",0
"43371","3","Gm7","NaN",0
"43372","4","Gm7","NaN",0
"43373","5","Gm7","NaN",0
"43374","6","Gm7","NaN",0
"43375","7","Gm7","NaN",0
"43376","NaN","Gm7","NaN",0
"43377","1","Gm8","NaN",0
"43378","2","Gm8","NaN",0
"43379","3","Gm8","NaN",0
"43380","4","Gm8","NaN",0
"43381","5","Gm8","NaN",0
"43382","6","Gm8","NaN",0
"43383","7","Gm8","NaN",0
"43384","NaN","Gm8","NaN",0
"43385","1","Gm9","NaN",0
"43386","2","Gm9","NaN",0
"43387","3","Gm9","NaN",0
"43388","4","Gm9","NaN",0
"43389","5","Gm9","NaN",0
"43390","6","Gm9","NaN",0
"43391","7","Gm9","NaN",0
"43392","NaN","Gm9","NaN",0
"43393","1","Gs1","NaN",0
"43394","2","Gs1","NaN",0
"43395","3","Gs1","NaN",0
"43396","4","Gs1","NaN",0
"43397","5","Gs1","NaN",0
"43398","6","Gs1","NaN",0
"43399","7","Gs1","NaN",0
"43400","NaN","Gs1","NaN",0
"43401","1","Gs10","NaN",0
"43402","2","Gs10","NaN",0
"43403","3","Gs10","NaN",0
"43404","4","Gs10","NaN",0
"43405","5","Gs10","NaN",0
"43406","6","Gs10","NaN",0
"43407","7","Gs10","NaN",0
"43408","NaN","Gs10","NaN",0
"43409","1","Gs11","NaN",0
"43410","2","Gs11","NaN",0
"43411","3","Gs11","NaN",0
"43412","4","Gs11","NaN",0
"43413","5","Gs11","NaN",0
"43414","6","Gs11","NaN",0
"43415","7","Gs11","NaN",0
"43416","NaN","Gs11","NaN",0
"43417","1","Gs12","NaN",0
"43418","2","Gs12","NaN",0
"43419","3","Gs12","NaN",0
"43420","4","Gs12","NaN",0
"43421","5","Gs12","NaN",0
"43422","6","Gs12","NaN",0
"43423","7","Gs12","NaN",0
"43424","NaN","Gs12","NaN",0
"43425","1","Gs13","NaN",0
"43426","2","Gs13","NaN",0
"43427","3","Gs13","NaN",0
"43428","4","Gs13","NaN",0
"43429","5","Gs13","NaN",0
"43430","6","Gs13","NaN",0
"43431","7","Gs13","NaN",0
"43432","NaN","Gs13","NaN",0
"43433","1","Gs14","NaN",0
"43434","2","Gs14","NaN",0
"43435","3","Gs14","NaN",0
"43436","4","Gs14","NaN",0
"43437","5","Gs14","NaN",0
"43438","6","Gs14","NaN",0
"43439","7","Gs14","NaN",0
"43440","NaN","Gs14","NaN",0
"43441","1","Gs15","NaN",0
"43442","2","Gs15","NaN",0
"43443","3","Gs15","NaN",0
"43444","4","Gs15","NaN",0
"43445","5","Gs15","NaN",0
"43446","6","Gs15","NaN",0
"43447","7","Gs15","NaN",0
"43448","NaN","Gs15","NaN",0
"43449","1","Gs16","NaN",0
"43450","2","Gs16","NaN",0
"43451","3","Gs16","NaN",0
"43452","4","Gs16","NaN",0
"43453","5","Gs16","NaN",0
"43454","6","Gs16","NaN",0
"43455","7","Gs16","NaN",0
"43456","NaN","Gs16","NaN",0
"43457","1","Gs17","NaN",0
"43458","2","Gs17","NaN",0
"43459","3","Gs17","NaN",0
"43460","4","Gs17","NaN",0
"43461","5","Gs17","NaN",0
"43462","6","Gs17","NaN",0
"43463","7","Gs17","NaN",0
"43464","NaN","Gs17","NaN",0
"43465","1","Gs18","NaN",0
"43466","2","Gs18","NaN",0
"43467","3","Gs18","NaN",0
"43468","4","Gs18","NaN",0
"43469","5","Gs18","NaN",0
"43470","6","Gs18","NaN",0
"43471","7","Gs18","NaN",0
"43472","NaN","Gs18","NaN",0
"43473","1","Gs19","NaN",0
"43474","2","Gs19","NaN",0
"43475","3","Gs19","NaN",0
"43476","4","Gs19","NaN",0
"43477","5","Gs19","NaN",0
"43478","6","Gs19","NaN",0
"43479","7","Gs19","NaN",0
"43480","NaN","Gs19","NaN",0
"43481","1","Gs2","NaN",0
"43482","2","Gs2","NaN",0
"43483","3","Gs2","NaN",0
"43484","4","Gs2","NaN",0
"43485","5","Gs2","NaN",0
"43486","6","Gs2","NaN",0
"43487","7","Gs2","NaN",0
"43488","NaN","Gs2","NaN",0
"43489","1","Gs20","NaN",0
"43490","2","Gs20","NaN",0
"43491","3","Gs20","NaN",0
"43492","4","Gs20","NaN",0
"43493","5","Gs20","NaN",0
"43494","6","Gs20","NaN",0
"43495","7","Gs20","NaN",0
"43496","NaN","Gs20","NaN",0
"43497","1","Gs3","NaN",0
"43498","2","Gs3","NaN",0
"43499","3","Gs3","NaN",0
"43500","4","Gs3","NaN",0
"43501","5","Gs3","NaN",0
"43502","6","Gs3","NaN",0
"43503","7","Gs3","NaN",0
"43504","NaN","Gs3","NaN",0
"43505","1","Gs4","NaN",0
"43506","2","Gs4","NaN",0
"43507","3","Gs4","NaN",0
"43508","4","Gs4","NaN",0
"43509","5","Gs4","NaN",0
"43510","6","Gs4","NaN",0
"43511","7","Gs4","NaN",0
"43512","NaN","Gs4","NaN",0
"43513","1","Gs6","NaN",0
"43514","2","Gs6","NaN",0
"43515","3","Gs6","NaN",0
"43516","4","Gs6","NaN",0
"43517","5","Gs6","NaN",0
"43518","6","Gs6","NaN",0
"43519","7","Gs6","NaN",0
"43520","NaN","Gs6","NaN",0
"43521","1","Gs7","NaN",0
"43522","2","Gs7","NaN",0
"43523","3","Gs7","NaN",0
"43524","4","Gs7","NaN",0
"43525","5","Gs7","NaN",0
"43526","6","Gs7","NaN",0
"43527","7","Gs7","NaN",0
"43528","NaN","Gs7","NaN",0
"43529","1","Gs8","NaN",0
"43530","2","Gs8","NaN",0
"43531","3","Gs8","NaN",0
"43532","4","Gs8","NaN",0
"43533","5","Gs8","NaN",0
"43534","6","Gs8","NaN",0
"43535","7","Gs8","NaN",0
"43536","NaN","Gs8","NaN",0
"43537","1","Gs9","NaN",0
"43538","2","Gs9","NaN",0
"43539","3","Gs9","NaN",0
"43540","4","Gs9","NaN",0
"43541","5","Gs9","NaN",0
"43542","6","Gs9","NaN",0
"43543","7","Gs9","NaN",0
"43544","NaN","Gs9","NaN",0
"43545","1","NKb1","NaN",0
"43546","2","NKb1","NaN",0
"43547","3","NKb1","NaN",0
"43548","4","NKb1","NaN",0
"43549","5","NKb1","NaN",0
"43550","6","NKb1","NaN",0
"43551","7","NKb1","NaN",0
"43552","NaN","NKb1","NaN",0
"43553","1","NKb2","NaN",0
"43554","2","NKb2","NaN",0
"43555","3","NKb2","NaN",0
"43556","4","NKb2","NaN",0
"43557","5","NKb2","NaN",0
"43558","6","NKb2","NaN",0
"43559","7","NKb2","NaN",0
"43560","NaN","NKb2","NaN",0
"43561","1","NKb3","NaN",0
"43562","2","NKb3","NaN",0
"43563","3","NKb3","NaN",0
"43564","4","NKb3","NaN",0
"43565","5","NKb3","NaN",0
"43566","6","NKb3","NaN",0
"43567","7","NKb3","NaN",0
"43568","NaN","NKb3","NaN",0
"43569","1","NKb4","NaN",0
"43570","2","NKb4","NaN",0
"43571","3","NKb4","NaN",0
"43572","4","NKb4","NaN",0
"43573","5","NKb4","NaN",0
"43574","6","NKb4","NaN",0
"43575","7","NKb4","NaN",0
"43576","NaN","NKb4","NaN",0
"43577","1","NKb5","NaN",0
"43578","2","NKb5","NaN",0
"43579","3","NKb5","NaN",0
"43580","4","NKb5","NaN",0
"43581","5","NKb5","NaN",0
"43582","6","NKb5","NaN",0
"43583","7","NKb5","NaN",0
"43584","NaN","NKb5","NaN",0
"43585","1","NKb6","NaN",0
"43586","2","NKb6","NaN",0
"43587","3","NKb6","NaN",0
"43588","4","NKb6","NaN",0
"43589","5","NKb6","NaN",0
"43590","6","NKb6","NaN",0
"43591","7","NKb6","NaN",0
"43592","NaN","NKb6","NaN",0
"43593","1","NKl1","NaN",0
"43594","2","NKl1","NaN",0
"43595","3","NKl1","NaN",0
"43596","4","NKl1","NaN",0
"43597","5","NKl1","NaN",0
"43598","6","NKl1","NaN",0
"43599","7","NKl1","NaN",0
"43600","NaN","NKl1","NaN",0
"43601","1","NKl2","NaN",0
"43602","2","NKl2","NaN",0
"43603","3","NKl2","NaN",0
"43604","4","NKl2","NaN",0
"43605","5","NKl2","NaN",0
"43606","6","NKl2","NaN",0
"43607","7","NKl2","NaN",0
"43608","NaN","NKl2","NaN",0
"43609","1","NKl4","NaN",0
"43610","2","NKl4","NaN",0
"43611","3","NKl4","NaN",0
"43612","4","NKl4","NaN",0
"43613","5","NKl4","NaN",0
"43614","6","NKl4","NaN",0
"43615","7","NKl4","NaN",0
"43616","NaN","NKl4","NaN",0
"43617","1","NKu1","NaN",0
"43618","2","NKu1","NaN",0
"43619","3","NKu1","NaN",0
"43620","4","NKu1","NaN",0
"43621","5","NKu1","NaN",0
"43622","6","NKu1","NaN",0
"43623","7","NKu1","NaN",0
"43624","NaN","NKu1","NaN",0
"43625","1","NKu2","NaN",0
"43626","2","NKu2","NaN",0
"43627","3","NKu2","NaN",0
"43628","4","NKu2","NaN",0
"43629","5","NKu2","NaN",0
"43630","6","NKu2","NaN",0
"43631","7","NKu2","NaN",0
"43632","NaN","NKu2","NaN",0
"43633","1","NKu3","NaN",0
"43634","2","NKu3","NaN",0
"43635","3","NKu3","NaN",0
"43636","4","NKu3","NaN",0
"43637","5","NKu3","NaN",0
"43638","6","NKu3","NaN",0
"43639","7","NKu3","NaN",0
"43640","NaN","NKu3","NaN",0
"43641","1","NKu4","NaN",0
"43642","2","NKu4","NaN",0
"43643","3","NKu4","NaN",0
"43644","4","NKu4","NaN",0
"43645","5","NKu4","NaN",0
"43646","6","NKu4","NaN",0
"43647","7","NKu4","NaN",0
"43648","NaN","NKu4","NaN",0
"43649","1","NOTVEG","NaN",0
"43650","2","NOTVEG","NaN",0
"43651","3","NOTVEG","NaN",0
"43652","4","NOTVEG","NaN",0
"43653","5","NOTVEG","NaN",0
"43654","6","NOTVEG","NaN",0
"43655","7","NOTVEG","NaN",0
"43656","NaN","NOTVEG","NaN",0
"43657","1","SKk1","NaN",0
"43658","2","SKk1","NaN",0
"43659","3","SKk1","NaN",0
"43660","4","SKk1","NaN",0
"43661","5","SKk1","NaN",0
"43662","6","SKk1","NaN",0
"43663","7","SKk1","NaN",0
"43664","NaN","SKk1","NaN",0
"43665","1","SKk2","NaN",0
"43666","2","SKk2","NaN",0
"43667","3","SKk2","NaN",0
"43668","4","SKk2","NaN",0
"43669","5","SKk2","NaN",0
"43670","6","SKk2","NaN",0
"43671","7","SKk2","NaN",0
"43672","NaN","SKk2","NaN",0
"43673","1","SKk3","NaN",0
"43674","2","SKk3","NaN",0
"43675","3","SKk3","NaN",0
"43676","4","SKk3","NaN",0
"43677","5","SKk3","NaN",0
"43678","6","SKk3","NaN",0
"43679","7","SKk3","NaN",0
"43680","NaN","SKk3","NaN",0
"43681","1","SKk4","NaN",0
"43682","2","SKk4","NaN",0
"43683","3","SKk4","NaN",0
"43684","4","SKk4","NaN",0
"43685","5","SKk4","NaN",0
"43686","6","SKk4","NaN",0
"43687","7","SKk4","NaN",0
"43688","NaN","SKk4","NaN",0
"43689","1","SKk5","NaN",0
"43690","2","SKk5","NaN",0
"43691","3","SKk5","NaN",0
"43692","4","SKk5","NaN",0
"43693","5","SKk5","NaN",0
"43694","6","SKk5","NaN",0
"43695","7","SKk5","NaN",0
"43696","NaN","SKk5","NaN",0
"43697","1","SKk6","NaN",0
"43698","2","SKk6","NaN",0
"43699","3","SKk6","NaN",0
"43700","4","SKk6","NaN",0
"43701","5","SKk6","NaN",0
"43702","6","SKk6","NaN",0
"43703","7","SKk6","NaN",0
"43704","NaN","SKk6","NaN",0
"43705","1","SKk7","NaN",0
"43706","2","SKk7","NaN",0
"43707","3","SKk7","NaN",0
"43708","4","SKk7","NaN",0
"43709","5","SKk7","NaN",0
"43710","6","SKk7","NaN",0
"43711","7","SKk7","NaN",0
"43712","NaN","SKk7","NaN",0
"43713","1","SKk8","NaN",0
"43714","2","SKk8","NaN",0
"43715","3","SKk8","NaN",0
"43716","4","SKk8","NaN",0
"43717","5","SKk8","NaN",0
"43718","6","SKk8","NaN",0
"43719","7","SKk8","NaN",0
"43720","NaN","SKk8","NaN",0
"43721","1","SKk9","NaN",0
"43722","2","SKk9","NaN",0
"43723","3","SKk9","NaN",0
"43724","4","SKk9","NaN",0
"43725","5","SKk9","NaN",0
"43726","6","SKk9","NaN",0
"43727","7","SKk9","NaN",0
"43728","NaN","SKk9","NaN",0
"43729","1","SKn1","NaN",0
"43730","2","SKn1","NaN",0
"43731","3","SKn1","NaN",0
"43732","4","SKn1","NaN",0
"43733","5","SKn1","NaN",0
"43734","6","SKn1","NaN",0
"43735","7","SKn1","NaN",0
"43736","NaN","SKn1","NaN",0
"43737","1","SKn2","NaN",0
"43738","2","SKn2","NaN",0
"43739","3","SKn2","NaN",0
"43740","4","SKn2","NaN",0
"43741","5","SKn2","NaN",0
"43742","6","SKn2","NaN",0
"43743","7","SKn2","NaN",0
"43744","NaN","SKn2","NaN",0
"43745","1","SKn3","NaN",0
"43746","2","SKn3","NaN",0
"43747","3","SKn3","NaN",0
"43748","4","SKn3","NaN",0
"43749","5","SKn3","NaN",0
"43750","6","SKn3","NaN",0
"43751","7","SKn3","NaN",0
"43752","NaN","SKn3","NaN",0
"43753","1","SKn4","NaN",0
"43754","2","SKn4","NaN",0
"43755","3","SKn4","NaN",0
"43756","4","SKn4","NaN",0
"43757","5","SKn4","NaN",0
"43758","6","SKn4","NaN",0
"43759","7","SKn4","NaN",0
"43760","NaN","SKn4","NaN",0
"43761","1","SKn5","NaN",0
"43762","2","SKn5","NaN",0
"43763","3","SKn5","NaN",0
"43764","4","SKn5","NaN",0
"43765","5","SKn5","NaN",0
"43766","6","SKn5","NaN",0
"43767","7","SKn5","NaN",0
"43768","NaN","SKn5","NaN",0
"43769","1","SKn6","NaN",0
"43770","2","SKn6","NaN",0
"43771","3","SKn6","NaN",0
"43772","4","SKn6","NaN",0
"43773","5","SKn6","NaN",0
"43774","6","SKn6","NaN",0
"43775","7","SKn6","NaN",0
"43776","NaN","SKn6","NaN",0
"43777","1","SKn7","NaN",0
"43778","2","SKn7","NaN",0
"43779","3","SKn7","NaN",0
"43780","4","SKn7","NaN",0
"43781","5","SKn7","NaN",0
"43782","6","SKn7","NaN",0
"43783","7","SKn7","NaN",0
"43784","NaN","SKn7","NaN",0
"43785","1","SKr1","NaN",0
"43786","2","SKr1","NaN",0
"43787","3","SKr1","NaN",0
"43788","4","SKr1","NaN",0
"43789","5","SKr1","NaN",0
"43790","6","SKr1","NaN",0
"43791","7","SKr1","NaN",0
"43792","NaN","SKr1","NaN",0
"43793","1","SKr10","NaN",0
"43794","2","SKr10","NaN",0
"43795","3","SKr10","NaN",0
"43796","4","SKr10","NaN",0
"43797","5","SKr10","NaN",0
"43798","6","SKr10","NaN",0
"43799","7","SKr10","NaN",0
"43800","NaN","SKr10","NaN",0
"43801","1","SKr11","NaN",0
"43802","2","SKr11","NaN",0
"43803","3","SKr11","NaN",0
"43804","4","SKr11","NaN",0
"43805","5","SKr11","NaN",0
"43806","6","SKr11","NaN",0
"43807","7","SKr11","NaN",0
"43808","NaN","SKr11","NaN",0
"43809","1","SKr12","NaN",0
"43810","2","SKr12","NaN",0
"43811","3","SKr12","NaN",0
"43812","4","SKr12","NaN",0
"43813","5","SKr12","NaN",0
"43814","6","SKr12","NaN",0
"43815","7","SKr12","NaN",0
"43816","NaN","SKr12","NaN",0
"43817","1","SKr13","NaN",0
"43818","2","SKr13","NaN",0
"43819","3","SKr13","NaN",0
"43820","4","SKr13","NaN",0
"43821","5","SKr13","NaN",0
"43822","6","SKr13","NaN",0
"43823","7","SKr13","NaN",0
"43824","NaN","SKr13","NaN",0
"43825","1","SKr14","NaN",0
"43826","2","SKr14","NaN",0
"43827","3","SKr14","NaN",0
"43828","4","SKr14","NaN",0
"43829","5","SKr14","NaN",0
"43830","6","SKr14","NaN",0
"43831","7","SKr14","NaN",0
"43832","NaN","SKr14","NaN",0
"43833","1","SKr15","NaN",0
"43834","2","SKr15","NaN",0
"43835","3","SKr15","NaN",0
"43836","4","SKr15","NaN",0
"43837","5","SKr15","NaN",0
"43838","6","SKr15","NaN",0
"43839","7","SKr15","NaN",0
"43840","NaN","SKr15","NaN",0
"43841","1","SKr16","NaN",0
"43842","2","SKr16","NaN",0
"43843","3","SKr16","NaN",0
"43844","4","SKr16","NaN",0
"43845","5","SKr16","NaN",0
"43846","6","SKr16","NaN",0
"43847","7","SKr16","NaN",0
"43848","NaN","SKr16","NaN",0
"43849","1","SKr17","NaN",0
"43850","2","SKr17","NaN",0
"43851","3","SKr17","NaN",0
"43852","4","SKr17","NaN",0
"43853","5","SKr17","NaN",0
"43854","6","SKr17","NaN",0
"43855","7","SKr17","NaN",0
"43856","NaN","SKr17","NaN",0
"43857","1","SKr18","NaN",0
"43858","2","SKr18","NaN",0
"43859","3","SKr18","NaN",0
"43860","4","SKr18","NaN",0
"43861","5","SKr18","NaN",0
"43862","6","SKr18","NaN",0
"43863","7","SKr18","NaN",0
"43864","NaN","SKr18","NaN",0
"43865","1","SKr19","NaN",0
"43866","2","SKr19","NaN",0
"43867","3","SKr19","NaN",0
"43868","4","SKr19","NaN",0
"43869","5","SKr19","NaN",0
"43870","6","SKr19","NaN",0
"43871","7","SKr19","NaN",0
"43872","NaN","SKr19","NaN",0
"43873","1","SKr2","NaN",0
"43874","2","SKr2","NaN",0
"43875","3","SKr2","NaN",0
"43876","4","SKr2","NaN",0
"43877","5","SKr2","NaN",0
"43878","6","SKr2","NaN",0
"43879","7","SKr2","NaN",0
"43880","NaN","SKr2","NaN",0
"43881","1","SKr3","NaN",0
"43882","2","SKr3","NaN",0
"43883","3","SKr3","NaN",0
"43884","4","SKr3","NaN",0
"43885","5","SKr3","NaN",0
"43886","6","SKr3","NaN",0
"43887","7","SKr3","NaN",0
"43888","NaN","SKr3","NaN",0
"43889","1","SKr4","NaN",0
"43890","2","SKr4","NaN",0
"43891","3","SKr4","NaN",0
"43892","4","SKr4","NaN",0
"43893","5","SKr4","NaN",0
"43894","6","SKr4","NaN",0
"43895","7","SKr4","NaN",0
"43896","NaN","SKr4","NaN",0
"43897","1","SKr5","NaN",0
"43898","2","SKr5","NaN",0
"43899","3","SKr5","NaN",0
"43900","4","SKr5","NaN",0
"43901","5","SKr5","NaN",0
"43902","6","SKr5","NaN",0
"43903","7","SKr5","NaN",0
"43904","NaN","SKr5","NaN",0
"43905","1","SKr6","NaN",0
"43906","2","SKr6","NaN",0
"43907","3","SKr6","NaN",0
"43908","4","SKr6","NaN",0
"43909","5","SKr6","NaN",0
"43910","6","SKr6","NaN",0
"43911","7","SKr6","NaN",0
"43912","NaN","SKr6","NaN",0
"43913","1","SKr7","NaN",0
"43914","2","SKr7","NaN",0
"43915","3","SKr7","NaN",0
"43916","4","SKr7","NaN",0
"43917","5","SKr7","NaN",0
"43918","6","SKr7","NaN",0
"43919","7","SKr7","NaN",0
"43920","NaN","SKr7","NaN",0
"43921","1","SKr8","NaN",0
"43922","2","SKr8","NaN",0
"43923","3","SKr8","NaN",0
"43924","4","SKr8","NaN",0
"43925","5","SKr8","NaN",0
"43926","6","SKr8","NaN",0
"43927","7","SKr8","NaN",0
"43928","NaN","SKr8","NaN",0
"43929","1","SKr9","NaN",0
"43930","2","SKr9","NaN",0
"43931","3","SKr9","NaN",0
"43932","4","SKr9","NaN",0
"43933","5","SKr9","NaN",0
"43934","6","SKr9","NaN",0
"43935","7","SKr9","NaN",0
"43936","NaN","SKr9","NaN",0
"43937","1","SKs1","NaN",0
"43938","2","SKs1","NaN",0
"43939","3","SKs1","NaN",0
"43940","4","SKs1","NaN",0
"43941","5","SKs1","NaN",0
"43942","6","SKs1","NaN",0
"43943","7","SKs1","NaN",0
"43944","NaN","SKs1","NaN",0
"43945","1","SKs10","NaN",0
"43946","2","SKs10","NaN",0
"43947","3","SKs10","NaN",0
"43948","4","SKs10","NaN",0
"43949","5","SKs10","NaN",0
"43950","6","SKs10","NaN",0
"43951","7","SKs10","NaN",0
"43952","NaN","SKs10","NaN",0
"43953","1","SKs11","NaN",0
"43954","2","SKs11","NaN",0
"43955","3","SKs11","NaN",0
"43956","4","SKs11","NaN",0
"43957","5","SKs11","NaN",0
"43958","6","SKs11","NaN",0
"43959","7","SKs11","NaN",0
"43960","NaN","SKs11","NaN",0
"43961","1","SKs12","NaN",0
"43962","2","SKs12","NaN",0
"43963","3","SKs12","NaN",0
"43964","4","SKs12","NaN",0
"43965","5","SKs12","NaN",0
"43966","6","SKs12","NaN",0
"43967","7","SKs12","NaN",0
"43968","NaN","SKs12","NaN",0
"43969","1","SKs13","NaN",0
"43970","2","SKs13","NaN",0
"43971","3","SKs13","NaN",0
"43972","4","SKs13","NaN",0
"43973","5","SKs13","NaN",0
"43974","6","SKs13","NaN",0
"43975","7","SKs13","NaN",0
"43976","NaN","SKs13","NaN",0
"43977","1","SKs14","NaN",0
"43978","2","SKs14","NaN",0
"43979","3","SKs14","NaN",0
"43980","4","SKs14","NaN",0
"43981","5","SKs14","NaN",0
"43982","6","SKs14","NaN",0
"43983","7","SKs14","NaN",0
"43984","NaN","SKs14","NaN",0
"43985","1","SKs2","NaN",0
"43986","2","SKs2","NaN",0
"43987","3","SKs2","NaN",0
"43988","4","SKs2","NaN",0
"43989","5","SKs2","NaN",0
"43990","6","SKs2","NaN",0
"43991","7","SKs2","NaN",0
"43992","NaN","SKs2","NaN",0
"43993","1","SKs3","NaN",0
"43994","2","SKs3","NaN",0
"43995","3","SKs3","NaN",0
"43996","4","SKs3","NaN",0
"43997","5","SKs3","NaN",0
"43998","6","SKs3","NaN",0
"43999","7","SKs3","NaN",0
"44000","NaN","SKs3","NaN",0
"44001","1","SKs4","NaN",0
"44002","2","SKs4","NaN",0
"44003","3","SKs4","NaN",0
"44004","4","SKs4","NaN",0
"44005","5","SKs4","NaN",0
"44006","6","SKs4","NaN",0
