"","LC","T_MAPCODE","n","km2","um"
"1353",5,"FRg1",83543,33.4172,99
"1354",6,"FRg1",35,0.014,99
"1355",1,"FRg2",384709,153.8836,99
"1356",2,"FRg2",337861,135.1444,99
"1357",3,"FRg2",12465,4.986,99
"1358",4,"FRg2",125415,50.166,99
"1359",5,"FRg2",1491434,596.5736,99
"1360",6,"FRg2",2112,0.8448,99
"1361",7,"FRg2",24356,9.7424,99
"1362",1,"FRg3",47083,18.8332,99
"1363",2,"FRg3",516,0.2064,99
"1364",4,"FRg3",17,0.0068,99
"1365",5,"FRg3",316,0.1264,99
"1366",7,"FRg3",7,0.0028,99
"1367",1,"FRl1",1081703,432.6812,99
"1368",2,"FRl1",69577,27.8308,99
"1369",3,"FRl1",3585,1.434,99
"1370",4,"FRl1",4948,1.9792,99
"1371",5,"FRl1",93840,37.536,99
"1372",6,"FRl1",42,0.0168,99
"1373",7,"FRl1",527,0.2108,99
"1374",1,"FRs1",490116,196.0464,99
"1375",2,"FRs1",17077,6.8308,99
"1376",3,"FRs1",109,0.0436,99
"1377",4,"FRs1",283,0.1132,99
"1378",5,"FRs1",10354,4.1416,99
"1379",7,"FRs1",326,0.1304,99
"1380",1,"FRs10",6283,2.5132,99
"1381",2,"FRs10",5842,2.3368,99
"1382",3,"FRs10",109,0.0436,99
"1383",4,"FRs10",49784,19.9136,99
"1384",7,"FRs10",1166,0.4664,99
"1385",1,"FRs11",382623,153.0492,99
"1386",2,"FRs11",243516,97.4064,99
"1387",3,"FRs11",60372,24.1488,99
"1388",4,"FRs11",35803,14.3212,99
"1389",5,"FRs11",2246773,898.7092,99
"1390",6,"FRs11",375,0.15,99
"1391",7,"FRs11",14714,5.8856,99
"1392",1,"FRs12",489263,195.7052,99
"1393",2,"FRs12",323265,129.306,99
"1394",3,"FRs12",4116,1.6464,99
"1395",4,"FRs12",39934,15.9736,99
"1396",5,"FRs12",4199972,1679.9888,99
"1397",6,"FRs12",557,0.2228,99
"1398",7,"FRs12",11658,4.6632,99
"1399",1,"FRs13",994414,397.7656,99
"1400",2,"FRs13",595705,238.282,99
"1401",3,"FRs13",3247,1.2988,99
"1402",4,"FRs13",45540,18.216,99
"1403",5,"FRs13",5253002,2101.2008,99
"1404",6,"FRs13",3333,1.3332,99
"1405",7,"FRs13",11184,4.4736,99
"1406",1,"FRs14",816363,326.5452,99
"1407",2,"FRs14",234792,93.9168,99
"1408",3,"FRs14",1419,0.5676,99
"1409",4,"FRs14",21158,8.4632,99
"1410",5,"FRs14",1089143,435.6572,99
"1411",6,"FRs14",2319,0.9276,99
"1412",7,"FRs14",1133,0.4532,99
"1413",1,"FRs15",660610,264.244,99
"1414",2,"FRs15",15763,6.3052,99
"1415",3,"FRs15",544,0.2176,99
"1416",4,"FRs15",1635,0.654,99
"1417",5,"FRs15",12059,4.8236,99
"1418",7,"FRs15",415,0.166,99
"1419",1,"FRs16",2760292,1104.1168,99
"1420",2,"FRs16",165866,66.3464,99
"1421",3,"FRs16",3355,1.342,99
"1422",4,"FRs16",13955,5.582,99
"1423",5,"FRs16",425836,170.3344,99
"1424",6,"FRs16",269,0.1076,99
"1425",7,"FRs16",88,0.0352,99
"1426",1,"FRs17",160422,64.1688,99
"1427",2,"FRs17",68885,27.554,99
"1428",3,"FRs17",6047,2.4188,99
"1429",4,"FRs17",17525,7.01,99
"1430",5,"FRs17",256198,102.4792,99
"1431",6,"FRs17",131,0.0524,99
"1432",7,"FRs17",8638,3.4552,99
"1433",1,"FRs18",296691,118.6764,99
"1434",2,"FRs18",44,0.0176,99
"1435",3,"FRs18",1,4e-04,99
"1436",4,"FRs18",4,0.0016,99
"1437",5,"FRs18",66,0.0264,99
"1438",1,"FRs19",389727,155.8908,99
"1439",2,"FRs19",85499,34.1996,99
"1440",3,"FRs19",5710,2.284,99
"1441",4,"FRs19",29402,11.7608,99
"1442",5,"FRs19",420640,168.256,99
"1443",6,"FRs19",1888,0.7552,99
"1444",7,"FRs19",9,0.0036,99
"1445",1,"FRs2",260846,104.3384,99
"1446",2,"FRs2",87980,35.192,99
"1447",3,"FRs2",133,0.0532,99
"1448",4,"FRs2",4681,1.8724,99
"1449",5,"FRs2",192372,76.9488,99
"1450",6,"FRs2",65,0.026,99
"1451",7,"FRs2",1015,0.406,99
"1452",1,"FRs20",28593,11.4372,99
"1453",2,"FRs20",17497,6.9988,99
"1454",3,"FRs20",3402,1.3608,99
"1455",4,"FRs20",8844,3.5376,99
"1456",5,"FRs20",58156,23.2624,99
"1457",6,"FRs20",29,0.0116,99
"1458",7,"FRs20",957,0.3828,99
"1459",1,"FRs3",7870666,3148.2664,99
"1460",2,"FRs3",88511,35.4044,99
"1461",3,"FRs3",8459,3.3836,99
"1462",4,"FRs3",6177,2.4708,99
"1463",5,"FRs3",68907,27.5628,99
"1464",6,"FRs3",570,0.228,99
"1465",7,"FRs3",390,0.156,99
"1466",1,"FRs4",528446,211.3784,99
"1467",2,"FRs4",209960,83.984,99
"1468",3,"FRs4",19073,7.6292,99
"1469",4,"FRs4",29977,11.9908,99
"1470",5,"FRs4",440398,176.1592,99
"1471",6,"FRs4",78,0.0312,99
"1472",7,"FRs4",1442,0.5768,99
"1473",1,"FRs5",2997844,1199.1376,99
"1474",2,"FRs5",81969,32.7876,99
"1475",3,"FRs5",1484,0.5936,99
"1476",4,"FRs5",2891,1.1564,99
"1477",5,"FRs5",6669,2.6676,99
"1478",6,"FRs5",267,0.1068,99
"1479",7,"FRs5",160,0.064,99
"1480",1,"FRs6",4524970,1809.988,99
"1481",2,"FRs6",396550,158.62,99
"1482",3,"FRs6",7872,3.1488,99
"1483",4,"FRs6",19042,7.6168,99
"1484",5,"FRs6",288899,115.5596,99
"1485",6,"FRs6",1619,0.6476,99
"1486",7,"FRs6",662,0.2648,99
"1487",1,"FRs7",3233652,1293.4608,99
"1488",2,"FRs7",357751,143.1004,99
"1489",3,"FRs7",10842,4.3368,99
"1490",4,"FRs7",31666,12.6664,99
"1491",5,"FRs7",377489,150.9956,99
"1492",6,"FRs7",346,0.1384,99
"1493",7,"FRs7",7877,3.1508,99
"1494",1,"FRs8",1541203,616.4812,99
"1495",2,"FRs8",371476,148.5904,99
"1496",3,"FRs8",15620,6.248,99
"1497",4,"FRs8",41450,16.58,99
"1498",5,"FRs8",613205,245.282,99
"1499",6,"FRs8",3827,1.5308,99
"1500",7,"FRs8",37617,15.0468,99
"1501",1,"FRs9",1215594,486.2376,99
"1502",2,"FRs9",1035215,414.086,99
"1503",3,"FRs9",40784,16.3136,99
"1504",4,"FRs9",324282,129.7128,99
"1505",5,"FRs9",9712265,3884.906,99
"1506",6,"FRs9",26413,10.5652,99
"1507",7,"FRs9",54833,21.9332,99
"1508",1,"FS1",589480,235.792,99
"1509",2,"FS1",143185,57.274,99
"1510",3,"FS1",72,0.0288,99
"1511",4,"FS1",16574,6.6296,99
"1512",5,"FS1",134339,53.7356,99
"1513",6,"FS1",1753,0.7012,99
"1514",7,"FS1",291,0.1164,99
"1515",1,"FS10",763855,305.542,99
"1516",2,"FS10",5626,2.2504,99
"1517",3,"FS10",42,0.0168,99
"1518",4,"FS10",37158,14.8632,99
"1519",5,"FS10",262,0.1048,99
"1520",6,"FS10",226,0.0904,99
"1521",7,"FS10",21,0.0084,99
"1522",1,"FS11",98620,39.448,99
"1523",2,"FS11",79,0.0316,99
"1524",4,"FS11",295,0.118,99
"1525",5,"FS11",7,0.0028,99
"1526",1,"FS12",227516,91.0064,99
"1527",2,"FS12",9778,3.9112,99
"1528",3,"FS12",40,0.016,99
"1529",4,"FS12",59469,23.7876,99
"1530",6,"FS12",452,0.1808,99
"1531",7,"FS12",393,0.1572,99
"1532",1,"FS13",87861,35.1444,99
"1533",2,"FS13",1222,0.4888,99
"1534",3,"FS13",3,0.0012,99
"1535",4,"FS13",12223,4.8892,99
"1536",5,"FS13",2,8e-04,99
"1537",7,"FS13",2799,1.1196,99
"1538",1,"FS14",212331,84.9324,99
"1539",2,"FS14",1750,0.7,99
"1540",3,"FS14",162,0.0648,99
"1541",4,"FS14",26623,10.6492,99
"1542",5,"FS14",1393,0.5572,99
"1543",6,"FS14",54,0.0216,99
"1544",1,"FS2",195761,78.3044,99
"1545",2,"FS2",79327,31.7308,99
"1546",3,"FS2",51,0.0204,99
"1547",4,"FS2",59355,23.742,99
"1548",5,"FS2",404428,161.7712,99
"1549",6,"FS2",7359,2.9436,99
"1550",7,"FS2",780,0.312,99
"1551",1,"FS3",1452122,580.8488,99
"1552",2,"FS3",779829,311.9316,99
"1553",3,"FS3",1874,0.7496,99
"1554",4,"FS3",72291,28.9164,99
"1555",5,"FS3",1772749,709.0996,99
"1556",6,"FS3",23241,9.2964,99
"1557",7,"FS3",6406,2.5624,99
"1558",1,"FS4",123824,49.5296,99
"1559",2,"FS4",18158,7.2632,99
"1560",4,"FS4",4379,1.7516,99
"1561",5,"FS4",6987,2.7948,99
"1562",6,"FS4",561,0.2244,99
"1563",7,"FS4",1,4e-04,99
"1564",1,"FS5",732502,293.0008,99
"1565",2,"FS5",52265,20.906,99
"1566",3,"FS5",1687,0.6748,99
"1567",4,"FS5",47610,19.044,99
"1568",5,"FS5",22849,9.1396,99
"1569",6,"FS5",3787,1.5148,99
"1570",7,"FS5",211,0.0844,99
"1571",1,"FS6",457881,183.1524,99
"1572",2,"FS6",32294,12.9176,99
"1573",3,"FS6",4491,1.7964,99
"1574",4,"FS6",467689,187.0756,99
"1575",5,"FS6",20423,8.1692,99
"1576",6,"FS6",12135,4.854,99
"1577",7,"FS6",2394,0.9576,99
"1578",1,"FS7",93737,37.4948,99
"1579",2,"FS7",3464,1.3856,99
"1580",3,"FS7",63,0.0252,99
"1581",4,"FS7",10810,4.324,99
"1582",5,"FS7",8998,3.5992,99
"1583",1,"FS9",30901,12.3604,99
"1584",2,"FS9",11502,4.6008,99
"1585",3,"FS9",83,0.0332,99
"1586",4,"FS9",6348,2.5392,99
"1587",5,"FS9",18919,7.5676,99
"1588",7,"FS9",2222,0.8888,99
"1589",1,"Gd1",10507319,4202.9276,99
"1590",2,"Gd1",501857,200.7428,99
"1591",3,"Gd1",42133,16.8532,99
"1592",4,"Gd1",153660,61.464,99
"1593",5,"Gd1",551325,220.53,99
"1594",6,"Gd1",812,0.3248,99
"1595",7,"Gd1",810261,324.1044,99
"1596",1,"Gd10",6883210,2753.284,99
"1597",2,"Gd10",672,0.2688,99
"1598",3,"Gd10",7614,3.0456,99
"1599",4,"Gd10",1532,0.6128,99
"1600",5,"Gd10",183942,73.5768,99
"1601",1,"Gd2",383965,153.586,99
"1602",2,"Gd2",2491,0.9964,99
"1603",3,"Gd2",126,0.0504,99
"1604",4,"Gd2",195,0.078,99
"1605",5,"Gd2",2386,0.9544,99
"1606",6,"Gd2",16,0.0064,99
"1607",7,"Gd2",6630,2.652,99
"1608",1,"Gd3",6023155,2409.262,99
"1609",2,"Gd3",443909,177.5636,99
"1610",3,"Gd3",43435,17.374,99
"1611",4,"Gd3",38140,15.256,99
"1612",5,"Gd3",860402,344.1608,99
"1613",6,"Gd3",1831,0.7324,99
"1614",7,"Gd3",4581,1.8324,99
"1615",1,"Gd4",14984647,5993.8588,99
"1616",2,"Gd4",356273,142.5092,99
"1617",3,"Gd4",10180,4.072,99
"1618",4,"Gd4",155828,62.3312,99
"1619",5,"Gd4",871757,348.7028,99
"1620",6,"Gd4",1011,0.4044,99
"1621",7,"Gd4",237869,95.1476,99
"1622",1,"Gd5",2790232,1116.0928,99
"1623",2,"Gd5",77613,31.0452,99
"1624",3,"Gd5",9167,3.6668,99
"1625",4,"Gd5",120578,48.2312,99
"1626",5,"Gd5",85004,34.0016,99
"1627",6,"Gd5",250,0.1,99
"1628",7,"Gd5",10961,4.3844,99
"1629",1,"Gd6",53869,21.5476,99
"1630",2,"Gd6",54,0.0216,99
"1631",3,"Gd6",1,4e-04,99
"1632",4,"Gd6",1,4e-04,99
"1633",5,"Gd6",117,0.0468,99
"1634",7,"Gd6",1,4e-04,99
"1635",1,"Gd7",3364805,1345.922,99
"1636",2,"Gd7",1121,0.4484,99
"1637",3,"Gd7",629,0.2516,99
"1638",4,"Gd7",305,0.122,99
"1639",5,"Gd7",370,0.148,99
"1640",7,"Gd7",136,0.0544,99
"1641",1,"Gd8",43228416,17291.3664,99
"1642",2,"Gd8",60631,24.2524,99
"1643",3,"Gd8",116973,46.7892,99
"1644",4,"Gd8",11569,4.6276,99
"1645",5,"Gd8",7003988,2801.5952,99
"1646",6,"Gd8",242,0.0968,99
"1647",7,"Gd8",1402,0.5608,99
"1648",1,"Gd9",4639982,1855.9928,99
"1649",3,"Gd9",569,0.2276,99
"1650",4,"Gd9",4260,1.704,99
"1651",5,"Gd9",875916,350.3664,99
"1652",1,"Gh1",20346333,8138.5332,99
"1653",2,"Gh1",242165,96.866,99
"1654",3,"Gh1",34716,13.8864,99
"1655",4,"Gh1",43025,17.21,99
"1656",5,"Gh1",244958,97.9832,99
"1657",6,"Gh1",1303,0.5212,99
"1658",7,"Gh1",14053,5.6212,99
"1659",1,"Gh10",14533542,5813.4168,99
"1660",2,"Gh10",5303318,2121.3272,99
"1661",3,"Gh10",251229,100.4916,99
"1662",4,"Gh10",670642,268.2568,99
"1663",5,"Gh10",43312980,17325.192,99
"1664",6,"Gh10",177298,70.9192,99
"1665",7,"Gh10",665301,266.1204,99
"1666",1,"Gh11",1042429,416.9716,99
"1667",2,"Gh11",236282,94.5128,99
"1668",3,"Gh11",6885,2.754,99
"1669",4,"Gh11",76479,30.5916,99
"1670",5,"Gh11",907743,363.0972,99
"1671",6,"Gh11",1214,0.4856,99
"1672",7,"Gh11",37860,15.144,99
"1673",1,"Gh12",552822,221.1288,99
"1674",2,"Gh12",107790,43.116,99
"1675",3,"Gh12",2291,0.9164,99
"1676",4,"Gh12",60109,24.0436,99
"1677",5,"Gh12",27729,11.0916,99
"1678",6,"Gh12",65968,26.3872,99
"1679",7,"Gh12",7029,2.8116,99
"1680",1,"Gh13",5309412,2123.7648,99
"1681",2,"Gh13",1227301,490.9204,99
"1682",3,"Gh13",14673,5.8692,99
"1683",4,"Gh13",298296,119.3184,99
"1684",5,"Gh13",2492685,997.074,99
"1685",6,"Gh13",13154,5.2616,99
"1686",7,"Gh13",60035,24.014,99
"1687",1,"Gh14",9188762,3675.5048,99
"1688",2,"Gh14",2549596,1019.8384,99
"1689",3,"Gh14",72205,28.882,99
"1690",4,"Gh14",392479,156.9916,99
"1691",5,"Gh14",10601157,4240.4628,99
"1692",6,"Gh14",59470,23.788,99
"1693",7,"Gh14",104855,41.942,99
"1694",1,"Gh15",13672443,5468.9772,99
"1695",2,"Gh15",2366234,946.4936,99
"1696",3,"Gh15",33874,13.5496,99
"1697",4,"Gh15",1455737,582.2948,99
"1698",5,"Gh15",3632362,1452.9448,99
"1699",6,"Gh15",52867,21.1468,99
"1700",7,"Gh15",282682,113.0728,99
"1701",1,"Gh2",14151079,5660.4316,99
"1702",2,"Gh2",975847,390.3388,99
"1703",3,"Gh2",180851,72.3404,99
"1704",4,"Gh2",51013,20.4052,99
"1705",5,"Gh2",2458405,983.362,99
"1706",6,"Gh2",2372,0.9488,99
"1707",7,"Gh2",88514,35.4056,99
"1708",1,"Gh3",30892954,12357.1816,99
"1709",2,"Gh3",652483,260.9932,99
"1710",3,"Gh3",673744,269.4976,99
"1711",4,"Gh3",84790,33.916,99
"1712",5,"Gh3",1073130,429.252,99
"1713",6,"Gh3",11280,4.512,99
"1714",7,"Gh3",92711,37.0844,99
"1715",1,"Gh4",23123105,9249.242,99
"1716",2,"Gh4",254024,101.6096,99
"1717",3,"Gh4",433542,173.4168,99
"1718",4,"Gh4",47278,18.9112,99
"1719",5,"Gh4",296414,118.5656,99
"1720",6,"Gh4",5241,2.0964,99
"1721",7,"Gh4",34822,13.9288,99
"1722",1,"Gh5",6441941,2576.7764,99
"1723",2,"Gh5",749732,299.8928,99
"1724",3,"Gh5",41711,16.6844,99
"1725",4,"Gh5",676768,270.7072,99
"1726",5,"Gh5",4377480,1750.992,99
"1727",6,"Gh5",8406,3.3624,99
"1728",7,"Gh5",77958,31.1832,99
"1729",1,"Gh6",26220203,10488.0812,99
"1730",2,"Gh6",2380389,952.1556,99
"1731",3,"Gh6",313208,125.2832,99
"1732",4,"Gh6",577991,231.1964,99
"1733",5,"Gh6",10099911,4039.9644,99
"1734",6,"Gh6",84401,33.7604,99
"1735",7,"Gh6",356148,142.4592,99
"1736",1,"Gh7",3215363,1286.1452,99
"1737",2,"Gh7",169993,67.9972,99
"1738",3,"Gh7",12023,4.8092,99
"1739",4,"Gh7",206032,82.4128,99
"1740",5,"Gh7",293857,117.5428,99
"1741",6,"Gh7",3195,1.278,99
"1742",7,"Gh7",29414,11.7656,99
"1743",1,"Gh8",165327,66.1308,99
"1744",2,"Gh8",10660,4.264,99
"1745",3,"Gh8",357,0.1428,99
"1746",4,"Gh8",8438,3.3752,99
"1747",5,"Gh8",13470,5.388,99
"1748",6,"Gh8",514,0.2056,99
"1749",7,"Gh8",2401,0.9604,99
"1750",1,"Gh9",13267493,5306.9972,99
"1751",2,"Gh9",1115926,446.3704,99
"1752",3,"Gh9",83545,33.418,99
"1753",4,"Gh9",86741,34.6964,99
"1754",5,"Gh9",3026308,1210.5232,99
"1755",6,"Gh9",36877,14.7508,99
"1756",7,"Gh9",68872,27.5488,99
"1757",1,"Gm1",7033016,2813.2064,99
"1758",2,"Gm1",502988,201.1952,99
"1759",3,"Gm1",41959,16.7836,99
"1760",4,"Gm1",322601,129.0404,99
"1761",5,"Gm1",2717512,1087.0048,99
"1762",6,"Gm1",2628,1.0512,99
"1763",7,"Gm1",49542,19.8168,99
"1764",1,"Gm10",457858,183.1432,99
"1765",2,"Gm10",351304,140.5216,99
"1766",3,"Gm10",10874,4.3496,99
"1767",4,"Gm10",1696309,678.5236,99
"1768",5,"Gm10",126303,50.5212,99
"1769",6,"Gm10",25125,10.05,99
"1770",7,"Gm10",65229,26.0916,99
"1771",1,"Gm11",10523418,4209.3672,99
"1772",2,"Gm11",3823032,1529.2128,99
"1773",3,"Gm11",161722,64.6888,99
"1774",4,"Gm11",1319565,527.826,99
"1775",5,"Gm11",9551017,3820.4068,99
"1776",6,"Gm11",249076,99.6304,99
"1777",7,"Gm11",644346,257.7384,99
"1778",1,"Gm12",9268531,3707.4124,99
"1779",2,"Gm12",6402260,2560.904,99
"1780",3,"Gm12",455238,182.0952,99
"1781",4,"Gm12",956220,382.488,99
"1782",5,"Gm12",10899369,4359.7476,99
"1783",6,"Gm12",1095111,438.0444,99
"1784",7,"Gm12",2854123,1141.6492,99
"1785",1,"Gm13",5315649,2126.2596,99
"1786",2,"Gm13",1378782,551.5128,99
"1787",3,"Gm13",36140,14.456,99
"1788",4,"Gm13",180637,72.2548,99
"1789",5,"Gm13",2775335,1110.134,99
"1790",6,"Gm13",10973,4.3892,99
"1791",7,"Gm13",120114,48.0456,99
"1792",1,"Gm14",7375281,2950.1124,99
"1793",2,"Gm14",673354,269.3416,99
"1794",3,"Gm14",48388,19.3552,99
"1795",4,"Gm14",38971,15.5884,99
"1796",5,"Gm14",941734,376.6936,99
"1797",6,"Gm14",1763,0.7052,99
"1798",7,"Gm14",296534,118.6136,99
"1799",1,"Gm15",4917684,1967.0736,99
"1800",2,"Gm15",1196506,478.6024,99
"1801",3,"Gm15",14374,5.7496,99
"1802",4,"Gm15",329384,131.7536,99
"1803",5,"Gm15",1068615,427.446,99
"1804",6,"Gm15",3890,1.556,99
"1805",7,"Gm15",3011671,1204.6684,99
"1806",1,"Gm16",13322189,5328.8756,99
"1807",2,"Gm16",1702709,681.0836,99
"1808",3,"Gm16",54153,21.6612,99
"1809",4,"Gm16",454672,181.8688,99
"1810",5,"Gm16",2516822,1006.7288,99
"1811",6,"Gm16",8064,3.2256,99
"1812",7,"Gm16",6076981,2430.7924,99
"1813",1,"Gm17",2013002,805.2008,99
"1814",2,"Gm17",130989,52.3956,99
"1815",3,"Gm17",2375,0.95,99
"1816",4,"Gm17",7818,3.1272,99
"1817",5,"Gm17",24030,9.612,99
"1818",6,"Gm17",1285,0.514,99
"1819",7,"Gm17",1048985,419.594,99
"1820",1,"Gm19",2117654,847.0616,99
"1821",2,"Gm19",519713,207.8852,99
"1822",3,"Gm19",7353,2.9412,99
"1823",4,"Gm19",25672,10.2688,99
"1824",5,"Gm19",720739,288.2956,99
"1825",6,"Gm19",19910,7.964,99
"1826",7,"Gm19",41089,16.4356,99
"1827",1,"Gm2",7046938,2818.7752,99
"1828",2,"Gm2",42976,17.1904,99
"1829",3,"Gm2",41281,16.5124,99
"1830",4,"Gm2",128945,51.578,99
"1831",5,"Gm2",2081207,832.4828,99
"1832",7,"Gm2",1225,0.49,99
"1833",1,"Gm20",45946,18.3784,99
"1834",2,"Gm20",968,0.3872,99
"1835",4,"Gm20",633,0.2532,99
"1836",5,"Gm20",3198,1.2792,99
"1837",7,"Gm20",101,0.0404,99
"1838",1,"Gm21",2981689,1192.6756,99
"1839",2,"Gm21",300961,120.3844,99
"1840",3,"Gm21",39789,15.9156,99
"1841",4,"Gm21",80481,32.1924,99
"1842",5,"Gm21",436268,174.5072,99
"1843",6,"Gm21",5418,2.1672,99
"1844",7,"Gm21",33087,13.2348,99
"1845",1,"Gm22",880215,352.086,99
"1846",2,"Gm22",209312,83.7248,99
"1847",3,"Gm22",988,0.3952,99
"1848",4,"Gm22",60406,24.1624,99
"1849",5,"Gm22",68927,27.5708,99
"1850",6,"Gm22",10546,4.2184,99
"1851",7,"Gm22",1117542,447.0168,99
"1852",1,"Gm23",1899467,759.7868,99
"1853",2,"Gm23",244474,97.7896,99
"1854",3,"Gm23",373,0.1492,99
"1855",4,"Gm23",34304,13.7216,99
"1856",5,"Gm23",20844,8.3376,99
"1857",6,"Gm23",1364,0.5456,99
"1858",7,"Gm23",1234032,493.6128,99
"1859",1,"Gm24",23332,9.3328,99
"1860",2,"Gm24",1151,0.4604,99
"1861",4,"Gm24",63,0.0252,99
"1862",7,"Gm24",457,0.1828,99
"1863",1,"Gm25",259463,103.7852,99
"1864",2,"Gm25",72379,28.9516,99
"1865",3,"Gm25",11852,4.7408,99
"1866",4,"Gm25",10075,4.03,99
"1867",5,"Gm25",63148,25.2592,99
"1868",7,"Gm25",659669,263.8676,99
"1869",1,"Gm26",605553,242.2212,99
"1870",2,"Gm26",10845,4.338,99
"1871",3,"Gm26",7,0.0028,99
"1872",4,"Gm26",232,0.0928,99
"1873",5,"Gm26",1870,0.748,99
"1874",6,"Gm26",2,8e-04,99
"1875",7,"Gm26",32940,13.176,99
"1876",1,"Gm27",652860,261.144,99
"1877",2,"Gm27",13702,5.4808,99
"1878",3,"Gm27",12,0.0048,99
"1879",4,"Gm27",426,0.1704,99
"1880",5,"Gm27",1664,0.6656,99
"1881",6,"Gm27",165,0.066,99
"1882",7,"Gm27",1337,0.5348,99
"1883",1,"Gm28",228890,91.556,99
"1884",2,"Gm28",1819,0.7276,99
"1885",4,"Gm28",7,0.0028,99
"1886",5,"Gm28",459,0.1836,99
"1887",7,"Gm28",3514,1.4056,99
"1888",1,"Gm29",1256772,502.7088,99
"1889",2,"Gm29",26113,10.4452,99
"1890",3,"Gm29",515,0.206,99
"1891",4,"Gm29",645,0.258,99
"1892",5,"Gm29",22224,8.8896,99
"1893",6,"Gm29",10,0.004,99
"1894",7,"Gm29",1776,0.7104,99
"1895",1,"Gm3",15020988,6008.3952,99
"1896",2,"Gm3",2981635,1192.654,99
"1897",3,"Gm3",216885,86.754,99
"1898",4,"Gm3",448100,179.24,99
"1899",5,"Gm3",18674452,7469.7808,99
"1900",6,"Gm3",6120,2.448,99
"1901",7,"Gm3",311766,124.7064,99
"1902",1,"Gm30",6528327,2611.3308,99
"1903",2,"Gm30",825067,330.0268,99
"1904",3,"Gm30",28686,11.4744,99
"1905",4,"Gm30",78164,31.2656,99
"1906",5,"Gm30",457597,183.0388,99
"1907",6,"Gm30",20842,8.3368,99
"1908",7,"Gm30",1707898,683.1592,99
"1909",1,"Gm31",1340404,536.1616,99
"1910",2,"Gm31",138190,55.276,99
"1911",3,"Gm31",532,0.2128,99
"1912",4,"Gm31",3763,1.5052,99
"1913",5,"Gm31",17877,7.1508,99
"1914",6,"Gm31",126,0.0504,99
"1915",7,"Gm31",1119561,447.8244,99
"1916",1,"Gm4",18619426,7447.7704,99
"1917",2,"Gm4",2404786,961.9144,99
"1918",3,"Gm4",273931,109.5724,99
"1919",4,"Gm4",474285,189.714,99
"1920",5,"Gm4",13456097,5382.4388,99
"1921",6,"Gm4",4569,1.8276,99
"1922",7,"Gm4",403776,161.5104,99
"1923",1,"Gm5",6155963,2462.3852,99
"1924",2,"Gm5",242995,97.198,99
"1925",3,"Gm5",5355,2.142,99
"1926",4,"Gm5",74415,29.766,99
"1927",5,"Gm5",2083408,833.3632,99
"1928",6,"Gm5",2728,1.0912,99
"1929",7,"Gm5",109013,43.6052,99
"1930",1,"Gm6",13662446,5464.9784,99
"1931",2,"Gm6",1613298,645.3192,99
"1932",3,"Gm6",851938,340.7752,99
"1933",4,"Gm6",172314,68.9256,99
"1934",5,"Gm6",8317476,3326.9904,99
"1935",6,"Gm6",4678,1.8712,99
"1936",7,"Gm6",106983,42.7932,99
"1937",1,"Gm7",69049,27.6196,99
"1938",2,"Gm7",2028,0.8112,99
"1939",3,"Gm7",42,0.0168,99
"1940",4,"Gm7",173,0.0692,99
"1941",5,"Gm7",3135,1.254,99
"1942",7,"Gm7",694,0.2776,99
"1943",1,"Gm8",13760870,5504.348,99
"1944",2,"Gm8",4617423,1846.9692,99
"1945",3,"Gm8",367564,147.0256,99
"1946",4,"Gm8",3308038,1323.2152,99
"1947",5,"Gm8",13468582,5387.4328,99
"1948",6,"Gm8",269606,107.8424,99
"1949",7,"Gm8",440266,176.1064,99
"1950",1,"Gm9",1089608,435.8432,99
"1951",2,"Gm9",492077,196.8308,99
"1952",3,"Gm9",24814,9.9256,99
"1953",4,"Gm9",723055,289.222,99
"1954",5,"Gm9",854788,341.9152,99
"1955",6,"Gm9",44348,17.7392,99
"1956",7,"Gm9",54374,21.7496,99
"1957",1,"Gs1",703623,281.4492,99
"1958",2,"Gs1",90122,36.0488,99
"1959",3,"Gs1",4116,1.6464,99
"1960",4,"Gs1",25806,10.3224,99
"1961",5,"Gs1",67004,26.8016,99
"1962",6,"Gs1",700,0.28,99
"1963",7,"Gs1",456662,182.6648,99
"1964",1,"Gs10",18939763,7575.9052,99
"1965",2,"Gs10",1656749,662.6996,99
"1966",3,"Gs10",60699,24.2796,99
"1967",4,"Gs10",1718269,687.3076,99
"1968",5,"Gs10",2781048,1112.4192,99
"1969",6,"Gs10",2947,1.1788,99
"1970",7,"Gs10",2200515,880.206,99
"1971",1,"Gs11",2495655,998.262,99
"1972",2,"Gs11",859146,343.6584,99
"1973",3,"Gs11",11255,4.502,99
"1974",4,"Gs11",683294,273.3176,99
"1975",5,"Gs11",801494,320.5976,99
"1976",6,"Gs11",854,0.3416,99
"1977",7,"Gs11",770891,308.3564,99
"1978",1,"Gs12",11745210,4698.084,99
"1979",2,"Gs12",2426980,970.792,99
"1980",3,"Gs12",79540,31.816,99
"1981",4,"Gs12",1939787,775.9148,99
"1982",5,"Gs12",4700951,1880.3804,99
"1983",6,"Gs12",4741,1.8964,99
"1984",7,"Gs12",923104,369.2416,99
"1985",1,"Gs13",370666,148.2664,99
"1986",2,"Gs13",207875,83.15,99
"1987",3,"Gs13",53020,21.208,99
"1988",4,"Gs13",44617,17.8468,99
"1989",5,"Gs13",550740,220.296,99
"1990",6,"Gs13",1130,0.452,99
"1991",7,"Gs13",4352,1.7408,99
"1992",1,"Gs14",5339647,2135.8588,99
