"","...1","LC","T_MAPCODE","sum_niaps","n","km2"
"13356",26059,3,"SVl8",6,23,0.0092
"13357",26061,5,"SVl8",6,48,0.0192
"13358",26063,7,"SVl8",6,370,0.148
"13359",26065,1,"SVl9",6,46479,18.5916
"13360",26066,2,"SVl9",6,33842,13.5368
"13361",26067,3,"SVl9",6,28,0.0112
"13362",26068,4,"SVl9",6,455,0.182
"13363",26069,5,"SVl9",6,464,0.1856
"13364",26071,7,"SVl9",6,8211,3.2844
"13365",26137,1,"SVs1",6,1131,0.4524
"13366",26138,2,"SVs1",6,594,0.2376
"13367",26140,4,"SVs1",6,4,0.0016
"13368",26141,5,"SVs1",6,40,0.016
"13369",26145,1,"SVs2",6,1765,0.706
"13370",26146,2,"SVs2",6,987,0.3948
"13371",26147,3,"SVs2",6,18,0.0072
"13372",26148,4,"SVs2",6,52,0.0208
"13373",26149,5,"SVs2",6,5,0.002
"13374",26150,6,"SVs2",6,4,0.0016
"13375",26151,7,"SVs2",6,3,0.0012
"13376",26153,1,"SVs3",6,42584,17.0336
"13377",26154,2,"SVs3",6,5436,2.1744
"13378",26155,3,"SVs3",6,13,0.0052
"13379",26156,4,"SVs3",6,97,0.0388
"13380",26157,5,"SVs3",6,96,0.0384
"13381",26159,7,"SVs3",6,205,0.082
"13382",26161,1,"SVs4",6,8044,3.2176
"13383",26162,2,"SVs4",6,1966,0.7864
"13384",26164,4,"SVs4",6,93,0.0372
"13385",26165,5,"SVs4",6,52,0.0208
"13386",26167,7,"SVs4",6,631,0.2524
"13387",26169,1,"SVs5",6,16330,6.532
"13388",26170,2,"SVs5",6,12919,5.1676
"13389",26171,3,"SVs5",6,18,0.0072
"13390",26172,4,"SVs5",6,137,0.0548
"13391",26173,5,"SVs5",6,834,0.3336
"13392",26175,7,"SVs5",6,6028,2.4112
"13393",26177,1,"SVs6",6,163190,65.276
"13394",26178,2,"SVs6",6,42113,16.8452
"13395",26179,3,"SVs6",6,146,0.0584
"13396",26180,4,"SVs6",6,193,0.0772
"13397",26181,5,"SVs6",6,545,0.218
"13398",26183,7,"SVs6",6,1332,0.5328
"13399",26185,1,"SVs7",6,122474,48.9896
"13400",26186,2,"SVs7",6,23537,9.4148
"13401",26187,3,"SVs7",6,168,0.0672
"13402",26188,4,"SVs7",6,332,0.1328
"13403",26189,5,"SVs7",6,370,0.148
"13404",26191,7,"SVs7",6,4123,1.6492
"13405",26193,1,"SVs8",6,21173,8.4692
"13406",26194,2,"SVs8",6,1618,0.6472
"13407",26195,3,"SVs8",6,27,0.0108
"13408",26196,4,"SVs8",6,246,0.0984
"13409",26197,5,"SVs8",6,33,0.0132
"13410",26199,7,"SVs8",6,986,0.3944
"13411",26225,1,"AT17",7,19942,7.9768
"13412",26226,2,"AT17",7,2233,0.8932
"13413",26227,3,"AT17",7,13,0.0052
"13414",26228,4,"AT17",7,2,0.0008
"13415",26229,5,"AT17",7,81,0.0324
"13416",26233,1,"AT18",7,21843,8.7372
"13417",26234,2,"AT18",7,624,0.2496
"13418",26236,4,"AT18",7,5,0.002
"13419",26237,5,"AT18",7,94,0.0376
"13420",26241,1,"AT19",7,6563,2.6252
"13421",26242,2,"AT19",7,54,0.0216
"13422",26243,3,"AT19",7,2,0.0008
"13423",26245,5,"AT19",7,12,0.0048
"13424",26257,1,"AT21",7,17286,6.9144
"13425",26258,2,"AT21",7,854,0.3416
"13426",26259,3,"AT21",7,11,0.0044
"13427",26260,4,"AT21",7,3,0.0012
"13428",26261,5,"AT21",7,9,0.0036
"13429",26263,7,"AT21",7,83,0.0332
"13430",26265,1,"AT22",7,4739,1.8956
"13431",26266,2,"AT22",7,1320,0.528
"13432",26268,4,"AT22",7,2,0.0008
"13433",26269,5,"AT22",7,165,0.066
"13434",26270,6,"AT22",7,1,0.0004
"13435",26281,1,"AT24",7,100,0.04
"13436",26282,2,"AT24",7,5,0.002
"13437",26289,1,"AT25",7,8179,3.2716
"13438",26297,1,"AT26",7,6732,2.6928
"13439",26298,2,"AT26",7,139,0.0556
"13440",26299,3,"AT26",7,47,0.0188
"13441",26300,4,"AT26",7,15,0.006
"13442",26301,5,"AT26",7,31,0.0124
"13443",26313,1,"AT28",7,15504,6.2016
"13444",26314,2,"AT28",7,1151,0.4604
"13445",26315,3,"AT28",7,32,0.0128
"13446",26316,4,"AT28",7,20,0.008
"13447",26317,5,"AT28",7,119,0.0476
"13448",26319,7,"AT28",7,183,0.0732
"13449",26329,1,"AT30",7,139,0.0556
"13450",26330,2,"AT30",7,15,0.006
"13451",26331,3,"AT30",7,2,0.0008
"13452",26337,1,"AT31",7,1131,0.4524
"13453",26338,2,"AT31",7,13,0.0052
"13454",26345,1,"AT32",7,4112,1.6448
"13455",26346,2,"AT32",7,150,0.06
"13456",26347,3,"AT32",7,9,0.0036
"13457",26348,4,"AT32",7,4,0.0016
"13458",26349,5,"AT32",7,36,0.0144
"13459",26353,1,"AT33",7,743,0.2972
"13460",26354,2,"AT33",7,56,0.0224
"13461",26355,3,"AT33",7,17,0.0068
"13462",26357,5,"AT33",7,19,0.0076
"13463",26361,1,"AT34",7,1164,0.4656
"13464",26362,2,"AT34",7,75,0.03
"13465",26363,3,"AT34",7,4,0.0016
"13466",26364,4,"AT34",7,7,0.0028
"13467",26365,5,"AT34",7,40,0.016
"13468",26377,1,"AT36",7,10658,4.2632
"13469",26378,2,"AT36",7,2047,0.8188
"13470",26379,3,"AT36",7,1,0.0004
"13471",26380,4,"AT36",7,110,0.044
"13472",26381,5,"AT36",7,11,0.0044
"13473",26383,7,"AT36",7,4296,1.7184
"13474",26385,1,"AT37",7,6327,2.5308
"13475",26386,2,"AT37",7,903,0.3612
"13476",26388,4,"AT37",7,31,0.0124
"13477",26389,5,"AT37",7,53,0.0212
"13478",26393,1,"AT38",7,13529,5.4116
"13479",26394,2,"AT38",7,1784,0.7136
"13480",26395,3,"AT38",7,17,0.0068
"13481",26396,4,"AT38",7,6,0.0024
"13482",26397,5,"AT38",7,125,0.05
"13483",26399,7,"AT38",7,124,0.0496
"13484",26401,1,"AT39",7,55,0.022
"13485",26402,2,"AT39",7,12,0.0048
"13486",26409,1,"AT40",7,41164,16.4656
"13487",26410,2,"AT40",7,2641,1.0564
"13488",26411,3,"AT40",7,4,0.0016
"13489",26412,4,"AT40",7,88,0.0352
"13490",26413,5,"AT40",7,84,0.0336
"13491",26415,7,"AT40",7,124,0.0496
"13492",26417,1,"AT41",7,908,0.3632
"13493",26418,2,"AT41",7,3,0.0012
"13494",26419,3,"AT41",7,1,0.0004
"13495",26423,7,"AT41",7,13,0.0052
"13496",26433,1,"AT43",7,881,0.3524
"13497",26434,2,"AT43",7,70,0.028
"13498",26435,3,"AT43",7,2,0.0008
"13499",26436,4,"AT43",7,9,0.0036
"13500",26437,5,"AT43",7,2,0.0008
"13501",26441,1,"AT44",7,371,0.1484
"13502",26442,2,"AT44",7,125,0.05
"13503",26444,4,"AT44",7,2,0.0008
"13504",26445,5,"AT44",7,10,0.004
"13505",26447,7,"AT44",7,41,0.0164
"13506",26457,1,"AT46",7,208,0.0832
"13507",26458,2,"AT46",7,25,0.01
"13508",26460,4,"AT46",7,2,0.0008
"13509",26461,5,"AT46",7,2,0.0008
"13510",26465,1,"AT47",7,128,0.0512
"13511",26473,1,"AT48",7,211,0.0844
"13512",26481,1,"AT49",7,4132,1.6528
"13513",26482,2,"AT49",7,21,0.0084
"13514",26483,3,"AT49",7,2,0.0008
"13515",26484,4,"AT49",7,5,0.002
"13516",26485,5,"AT49",7,6,0.0024
"13517",26489,1,"AT50",7,6952,2.7808
"13518",26490,2,"AT50",7,86,0.0344
"13519",26493,5,"AT50",7,12,0.0048
"13520",26497,1,"AT51",7,9636,3.8544
"13521",26498,2,"AT51",7,128,0.0512
"13522",26499,3,"AT51",7,10,0.004
"13523",26500,4,"AT51",7,4,0.0016
"13524",26501,5,"AT51",7,4,0.0016
"13525",26503,7,"AT51",7,3,0.0012
"13526",26521,1,"AT54",7,2942,1.1768
"13527",26522,2,"AT54",7,25,0.01
"13528",26525,5,"AT54",7,18,0.0072
"13529",26529,1,"AT55",7,1021,0.4084
"13530",26530,2,"AT55",7,379,0.1516
"13531",26531,3,"AT55",7,2,0.0008
"13532",26532,4,"AT55",7,1,0.0004
"13533",26537,1,"AT56",7,6804,2.7216
"13534",26538,2,"AT56",7,825,0.33
"13535",26540,4,"AT56",7,13,0.0052
"13536",26543,7,"AT56",7,782,0.3128
"13537",26545,1,"AT57",7,10616,4.2464
"13538",26546,2,"AT57",7,84,0.0336
"13539",26548,4,"AT57",7,17,0.0068
"13540",26549,5,"AT57",7,6,0.0024
"13541",26553,1,"AT58",7,1090,0.436
"13542",26554,2,"AT58",7,81,0.0324
"13543",26555,3,"AT58",7,2,0.0008
"13544",26556,4,"AT58",7,5,0.002
"13545",26569,1,"AZa2",7,8361,3.3444
"13546",26570,2,"AZa2",7,1444,0.5776
"13547",26571,3,"AZa2",7,22,0.0088
"13548",26572,4,"AZa2",7,95,0.038
"13549",26573,5,"AZa2",7,164,0.0656
"13550",26575,7,"AZa2",7,1314,0.5256
"13551",26577,1,"AZa3",7,40367,16.1468
"13552",26578,2,"AZa3",7,2670,1.068
"13553",26579,3,"AZa3",7,2109,0.8436
"13554",26580,4,"AZa3",7,103,0.0412
"13555",26581,5,"AZa3",7,489,0.1956
"13556",26585,1,"AZa4",7,97408,38.9632
"13557",26586,2,"AZa4",7,3437,1.3748
"13558",26587,3,"AZa4",7,657,0.2628
"13559",26588,4,"AZa4",7,89,0.0356
"13560",26589,5,"AZa4",7,684,0.2736
"13561",26590,6,"AZa4",7,20,0.008
"13562",26591,7,"AZa4",7,470,0.188
"13563",26593,1,"AZa5",7,17773,7.1092
"13564",26594,2,"AZa5",7,1514,0.6056
"13565",26595,3,"AZa5",7,173,0.0692
"13566",26596,4,"AZa5",7,62,0.0248
"13567",26597,5,"AZa5",7,78,0.0312
"13568",26599,7,"AZa5",7,1387,0.5548
"13569",26601,1,"AZa6",7,6657,2.6628
"13570",26602,2,"AZa6",7,1301,0.5204
"13571",26603,3,"AZa6",7,13,0.0052
"13572",26604,4,"AZa6",7,27,0.0108
"13573",26605,5,"AZa6",7,84,0.0336
"13574",26607,7,"AZa6",7,2096,0.8384
"13575",26609,1,"AZa7",7,3367,1.3468
"13576",26610,2,"AZa7",7,369,0.1476
"13577",26611,3,"AZa7",7,22,0.0088
"13578",26612,4,"AZa7",7,2,0.0008
"13579",26613,5,"AZa7",7,14,0.0056
"13580",26615,7,"AZa7",7,96,0.0384
"13581",26633,1,"AZd3",7,101,0.0404
"13582",26636,4,"AZd3",7,1,0.0004
"13583",26649,1,"AZi1",7,15948,6.3792
"13584",26650,2,"AZi1",7,4144,1.6576
"13585",26651,3,"AZi1",7,17,0.0068
"13586",26652,4,"AZi1",7,41,0.0164
"13587",26653,5,"AZi1",7,251,0.1004
"13588",26655,7,"AZi1",7,74,0.0296
"13589",26657,1,"AZi3",7,1094,0.4376
"13590",26658,2,"AZi3",7,39,0.0156
"13591",26660,4,"AZi3",7,8,0.0032
"13592",26665,1,"AZi5",7,8676,3.4704
"13593",26666,2,"AZi5",7,11,0.0044
"13594",26667,3,"AZi5",7,16,0.0064
"13595",26668,4,"AZi5",7,11,0.0044
"13596",26669,5,"AZi5",7,2,0.0008
"13597",26670,6,"AZi5",7,1,0.0004
"13598",26673,1,"AZi6",7,10004,4.0016
"13599",26674,2,"AZi6",7,75,0.03
"13600",26675,3,"AZi6",7,8,0.0032
"13601",26676,4,"AZi6",7,26,0.0104
"13602",26679,7,"AZi6",7,81,0.0324
"13603",26681,1,"AZi7",7,1998,0.7992
"13604",26682,2,"AZi7",7,859,0.3436
"13605",26683,3,"AZi7",7,30,0.012
"13606",26689,1,"AZi8",7,1606,0.6424
"13607",26690,2,"AZi8",7,174,0.0696
"13608",26691,3,"AZi8",7,2,0.0008
"13609",26692,4,"AZi8",7,7,0.0028
"13610",26693,5,"AZi8",7,58,0.0232
"13611",26695,7,"AZi8",7,40,0.016
"13612",26705,1,"CB1",7,12177,4.8708
"13613",26706,2,"CB1",7,8740,3.496
"13614",26707,3,"CB1",7,33,0.0132
"13615",26708,4,"CB1",7,138,0.0552
"13616",26709,5,"CB1",7,24,0.0096
"13617",26710,6,"CB1",7,65,0.026
"13618",26711,7,"CB1",7,33143,13.2572
"13619",26713,1,"CB2",7,808,0.3232
"13620",26714,2,"CB2",7,4063,1.6252
"13621",26716,4,"CB2",7,13,0.0052
"13622",26719,7,"CB2",7,42523,17.0092
"13623",26721,1,"CB3",7,74672,29.8688
"13624",26722,2,"CB3",7,64705,25.882
"13625",26723,3,"CB3",7,80,0.032
"13626",26724,4,"CB3",7,1498,0.5992
"13627",26725,5,"CB3",7,2834,1.1336
"13628",26726,6,"CB3",7,7,0.0028
"13629",26727,7,"CB3",7,4804,1.9216
"13630",26729,1,"CB4",7,14800,5.92
"13631",26730,2,"CB4",7,8203,3.2812
"13632",26731,3,"CB4",7,19,0.0076
"13633",26732,4,"CB4",7,260,0.104
"13634",26733,5,"CB4",7,625,0.25
"13635",26735,7,"CB4",7,9473,3.7892
"13636",26737,1,"CB5",7,21672,8.6688
"13637",26738,2,"CB5",7,5960,2.384
"13638",26740,4,"CB5",7,248,0.0992
"13639",26741,5,"CB5",7,124,0.0496
"13640",26743,7,"CB5",7,101,0.0404
"13641",26745,1,"CB6",7,69629,27.8516
"13642",26746,2,"CB6",7,42020,16.808
"13643",26747,3,"CB6",7,7,0.0028
"13644",26748,4,"CB6",7,129,0.0516
"13645",26749,5,"CB6",7,105,0.042
"13646",26750,6,"CB6",7,2,0.0008
"13647",26751,7,"CB6",7,829,0.3316
"13648",26761,1,"Dg10",7,297,0.1188
"13649",26825,1,"Dg9",7,159,0.0636
"13650",26873,1,"FFa1",7,572,0.2288
"13651",26874,2,"FFa1",7,189,0.0756
"13652",26876,4,"FFa1",7,15,0.006
"13653",26877,5,"FFa1",7,27,0.0108
"13654",26881,1,"FFa2",7,8148,3.2592
"13655",26882,2,"FFa2",7,1601,0.6404
"13656",26883,3,"FFa2",7,18,0.0072
"13657",26884,4,"FFa2",7,128,0.0512
"13658",26885,5,"FFa2",7,159,0.0636
"13659",26887,7,"FFa2",7,646,0.2584
"13660",26889,1,"FFa3",7,6878,2.7512
"13661",26890,2,"FFa3",7,1957,0.7828
"13662",26891,3,"FFa3",7,5,0.002
"13663",26892,4,"FFa3",7,131,0.0524
"13664",26893,5,"FFa3",7,288,0.1152
"13665",26895,7,"FFa3",7,657,0.2628
"13666",26897,1,"FFa4",7,42,0.0168
"13667",26898,2,"FFa4",7,106,0.0424
"13668",26900,4,"FFa4",7,13,0.0052
"13669",26903,7,"FFa4",7,3,0.0012
"13670",26905,1,"FFb1",7,176,0.0704
"13671",26906,2,"FFb1",7,4,0.0016
"13672",26911,7,"FFb1",7,3,0.0012
"13673",26913,1,"FFb2",7,3210,1.284
"13674",26914,2,"FFb2",7,88,0.0352
"13675",26919,7,"FFb2",7,62,0.0248
"13676",26921,1,"FFb3",7,142,0.0568
"13677",26929,1,"FFb4",7,1230,0.492
"13678",26930,2,"FFb4",7,12,0.0048
"13679",26933,5,"FFb4",7,4,0.0016
"13680",26937,1,"FFb5",7,140,0.056
"13681",26938,2,"FFb5",7,7,0.0028
"13682",26940,4,"FFb5",7,2,0.0008
"13683",26943,7,"FFb5",7,3,0.0012
"13684",26945,1,"FFb6",7,816,0.3264
"13685",26946,2,"FFb6",7,254,0.1016
"13686",26947,3,"FFb6",7,24,0.0096
"13687",26948,4,"FFb6",7,3,0.0012
"13688",26949,5,"FFb6",7,12,0.0048
"13689",26951,7,"FFb6",7,2,0.0008
"13690",26953,1,"FFc1",7,37446,14.9784
"13691",26954,2,"FFc1",7,11237,4.4948
"13692",26955,3,"FFc1",7,45,0.018
"13693",26956,4,"FFc1",7,164,0.0656
"13694",26957,5,"FFc1",7,829,0.3316
"13695",26959,7,"FFc1",7,11348,4.5392
"13696",26961,1,"FFd1",7,1668,0.6672
"13697",26969,1,"FFd10",7,1512,0.6048
"13698",26970,2,"FFd10",7,76,0.0304
"13699",26972,4,"FFd10",7,22,0.0088
"13700",26973,5,"FFd10",7,16,0.0064
"13701",26975,7,"FFd10",7,20,0.008
"13702",26977,1,"FFd11",7,10935,4.374
"13703",26978,2,"FFd11",7,55,0.022
"13704",26980,4,"FFd11",7,3,0.0012
"13705",26981,5,"FFd11",7,57,0.0228
"13706",26983,7,"FFd11",7,16,0.0064
"13707",26985,1,"FFd2",7,15968,6.3872
"13708",26986,2,"FFd2",7,2800,1.12
"13709",26987,3,"FFd2",7,15,0.006
"13710",26988,4,"FFd2",7,68,0.0272
"13711",26989,5,"FFd2",7,298,0.1192
"13712",26991,7,"FFd2",7,193,0.0772
"13713",26993,1,"FFd3",7,18533,7.4132
"13714",26994,2,"FFd3",7,1823,0.7292
"13715",26996,4,"FFd3",7,30,0.012
"13716",26997,5,"FFd3",7,21,0.0084
"13717",26999,7,"FFd3",7,131,0.0524
"13718",27001,1,"FFd4",7,43997,17.5988
"13719",27002,2,"FFd4",7,18735,7.494
"13720",27003,3,"FFd4",7,46,0.0184
"13721",27004,4,"FFd4",7,1764,0.7056
"13722",27005,5,"FFd4",7,246,0.0984
"13723",27007,7,"FFd4",7,1391,0.5564
"13724",27009,1,"FFd5",7,13197,5.2788
"13725",27010,2,"FFd5",7,2429,0.9716
"13726",27011,3,"FFd5",7,13,0.0052
"13727",27012,4,"FFd5",7,617,0.2468
"13728",27013,5,"FFd5",7,13,0.0052
"13729",27014,6,"FFd5",7,34,0.0136
"13730",27015,7,"FFd5",7,203,0.0812
"13731",27017,1,"FFd6",7,3032,1.2128
"13732",27018,2,"FFd6",7,101,0.0404
"13733",27020,4,"FFd6",7,18,0.0072
"13734",27023,7,"FFd6",7,45,0.018
"13735",27025,1,"FFd7",7,4501,1.8004
"13736",27026,2,"FFd7",7,878,0.3512
"13737",27028,4,"FFd7",7,46,0.0184
"13738",27029,5,"FFd7",7,78,0.0312
"13739",27033,1,"FFd8",7,770,0.308
"13740",27034,2,"FFd8",7,86,0.0344
"13741",27036,4,"FFd8",7,1,0.0004
"13742",27037,5,"FFd8",7,9,0.0036
"13743",27041,1,"FFd9",7,15229,6.0916
"13744",27042,2,"FFd9",7,5255,2.102
"13745",27043,3,"FFd9",7,1,0.0004
"13746",27044,4,"FFd9",7,78,0.0312
"13747",27045,5,"FFd9",7,103,0.0412
"13748",27047,7,"FFd9",7,1487,0.5948
"13749",27049,1,"FFf1",7,17930,7.172
"13750",27050,2,"FFf1",7,6727,2.6908
"13751",27051,3,"FFf1",7,12,0.0048
"13752",27052,4,"FFf1",7,174,0.0696
"13753",27053,5,"FFf1",7,594,0.2376
"13754",27055,7,"FFf1",7,1167,0.4668
"13755",27057,1,"FFf2",7,3157,1.2628
"13756",27058,2,"FFf2",7,3067,1.2268
"13757",27060,4,"FFf2",7,4,0.0016
"13758",27061,5,"FFf2",7,22,0.0088
"13759",27063,7,"FFf2",7,165,0.066
"13760",27065,1,"FFg1",7,52,0.0208
"13761",27073,1,"FFg2",7,17811,7.1244
"13762",27074,2,"FFg2",7,5815,2.326
"13763",27075,3,"FFg2",7,22,0.0088
"13764",27076,4,"FFg2",7,102,0.0408
"13765",27077,5,"FFg2",7,217,0.0868
"13766",27079,7,"FFg2",7,3439,1.3756
"13767",27081,1,"FFg3",7,2547,1.0188
"13768",27082,2,"FFg3",7,632,0.2528
"13769",27084,4,"FFg3",7,135,0.054
"13770",27085,5,"FFg3",7,4,0.0016
"13771",27087,7,"FFg3",7,710,0.284
"13772",27089,1,"FFg4",7,10,0.004
"13773",27097,1,"FFg5",7,15779,6.3116
"13774",27098,2,"FFg5",7,5649,2.2596
"13775",27099,3,"FFg5",7,35,0.014
"13776",27100,4,"FFg5",7,193,0.0772
"13777",27101,5,"FFg5",7,85,0.034
"13778",27102,6,"FFg5",7,1,0.0004
"13779",27103,7,"FFg5",7,1696,0.6784
"13780",27105,1,"FFh1",7,314,0.1256
"13781",27106,2,"FFh1",7,312,0.1248
"13782",27107,3,"FFh1",7,2,0.0008
"13783",27108,4,"FFh1",7,5,0.002
"13784",27109,5,"FFh1",7,12,0.0048
"13785",27111,7,"FFh1",7,145,0.058
"13786",27113,1,"FFh10",7,2938,1.1752
"13787",27137,1,"FFh3",7,163,0.0652
"13788",27145,1,"FFh4",7,5302,2.1208
"13789",27146,2,"FFh4",7,1038,0.4152
"13790",27147,3,"FFh4",7,5,0.002
"13791",27148,4,"FFh4",7,30,0.012
"13792",27149,5,"FFh4",7,31,0.0124
"13793",27150,6,"FFh4",7,4,0.0016
"13794",27151,7,"FFh4",7,994,0.3976
"13795",27153,1,"FFh5",7,2179,0.8716
"13796",27154,2,"FFh5",7,1381,0.5524
"13797",27155,3,"FFh5",7,13,0.0052
"13798",27156,4,"FFh5",7,73,0.0292
"13799",27157,5,"FFh5",7,31,0.0124
"13800",27159,7,"FFh5",7,597,0.2388
"13801",27161,1,"FFh6",7,3285,1.314
"13802",27162,2,"FFh6",7,3005,1.202
"13803",27163,3,"FFh6",7,23,0.0092
"13804",27164,4,"FFh6",7,48,0.0192
"13805",27165,5,"FFh6",7,70,0.028
"13806",27167,7,"FFh6",7,5654,2.2616
"13807",27169,1,"FFh7",7,4230,1.692
"13808",27170,2,"FFh7",7,387,0.1548
"13809",27171,3,"FFh7",7,1,0.0004
"13810",27172,4,"FFh7",7,20,0.008
"13811",27173,5,"FFh7",7,7,0.0028
"13812",27175,7,"FFh7",7,227,0.0908
"13813",27177,1,"FFh8",7,565,0.226
"13814",27178,2,"FFh8",7,365,0.146
"13815",27179,3,"FFh8",7,7,0.0028
"13816",27180,4,"FFh8",7,29,0.0116
"13817",27181,5,"FFh8",7,33,0.0132
"13818",27183,7,"FFh8",7,352,0.1408
"13819",27185,1,"FFh9",7,24320,9.728
"13820",27186,2,"FFh9",7,4301,1.7204
"13821",27187,3,"FFh9",7,68,0.0272
"13822",27188,4,"FFh9",7,353,0.1412
"13823",27189,5,"FFh9",7,303,0.1212
"13824",27191,7,"FFh9",7,3604,1.4416
"13825",27193,1,"FFl1",7,52295,20.918
"13826",27194,2,"FFl1",7,1331,0.5324
"13827",27195,3,"FFl1",7,4,0.0016
"13828",27196,4,"FFl1",7,230,0.092
"13829",27197,5,"FFl1",7,85,0.034
"13830",27199,7,"FFl1",7,20,0.008
"13831",27201,1,"FFl2",7,92463,36.9852
"13832",27202,2,"FFl2",7,877,0.3508
"13833",27203,3,"FFl2",7,4,0.0016
"13834",27204,4,"FFl2",7,52,0.0208
"13835",27205,5,"FFl2",7,102,0.0408
"13836",27209,1,"FFl3",7,5697,2.2788
"13837",27210,2,"FFl3",7,325,0.13
"13838",27212,4,"FFl3",7,6,0.0024
"13839",27213,5,"FFl3",7,6,0.0024
"13840",27215,7,"FFl3",7,18,0.0072
"13841",27233,1,"FFq3",7,26,0.0104
"13842",27241,1,"FFq4",7,58,0.0232
"13843",27242,2,"FFq4",7,2,0.0008
"13844",27249,1,"FFq5",7,85,0.034
"13845",27257,1,"FFq6",7,7954,3.1816
"13846",27258,2,"FFq6",7,31,0.0124
"13847",27260,4,"FFq6",7,5,0.002
"13848",27263,7,"FFq6",7,41,0.0164
"13849",27265,1,"FFs1",7,3701,1.4804
"13850",27266,2,"FFs1",7,1900,0.76
"13851",27267,3,"FFs1",7,5,0.002
"13852",27268,4,"FFs1",7,16,0.0064
"13853",27269,5,"FFs1",7,65,0.026
"13854",27271,7,"FFs1",7,357,0.1428
"13855",27273,1,"FFs10",7,14913,5.9652
"13856",27274,2,"FFs10",7,115,0.046
"13857",27275,3,"FFs10",7,1,0.0004
"13858",27276,4,"FFs10",7,3,0.0012
"13859",27277,5,"FFs10",7,1,0.0004
"13860",27279,7,"FFs10",7,56,0.0224
"13861",27281,1,"FFs11",7,15783,6.3132
"13862",27282,2,"FFs11",7,7947,3.1788
"13863",27283,3,"FFs11",7,6,0.0024
"13864",27284,4,"FFs11",7,175,0.07
"13865",27285,5,"FFs11",7,38,0.0152
"13866",27286,6,"FFs11",7,4,0.0016
"13867",27287,7,"FFs11",7,4439,1.7756
"13868",27289,1,"FFs12",7,42498,16.9992
"13869",27290,2,"FFs12",7,4490,1.796
"13870",27291,3,"FFs12",7,2,0.0008
"13871",27292,4,"FFs12",7,89,0.0356
"13872",27293,5,"FFs12",7,141,0.0564
"13873",27294,6,"FFs12",7,1,0.0004
"13874",27295,7,"FFs12",7,111,0.0444
"13875",27297,1,"FFs13",7,822,0.3288
"13876",27305,1,"FFs14",7,7705,3.082
"13877",27306,2,"FFs14",7,61,0.0244
"13878",27307,3,"FFs14",7,3,0.0012
"13879",27309,5,"FFs14",7,2,0.0008
"13880",27311,7,"FFs14",7,148,0.0592
"13881",27313,1,"FFs15",7,3842,1.5368
"13882",27314,2,"FFs15",7,663,0.2652
"13883",27315,3,"FFs15",7,3,0.0012
"13884",27316,4,"FFs15",7,19,0.0076
"13885",27317,5,"FFs15",7,20,0.008
"13886",27318,6,"FFs15",7,1,0.0004
"13887",27319,7,"FFs15",7,25,0.01
"13888",27321,1,"FFs16",7,27925,11.17
"13889",27322,2,"FFs16",7,656,0.2624
"13890",27323,3,"FFs16",7,8,0.0032
"13891",27324,4,"FFs16",7,11,0.0044
"13892",27325,5,"FFs16",7,51,0.0204
"13893",27327,7,"FFs16",7,927,0.3708
"13894",27329,1,"FFs17",7,1045,0.418
"13895",27330,2,"FFs17",7,287,0.1148
"13896",27331,3,"FFs17",7,5,0.002
"13897",27332,4,"FFs17",7,26,0.0104
"13898",27333,5,"FFs17",7,12,0.0048
"13899",27335,7,"FFs17",7,202,0.0808
"13900",27337,1,"FFs18",7,11613,4.6452
"13901",27338,2,"FFs18",7,371,0.1484
"13902",27340,4,"FFs18",7,5,0.002
"13903",27341,5,"FFs18",7,9,0.0036
"13904",27343,7,"FFs18",7,1077,0.4308
"13905",27345,1,"FFs19",7,92928,37.1712
"13906",27346,2,"FFs19",7,2898,1.1592
"13907",27347,3,"FFs19",7,7,0.0028
"13908",27348,4,"FFs19",7,70,0.028
"13909",27349,5,"FFs19",7,113,0.0452
"13910",27351,7,"FFs19",7,18374,7.3496
"13911",27353,1,"FFs2",7,12642,5.0568
"13912",27354,2,"FFs2",7,2616,1.0464
"13913",27355,3,"FFs2",7,10,0.004
"13914",27356,4,"FFs2",7,38,0.0152
"13915",27357,5,"FFs2",7,217,0.0868
"13916",27358,6,"FFs2",7,4,0.0016
"13917",27359,7,"FFs2",7,419,0.1676
"13918",27361,1,"FFs20",7,82127,32.8508
"13919",27362,2,"FFs20",7,7455,2.982
"13920",27363,3,"FFs20",7,85,0.034
"13921",27364,4,"FFs20",7,72,0.0288
"13922",27365,5,"FFs20",7,526,0.2104
"13923",27367,7,"FFs20",7,1126,0.4504
"13924",27385,1,"FFs23",7,686,0.2744
"13925",27386,2,"FFs23",7,4,0.0016
"13926",27393,1,"FFs24",7,2501,1.0004
"13927",27394,2,"FFs24",7,7,0.0028
"13928",27396,4,"FFs24",7,1,0.0004
"13929",27409,1,"FFs26",7,1634,0.6536
"13930",27410,2,"FFs26",7,1,0.0004
"13931",27417,1,"FFs27",7,4493,1.7972
"13932",27418,2,"FFs27",7,179,0.0716
"13933",27420,4,"FFs27",7,6,0.0024
"13934",27421,5,"FFs27",7,38,0.0152
"13935",27423,7,"FFs27",7,427,0.1708
"13936",27425,1,"FFs28",7,13712,5.4848
"13937",27426,2,"FFs28",7,1640,0.656
"13938",27427,3,"FFs28",7,16,0.0064
"13939",27428,4,"FFs28",7,66,0.0264
"13940",27429,5,"FFs28",7,70,0.028
"13941",27431,7,"FFs28",7,176,0.0704
