"","LC","T_MAPCODE","niaps_arc","n","km2"
"685",6,"FFf2",0,8,0.0032
"686",7,"FFf2",0,234,0.0936
"687",1,"FFg1",0,160056,64.0224
"688",2,"FFg1",0,314,0.1256
"689",4,"FFg1",0,413,0.1652
"690",5,"FFg1",0,1261,0.5044
"691",1,"FFg2",0,534535,213.814
"692",2,"FFg2",0,156189,62.4756
"693",3,"FFg2",0,21204,8.4816
"694",4,"FFg2",0,95377,38.1508
"695",5,"FFg2",0,211601,84.6404
"696",6,"FFg2",0,258,0.1032
"697",7,"FFg2",0,76619,30.6476
"698",1,"FFg3",0,73252,29.3008
"699",2,"FFg3",0,17824,7.1296
"700",3,"FFg3",0,204,0.0816
"701",4,"FFg3",0,101798,40.7192
"702",5,"FFg3",0,10259,4.1036
"703",7,"FFg3",0,13109,5.2436
"704",1,"FFg4",0,28804,11.5216
"705",2,"FFg4",0,2268,0.9072
"706",3,"FFg4",0,73,0.0292
"707",4,"FFg4",0,3,0.0012
"708",5,"FFg4",0,4025,1.61
"709",1,"FFg5",0,281235,112.494
"710",2,"FFg5",0,103009,41.2036
"711",3,"FFg5",0,4412,1.7648
"712",4,"FFg5",0,126100,50.44
"713",5,"FFg5",0,470587,188.2348
"714",6,"FFg5",0,1631,0.6524
"715",7,"FFg5",0,29168,11.6672
"716",1,"FFh1",0,493421,197.3684
"717",2,"FFh1",0,158288,63.3152
"718",3,"FFh1",0,28826,11.5304
"719",4,"FFh1",0,8846,3.5384
"720",5,"FFh1",0,368938,147.5752
"721",6,"FFh1",0,81,0.0324
"722",7,"FFh1",0,4788,1.9152
"723",1,"FFh10",0,629471,251.7884
"724",2,"FFh10",0,5343,2.1372
"725",3,"FFh10",0,45,0.018
"726",4,"FFh10",0,422,0.1688
"727",5,"FFh10",0,5097,2.0388
"728",7,"FFh10",0,683,0.2732
"729",1,"FFh11",0,11302,4.5208
"730",2,"FFh11",0,2543,1.0172
"731",3,"FFh11",0,34,0.0136
"732",4,"FFh11",0,11929,4.7716
"733",6,"FFh11",0,1,4e-04
"734",7,"FFh11",0,1316,0.5264
"735",1,"FFh2",0,253202,101.2808
"736",2,"FFh2",0,8395,3.358
"737",3,"FFh2",0,148,0.0592
"738",4,"FFh2",0,101,0.0404
"739",5,"FFh2",0,4484,1.7936
"740",6,"FFh2",0,5,0.002
"741",1,"FFh3",0,152664,61.0656
"742",2,"FFh3",0,16671,6.6684
"743",3,"FFh3",0,572,0.2288
"744",4,"FFh3",0,561,0.2244
"745",5,"FFh3",0,9091,3.6364
"746",6,"FFh3",0,49,0.0196
"747",7,"FFh3",0,342,0.1368
"748",1,"FFh4",0,451495,180.598
"749",2,"FFh4",0,74216,29.6864
"750",3,"FFh4",0,6368,2.5472
"751",4,"FFh4",0,7187,2.8748
"752",5,"FFh4",0,173151,69.2604
"753",6,"FFh4",0,250,0.1
"754",7,"FFh4",0,4562,1.8248
"755",1,"FFh5",0,80304,32.1216
"756",2,"FFh5",0,33460,13.384
"757",3,"FFh5",0,2118,0.8472
"758",4,"FFh5",0,23173,9.2692
"759",5,"FFh5",0,27590,11.036
"760",6,"FFh5",0,3,0.0012
"761",7,"FFh5",0,21680,8.672
"762",1,"FFh6",0,115481,46.1924
"763",2,"FFh6",0,82306,32.9224
"764",3,"FFh6",0,84898,33.9592
"765",4,"FFh6",0,15734,6.2936
"766",5,"FFh6",0,287135,114.854
"767",6,"FFh6",0,191,0.0764
"768",7,"FFh6",0,18045,7.218
"769",1,"FFh7",0,323965,129.586
"770",2,"FFh7",0,45604,18.2416
"771",3,"FFh7",0,1694,0.6776
"772",4,"FFh7",0,10305,4.122
"773",5,"FFh7",0,228994,91.5976
"774",6,"FFh7",0,8,0.0032
"775",7,"FFh7",0,2868,1.1472
"776",1,"FFh8",0,355106,142.0424
"777",2,"FFh8",0,57307,22.9228
"778",3,"FFh8",0,1026,0.4104
"779",4,"FFh8",0,1515,0.606
"780",5,"FFh8",0,37169,14.8676
"781",6,"FFh8",0,16,0.0064
"782",7,"FFh8",0,3719,1.4876
"783",1,"FFh9",0,337178,134.8712
"784",2,"FFh9",0,102900,41.16
"785",3,"FFh9",0,5918,2.3672
"786",4,"FFh9",0,93351,37.3404
"787",5,"FFh9",0,331235,132.494
"788",6,"FFh9",0,180,0.072
"789",7,"FFh9",0,177453,70.9812
"790",1,"FFl1",0,504814,201.9256
"791",2,"FFl1",0,17886,7.1544
"792",3,"FFl1",0,143,0.0572
"793",4,"FFl1",0,20603,8.2412
"794",5,"FFl1",0,27671,11.0684
"795",6,"FFl1",0,27,0.0108
"796",1,"FFl2",0,1621055,648.422
"797",2,"FFl2",0,29252,11.7008
"798",3,"FFl2",0,430,0.172
"799",4,"FFl2",0,10175,4.07
"800",5,"FFl2",0,38046,15.2184
"801",6,"FFl2",0,2579,1.0316
"802",7,"FFl2",0,234,0.0936
"803",1,"FFl3",0,1534489,613.7956
"804",2,"FFl3",0,87847,35.1388
"805",3,"FFl3",0,6,0.0024
"806",4,"FFl3",0,6333,2.5332
"807",5,"FFl3",0,325235,130.094
"808",6,"FFl3",0,348,0.1392
"809",7,"FFl3",0,1189,0.4756
"810",1,"FFq1",0,122560,49.024
"811",1,"FFq2",0,4039779,1615.9116
"812",2,"FFq2",0,41850,16.74
"813",3,"FFq2",0,1188,0.4752
"814",4,"FFq2",0,2007,0.8028
"815",5,"FFq2",0,26042,10.4168
"816",6,"FFq2",0,54,0.0216
"817",1,"FFq3",0,3123464,1249.3856
"818",2,"FFq3",0,31229,12.4916
"819",3,"FFq3",0,519,0.2076
"820",4,"FFq3",0,1408,0.5632
"821",5,"FFq3",0,12009,4.8036
"822",6,"FFq3",0,412,0.1648
"823",7,"FFq3",0,8,0.0032
"824",1,"FFq4",0,227785,91.114
"825",2,"FFq4",0,5759,2.3036
"826",3,"FFq4",0,745,0.298
"827",4,"FFq4",0,1980,0.792
"828",5,"FFq4",0,7426,2.9704
"829",6,"FFq4",0,350,0.14
"830",7,"FFq4",0,20,0.008
"831",1,"FFq5",0,967201,386.8804
"832",2,"FFq5",0,913,0.3652
"833",3,"FFq5",0,58,0.0232
"834",4,"FFq5",0,210,0.084
"835",5,"FFq5",0,33,0.0132
"836",1,"FFq6",0,1520051,608.0204
"837",2,"FFq6",0,15284,6.1136
"838",3,"FFq6",0,221,0.0884
"839",4,"FFq6",0,2076,0.8304
"840",5,"FFq6",0,9464,3.7856
"841",6,"FFq6",0,158,0.0632
"842",7,"FFq6",0,5285,2.114
"843",1,"FFs1",0,1942347,776.9388
"844",2,"FFs1",0,149191,59.6764
"845",3,"FFs1",0,537,0.2148
"846",4,"FFs1",0,3034,1.2136
"847",5,"FFs1",0,368423,147.3692
"848",6,"FFs1",0,6,0.0024
"849",7,"FFs1",0,1213,0.4852
"850",1,"FFs10",0,2303656,921.4624
"851",2,"FFs10",0,43196,17.2784
"852",3,"FFs10",0,4959,1.9836
"853",4,"FFs10",0,6192,2.4768
"854",5,"FFs10",0,21220,8.488
"855",6,"FFs10",0,169,0.0676
"856",7,"FFs10",0,21538,8.6152
"857",1,"FFs11",0,1823176,729.2704
"858",2,"FFs11",0,166232,66.4928
"859",3,"FFs11",0,17215,6.886
"860",4,"FFs11",0,25585,10.234
"861",5,"FFs11",0,54855,21.942
"862",6,"FFs11",0,588,0.2352
"863",7,"FFs11",0,77300,30.92
"864",1,"FFs12",0,2195491,878.1964
"865",2,"FFs12",0,132796,53.1184
"866",3,"FFs12",0,957,0.3828
"867",4,"FFs12",0,27980,11.192
"868",5,"FFs12",0,115308,46.1232
"869",6,"FFs12",0,937,0.3748
"870",7,"FFs12",0,7177,2.8708
"871",1,"FFs13",0,1229776,491.9104
"872",2,"FFs13",0,11203,4.4812
"873",3,"FFs13",0,224,0.0896
"874",4,"FFs13",0,548,0.2192
"875",5,"FFs13",0,14030,5.612
"876",6,"FFs13",0,222,0.0888
"877",7,"FFs13",0,9,0.0036
"878",1,"FFs14",0,712975,285.19
"879",2,"FFs14",0,16618,6.6472
"880",3,"FFs14",0,809,0.3236
"881",4,"FFs14",0,1053,0.4212
"882",5,"FFs14",0,24258,9.7032
"883",6,"FFs14",0,575,0.23
"884",7,"FFs14",0,18042,7.2168
"885",1,"FFs15",0,2230816,892.3264
"886",2,"FFs15",0,86191,34.4764
"887",3,"FFs15",0,1511,0.6044
"888",4,"FFs15",0,9018,3.6072
"889",5,"FFs15",0,112551,45.0204
"890",6,"FFs15",0,576,0.2304
"891",7,"FFs15",0,2331,0.9324
"892",1,"FFs16",0,2533381,1013.3524
"893",2,"FFs16",0,25508,10.2032
"894",3,"FFs16",0,351,0.1404
"895",4,"FFs16",0,2007,0.8028
"896",5,"FFs16",0,16811,6.7244
"897",6,"FFs16",0,37,0.0148
"898",7,"FFs16",0,32695,13.078
"899",1,"FFs17",0,235503,94.2012
"900",2,"FFs17",0,8316,3.3264
"901",3,"FFs17",0,116,0.0464
"902",4,"FFs17",0,1023,0.4092
"903",5,"FFs17",0,5623,2.2492
"904",6,"FFs17",0,199,0.0796
"905",7,"FFs17",0,954,0.3816
"906",1,"FFs18",0,1586669,634.6676
"907",2,"FFs18",0,127945,51.178
"908",3,"FFs18",0,1521,0.6084
"909",4,"FFs18",0,3828,1.5312
"910",5,"FFs18",0,200262,80.1048
"911",6,"FFs18",0,35,0.014
"912",7,"FFs18",0,7601,3.0404
"913",1,"FFs19",0,1896497,758.5988
"914",2,"FFs19",0,229508,91.8032
"915",3,"FFs19",0,1666,0.6664
"916",4,"FFs19",0,39037,15.6148
"917",5,"FFs19",0,185979,74.3916
"918",6,"FFs19",0,581,0.2324
"919",7,"FFs19",0,575223,230.0892
"920",1,"FFs2",0,2299379,919.7516
"921",2,"FFs2",0,241186,96.4744
"922",3,"FFs2",0,3864,1.5456
"923",4,"FFs2",0,15584,6.2336
"924",5,"FFs2",0,739565,295.826
"925",6,"FFs2",0,443,0.1772
"926",7,"FFs2",0,2764,1.1056
"927",1,"FFs20",0,3214704,1285.8816
"928",2,"FFs20",0,237701,95.0804
"929",3,"FFs20",0,16571,6.6284
"930",4,"FFs20",0,59247,23.6988
"931",5,"FFs20",0,980981,392.3924
"932",6,"FFs20",0,132,0.0528
"933",7,"FFs20",0,449182,179.6728
"934",1,"FFs21",0,795097,318.0388
"935",2,"FFs21",0,362,0.1448
"936",3,"FFs21",0,72,0.0288
"937",4,"FFs21",0,62,0.0248
"938",5,"FFs21",0,256,0.1024
"939",1,"FFs22",0,962568,385.0272
"940",2,"FFs22",0,6272,2.5088
"941",3,"FFs22",0,10,0.004
"942",4,"FFs22",0,166,0.0664
"943",5,"FFs22",0,890,0.356
"944",7,"FFs22",0,3,0.0012
"945",1,"FFs23",0,2111305,844.522
"946",2,"FFs23",0,8900,3.56
"947",3,"FFs23",0,415,0.166
"948",4,"FFs23",0,905,0.362
"949",5,"FFs23",0,4553,1.8212
"950",6,"FFs23",0,10,0.004
"951",1,"FFs24",0,2688668,1075.4672
"952",2,"FFs24",0,2906,1.1624
"953",3,"FFs24",0,573,0.2292
"954",4,"FFs24",0,1047,0.4188
"955",5,"FFs24",0,1571,0.6284
"956",6,"FFs24",0,14,0.0056
"957",7,"FFs24",0,156,0.0624
"958",1,"FFs25",0,827230,330.892
"959",2,"FFs25",0,3747,1.4988
"960",3,"FFs25",0,67,0.0268
"961",4,"FFs25",0,152,0.0608
"962",5,"FFs25",0,183,0.0732
"963",1,"FFs26",0,709281,283.7124
"964",2,"FFs26",0,14515,5.806
"965",3,"FFs26",0,132,0.0528
"966",4,"FFs26",0,429,0.1716
"967",5,"FFs26",0,27308,10.9232
"968",7,"FFs26",0,132,0.0528
"969",1,"FFs27",0,5315880,2126.352
"970",2,"FFs27",0,181835,72.734
"971",3,"FFs27",0,618,0.2472
"972",4,"FFs27",0,6039,2.4156
"973",5,"FFs27",0,174792,69.9168
"974",6,"FFs27",0,155,0.062
"975",7,"FFs27",0,241965,96.786
"976",1,"FFs28",0,9060408,3624.1632
"977",2,"FFs28",0,300551,120.2204
"978",3,"FFs28",0,3736,1.4944
"979",4,"FFs28",0,61299,24.5196
"980",5,"FFs28",0,464542,185.8168
"981",6,"FFs28",0,395,0.158
"982",7,"FFs28",0,43848,17.5392
"983",1,"FFs29",0,279318,111.7272
"984",2,"FFs29",0,63727,25.4908
"985",3,"FFs29",0,340,0.136
"986",4,"FFs29",0,318017,127.2068
"987",5,"FFs29",0,91478,36.5912
"988",6,"FFs29",0,1381,0.5524
"989",7,"FFs29",0,6972,2.7888
"990",1,"FFs3",0,1151669,460.6676
"991",2,"FFs3",0,37995,15.198
"992",3,"FFs3",0,188,0.0752
"993",4,"FFs3",0,1323,0.5292
"994",5,"FFs3",0,29821,11.9284
"995",7,"FFs3",0,970,0.388
"996",1,"FFs30",0,93698,37.4792
"997",2,"FFs30",0,26,0.0104
"998",3,"FFs30",0,13,0.0052
"999",4,"FFs30",0,73,0.0292
"1000",1,"FFs31",0,126751,50.7004
"1001",2,"FFs31",0,99,0.0396
"1002",3,"FFs31",0,1,4e-04
"1003",4,"FFs31",0,12,0.0048
"1004",1,"FFs32",0,882684,353.0736
"1005",2,"FFs32",0,125436,50.1744
"1006",3,"FFs32",0,75,0.03
"1007",4,"FFs32",0,941,0.3764
"1008",5,"FFs32",0,356581,142.6324
"1009",7,"FFs32",0,17,0.0068
"1010",1,"FFs4",0,5506322,2202.5288
"1011",2,"FFs4",0,240833,96.3332
"1012",3,"FFs4",0,7067,2.8268
"1013",4,"FFs4",0,10077,4.0308
"1014",5,"FFs4",0,453945,181.578
"1015",6,"FFs4",0,290,0.116
"1016",7,"FFs4",0,5162,2.0648
"1017",1,"FFs5",0,2590797,1036.3188
"1018",2,"FFs5",0,99440,39.776
"1019",3,"FFs5",0,11865,4.746
"1020",4,"FFs5",0,4865,1.946
"1021",5,"FFs5",0,85402,34.1608
"1022",6,"FFs5",0,253,0.1012
"1023",7,"FFs5",0,5590,2.236
"1024",1,"FFs6",0,902172,360.8688
"1025",2,"FFs6",0,40974,16.3896
"1026",3,"FFs6",0,1502,0.6008
"1027",4,"FFs6",0,5620,2.248
"1028",5,"FFs6",0,73953,29.5812
"1029",6,"FFs6",0,402,0.1608
"1030",7,"FFs6",0,2235,0.894
"1031",1,"FFs7",0,919411,367.7644
"1032",2,"FFs7",0,12982,5.1928
"1033",3,"FFs7",0,4652,1.8608
"1034",4,"FFs7",0,1195,0.478
"1035",5,"FFs7",0,36892,14.7568
"1036",6,"FFs7",0,40,0.016
"1037",7,"FFs7",0,1060,0.424
"1038",1,"FFs8",0,768368,307.3472
"1039",2,"FFs8",0,3040,1.216
"1040",3,"FFs8",0,424,0.1696
"1041",4,"FFs8",0,1055,0.422
"1042",5,"FFs8",0,4905,1.962
"1043",6,"FFs8",0,56,0.0224
"1044",7,"FFs8",0,159,0.0636
"1045",1,"FFs9",0,507512,203.0048
"1046",2,"FFs9",0,12929,5.1716
"1047",3,"FFs9",0,869,0.3476
"1048",4,"FFs9",0,18499,7.3996
"1049",5,"FFs9",0,374,0.1496
"1050",6,"FFs9",0,23,0.0092
"1051",7,"FFs9",0,6957,2.7828
"1052",1,"FFt1",0,983751,393.5004
"1053",2,"FFt1",0,8973,3.5892
"1054",3,"FFt1",0,237,0.0948
"1055",4,"FFt1",0,513,0.2052
"1056",5,"FFt1",0,13129,5.2516
"1057",6,"FFt1",0,4,0.0016
"1058",7,"FFt1",0,64,0.0256
"1059",1,"FFt2",0,407104,162.8416
"1060",2,"FFt2",0,18966,7.5864
"1061",3,"FFt2",0,83,0.0332
"1062",4,"FFt2",0,5639,2.2556
"1063",5,"FFt2",0,47203,18.8812
"1064",6,"FFt2",0,57,0.0228
"1065",7,"FFt2",0,51,0.0204
"1066",1,"FOa1",0,330107,132.0428
"1067",2,"FOa1",0,25385,10.154
"1068",3,"FOa1",0,1558,0.6232
"1069",4,"FOa1",0,527,0.2108
"1070",5,"FOa1",0,79330,31.732
"1071",7,"FOa1",0,16,0.0064
"1072",1,"FOa2",0,180047,72.0188
"1073",2,"FOa2",0,51791,20.7164
"1074",3,"FOa2",0,192,0.0768
"1075",4,"FOa2",0,3447,1.3788
"1076",5,"FOa2",0,11005,4.402
"1077",6,"FOa2",0,36,0.0144
"1078",7,"FOa2",0,2037,0.8148
"1079",1,"FOa3",0,51326,20.5304
"1080",2,"FOa3",0,3193,1.2772
"1081",3,"FOa3",0,308,0.1232
"1082",4,"FOa3",0,4491,1.7964
"1083",5,"FOa3",0,66,0.0264
"1084",6,"FOa3",0,67,0.0268
"1085",7,"FOa3",0,3,0.0012
"1086",1,"FOz1",0,1553428,621.3712
"1087",2,"FOz1",0,331247,132.4988
"1088",3,"FOz1",0,199,0.0796
"1089",4,"FOz1",0,2875,1.15
"1090",5,"FOz1",0,30638,12.2552
"1091",6,"FOz1",0,2,8e-04
"1092",7,"FOz1",0,15225,6.09
"1093",1,"FOz2",0,447914,179.1656
"1094",2,"FOz2",0,70549,28.2196
"1095",3,"FOz2",0,23,0.0092
"1096",4,"FOz2",0,319,0.1276
"1097",5,"FOz2",0,115,0.046
"1098",6,"FOz2",0,1,4e-04
"1099",7,"FOz2",0,6519,2.6076
"1100",1,"FOz3",0,2192752,877.1008
"1101",2,"FOz3",0,420671,168.2684
"1102",3,"FOz3",0,78,0.0312
"1103",4,"FOz3",0,1423,0.5692
"1104",5,"FOz3",0,1129,0.4516
"1105",6,"FOz3",0,2,8e-04
"1106",7,"FOz3",0,14743,5.8972
"1107",1,"FOz4",0,718266,287.3064
"1108",2,"FOz4",0,230319,92.1276
"1109",3,"FOz4",0,35,0.014
"1110",4,"FOz4",0,53,0.0212
"1111",5,"FOz4",0,1122,0.4488
"1112",7,"FOz4",0,15491,6.1964
"1113",1,"FOz5",0,2353095,941.238
"1114",2,"FOz5",0,161769,64.7076
"1115",3,"FOz5",0,334,0.1336
"1116",4,"FOz5",0,5682,2.2728
"1117",5,"FOz5",0,33750,13.5
"1118",6,"FOz5",0,312,0.1248
"1119",7,"FOz5",0,4068,1.6272
"1120",NA,"FOz5",0,58,0.0232
"1121",1,"FOz6",0,376401,150.5604
"1122",2,"FOz6",0,32639,13.0556
"1123",4,"FOz6",0,460,0.184
"1124",5,"FOz6",0,52629,21.0516
"1125",7,"FOz6",0,29,0.0116
"1126",1,"FOz7",0,1277141,510.8564
"1127",2,"FOz7",0,305656,122.2624
"1128",3,"FOz7",0,1833,0.7332
"1129",4,"FOz7",0,52402,20.9608
"1130",5,"FOz7",0,17826,7.1304
"1131",6,"FOz7",0,20678,8.2712
"1132",7,"FOz7",0,10432,4.1728
"1133",NA,"FOz7",0,173,0.0692
"1134",1,"FOz8",0,609694,243.8776
"1135",2,"FOz8",0,40272,16.1088
"1136",3,"FOz8",0,448,0.1792
"1137",4,"FOz8",0,5907,2.3628
"1138",5,"FOz8",0,6322,2.5288
"1139",7,"FOz8",0,105,0.042
"1140",1,"FOz9",0,203151,81.2604
"1141",2,"FOz9",0,288,0.1152
"1142",3,"FOz9",0,5,0.002
"1143",4,"FOz9",0,1,4e-04
"1144",5,"FOz9",0,667,0.2668
"1145",1,"FRa1",0,390396,156.1584
"1146",2,"FRa1",0,195595,78.238
"1147",3,"FRa1",0,19802,7.9208
"1148",4,"FRa1",0,73801,29.5204
"1149",5,"FRa1",0,505015,202.006
"1150",6,"FRa1",0,625,0.25
"1151",7,"FRa1",0,2256,0.9024
"1152",1,"FRa2",0,77967,31.1868
"1153",2,"FRa2",0,15642,6.2568
"1154",3,"FRa2",0,167,0.0668
"1155",4,"FRa2",0,3676,1.4704
"1156",5,"FRa2",0,44589,17.8356
"1157",7,"FRa2",0,204,0.0816
"1158",1,"FRc1",0,28791,11.5164
"1159",2,"FRc1",0,30016,12.0064
"1160",3,"FRc1",0,663,0.2652
"1161",4,"FRc1",0,5924,2.3696
"1162",5,"FRc1",0,179555,71.822
"1163",6,"FRc1",0,530,0.212
"1164",7,"FRc1",0,1214,0.4856
"1165",1,"FRc2",0,66581,26.6324
"1166",2,"FRc2",0,51546,20.6184
"1167",3,"FRc2",0,428,0.1712
"1168",4,"FRc2",0,6118,2.4472
"1169",5,"FRc2",0,385989,154.3956
"1170",6,"FRc2",0,868,0.3472
"1171",7,"FRc2",0,1216,0.4864
"1172",1,"FRd1",0,492889,197.1556
"1173",2,"FRd1",0,26901,10.7604
"1174",3,"FRd1",0,1643,0.6572
"1175",4,"FRd1",0,903,0.3612
"1176",5,"FRd1",0,25548,10.2192
"1177",6,"FRd1",0,46,0.0184
"1178",7,"FRd1",0,542,0.2168
"1179",1,"FRd2",0,1409443,563.7772
"1180",2,"FRd2",0,16834,6.7336
"1181",3,"FRd2",0,689,0.2756
"1182",4,"FRd2",0,665,0.266
"1183",5,"FRd2",0,14293,5.7172
"1184",6,"FRd2",0,14,0.0056
"1185",1,"FRg1",0,630932,252.3728
"1186",2,"FRg1",0,46600,18.64
"1187",3,"FRg1",0,106,0.0424
"1188",4,"FRg1",0,1527,0.6108
"1189",5,"FRg1",0,83521,33.4084
"1190",6,"FRg1",0,35,0.014
"1191",1,"FRg2",0,315879,126.3516
"1192",2,"FRg2",0,312522,125.0088
"1193",3,"FRg2",0,12302,4.9208
"1194",4,"FRg2",0,123754,49.5016
"1195",5,"FRg2",0,1489807,595.9228
"1196",6,"FRg2",0,2108,0.8432
"1197",7,"FRg2",0,16671,6.6684
"1198",1,"FRg3",0,46457,18.5828
"1199",2,"FRg3",0,481,0.1924
"1200",4,"FRg3",0,16,0.0064
"1201",5,"FRg3",0,306,0.1224
"1202",7,"FRg3",0,7,0.0028
"1203",1,"FRl1",0,1067873,427.1492
"1204",2,"FRl1",0,68426,27.3704
"1205",3,"FRl1",0,3554,1.4216
"1206",4,"FRl1",0,4906,1.9624
"1207",5,"FRl1",0,93785,37.514
"1208",6,"FRl1",0,42,0.0168
"1209",7,"FRl1",0,397,0.1588
"1210",1,"FRs1",0,463039,185.2156
"1211",2,"FRs1",0,15269,6.1076
"1212",3,"FRs1",0,61,0.0244
"1213",4,"FRs1",0,274,0.1096
"1214",5,"FRs1",0,10286,4.1144
"1215",7,"FRs1",0,127,0.0508
"1216",1,"FRs10",0,6255,2.502
"1217",2,"FRs10",0,5793,2.3172
"1218",3,"FRs10",0,109,0.0436
"1219",4,"FRs10",0,49764,19.9056
"1220",7,"FRs10",0,1166,0.4664
"1221",1,"FRs11",0,334020,133.608
"1222",2,"FRs11",0,232442,92.9768
"1223",3,"FRs11",0,60294,24.1176
"1224",4,"FRs11",0,35002,14.0008
"1225",5,"FRs11",0,2245714,898.2856
"1226",6,"FRs11",0,375,0.15
"1227",7,"FRs11",0,12271,4.9084
"1228",1,"FRs12",0,450100,180.04
"1229",2,"FRs12",0,317136,126.8544
"1230",3,"FRs12",0,4016,1.6064
"1231",4,"FRs12",0,39668,15.8672
"1232",5,"FRs12",0,4199222,1679.6888
"1233",6,"FRs12",0,557,0.2228
"1234",7,"FRs12",0,9948,3.9792
"1235",1,"FRs13",0,884690,353.876
"1236",2,"FRs13",0,565821,226.3284
"1237",3,"FRs13",0,2920,1.168
"1238",4,"FRs13",0,44430,17.772
"1239",5,"FRs13",0,5247068,2098.8272
"1240",6,"FRs13",0,3327,1.3308
"1241",7,"FRs13",0,6918,2.7672
"1242",1,"FRs14",0,689314,275.7256
"1243",2,"FRs14",0,213169,85.2676
"1244",3,"FRs14",0,1375,0.55
"1245",4,"FRs14",0,20681,8.2724
"1246",5,"FRs14",0,1088948,435.5792
"1247",6,"FRs14",0,2315,0.926
"1248",7,"FRs14",0,408,0.1632
"1249",1,"FRs15",0,659598,263.8392
"1250",2,"FRs15",0,15693,6.2772
"1251",3,"FRs15",0,543,0.2172
"1252",4,"FRs15",0,1632,0.6528
"1253",5,"FRs15",0,12057,4.8228
"1254",7,"FRs15",0,392,0.1568
"1255",1,"FRs16",0,2737240,1094.896
"1256",2,"FRs16",0,165373,66.1492
"1257",3,"FRs16",0,3345,1.338
"1258",4,"FRs16",0,13928,5.5712
"1259",5,"FRs16",0,425762,170.3048
"1260",6,"FRs16",0,269,0.1076
"1261",7,"FRs16",0,77,0.0308
"1262",1,"FRs17",0,138713,55.4852
"1263",2,"FRs17",0,65766,26.3064
"1264",3,"FRs17",0,6007,2.4028
"1265",4,"FRs17",0,17371,6.9484
"1266",5,"FRs17",0,255721,102.2884
"1267",6,"FRs17",0,131,0.0524
"1268",7,"FRs17",0,4457,1.7828
"1269",1,"FRs18",0,296691,118.6764
"1270",2,"FRs18",0,44,0.0176
"1271",3,"FRs18",0,1,4e-04
"1272",4,"FRs18",0,4,0.0016
"1273",5,"FRs18",0,66,0.0264
"1274",1,"FRs19",0,359530,143.812
"1275",2,"FRs19",0,81353,32.5412
"1276",3,"FRs19",0,5633,2.2532
"1277",4,"FRs19",0,29288,11.7152
"1278",5,"FRs19",0,420065,168.026
"1279",6,"FRs19",0,1888,0.7552
"1280",7,"FRs19",0,9,0.0036
"1281",1,"FRs2",0,257685,103.074
"1282",2,"FRs2",0,85889,34.3556
"1283",3,"FRs2",0,133,0.0532
"1284",4,"FRs2",0,4603,1.8412
"1285",5,"FRs2",0,192307,76.9228
"1286",6,"FRs2",0,65,0.026
"1287",7,"FRs2",0,618,0.2472
"1288",1,"FRs20",0,26459,10.5836
"1289",2,"FRs20",0,17127,6.8508
"1290",3,"FRs20",0,3355,1.342
"1291",4,"FRs20",0,8815,3.526
"1292",5,"FRs20",0,58104,23.2416
"1293",6,"FRs20",0,29,0.0116
"1294",7,"FRs20",0,750,0.3
"1295",1,"FRs3",0,7863301,3145.3204
"1296",2,"FRs3",0,87148,34.8592
"1297",3,"FRs3",0,8421,3.3684
"1298",4,"FRs3",0,6152,2.4608
"1299",5,"FRs3",0,68882,27.5528
"1300",6,"FRs3",0,570,0.228
"1301",7,"FRs3",0,390,0.156
"1302",1,"FRs4",0,519680,207.872
"1303",2,"FRs4",0,206685,82.674
"1304",3,"FRs4",0,19024,7.6096
"1305",4,"FRs4",0,29617,11.8468
"1306",5,"FRs4",0,440238,176.0952
"1307",6,"FRs4",0,78,0.0312
"1308",7,"FRs4",0,1168,0.4672
"1309",1,"FRs5",0,2997474,1198.9896
"1310",2,"FRs5",0,81964,32.7856
"1311",3,"FRs5",0,1484,0.5936
"1312",4,"FRs5",0,2887,1.1548
"1313",5,"FRs5",0,6665,2.666
"1314",6,"FRs5",0,267,0.1068
"1315",7,"FRs5",0,160,0.064
"1316",1,"FRs6",0,4520660,1808.264
"1317",2,"FRs6",0,395933,158.3732
"1318",3,"FRs6",0,7864,3.1456
"1319",4,"FRs6",0,18924,7.5696
"1320",5,"FRs6",0,288842,115.5368
"1321",6,"FRs6",0,1619,0.6476
"1322",7,"FRs6",0,163,0.0652
"1323",1,"FRs7",0,3210855,1284.342
"1324",2,"FRs7",0,350980,140.392
"1325",3,"FRs7",0,10681,4.2724
"1326",4,"FRs7",0,31405,12.562
"1327",5,"FRs7",0,376727,150.6908
"1328",6,"FRs7",0,346,0.1384
"1329",7,"FRs7",0,2405,0.962
"1330",1,"FRs8",0,1512245,604.898
"1331",2,"FRs8",0,353735,141.494
"1332",3,"FRs8",0,15471,6.1884
"1333",4,"FRs8",0,41095,16.438
"1334",5,"FRs8",0,612671,245.0684
"1335",6,"FRs8",0,3826,1.5304
"1336",7,"FRs8",0,26915,10.766
"1337",1,"FRs9",0,1070708,428.2832
"1338",2,"FRs9",0,979499,391.7996
"1339",3,"FRs9",0,40082,16.0328
"1340",4,"FRs9",0,322088,128.8352
"1341",5,"FRs9",0,9707239,3882.8956
"1342",6,"FRs9",0,26097,10.4388
"1343",7,"FRs9",0,43752,17.5008
"1344",1,"FS1",0,583803,233.5212
"1345",2,"FS1",0,142343,56.9372
