"","LC","T_MAPCODE","niaps_arc","n","km2"
"6946",7,"CB2",3,2122,0.8488
"6947",1,"CB3",3,127146,50.8584
"6948",2,"CB3",3,86344,34.5376
"6949",3,"CB3",3,236,0.0944
"6950",4,"CB3",3,2737,1.0948
"6951",5,"CB3",3,3273,1.3092
"6952",6,"CB3",3,8,0.0032
"6953",7,"CB3",3,5493,2.1972
"6954",1,"CB4",3,19097,7.6388
"6955",2,"CB4",3,4627,1.8508
"6956",3,"CB4",3,18,0.0072
"6957",4,"CB4",3,136,0.0544
"6958",5,"CB4",3,243,0.0972
"6959",7,"CB4",3,1154,0.4616
"6960",1,"CB5",3,19125,7.65
"6961",2,"CB5",3,4571,1.8284
"6962",3,"CB5",3,2,8e-04
"6963",4,"CB5",3,56,0.0224
"6964",5,"CB5",3,21,0.0084
"6965",7,"CB5",3,1736,0.6944
"6966",1,"CB6",3,99106,39.6424
"6967",2,"CB6",3,61325,24.53
"6968",3,"CB6",3,15,0.006
"6969",4,"CB6",3,450,0.18
"6970",5,"CB6",3,500,0.2
"6971",6,"CB6",3,17,0.0068
"6972",7,"CB6",3,1434,0.5736
"6973",1,"Dg10",3,77,0.0308
"6974",1,"Dg9",3,265,0.106
"6975",2,"Dg9",3,7,0.0028
"6976",1,"FFa1",3,276,0.1104
"6977",2,"FFa1",3,121,0.0484
"6978",5,"FFa1",3,9,0.0036
"6979",1,"FFa2",3,12301,4.9204
"6980",2,"FFa2",3,1786,0.7144
"6981",3,"FFa2",3,20,0.008
"6982",4,"FFa2",3,95,0.038
"6983",5,"FFa2",3,93,0.0372
"6984",7,"FFa2",3,1243,0.4972
"6985",1,"FFa3",3,3350,1.34
"6986",2,"FFa3",3,1246,0.4984
"6987",3,"FFa3",3,5,0.002
"6988",4,"FFa3",3,31,0.0124
"6989",5,"FFa3",3,42,0.0168
"6990",7,"FFa3",3,606,0.2424
"6991",1,"FFa4",3,42,0.0168
"6992",2,"FFa4",3,489,0.1956
"6993",4,"FFa4",3,39,0.0156
"6994",5,"FFa4",3,1,4e-04
"6995",1,"FFb1",3,818,0.3272
"6996",5,"FFb1",3,7,0.0028
"6997",1,"FFb2",3,5841,2.3364
"6998",2,"FFb2",3,45,0.018
"6999",3,"FFb2",3,1,4e-04
"7000",1,"FFb4",3,330,0.132
"7001",2,"FFb4",3,26,0.0104
"7002",5,"FFb4",3,6,0.0024
"7003",1,"FFb5",3,19,0.0076
"7004",1,"FFb6",3,1223,0.4892
"7005",2,"FFb6",3,129,0.0516
"7006",4,"FFb6",3,3,0.0012
"7007",5,"FFb6",3,18,0.0072
"7008",7,"FFb6",3,116,0.0464
"7009",1,"FFc1",3,12094,4.8376
"7010",2,"FFc1",3,2640,1.056
"7011",3,"FFc1",3,34,0.0136
"7012",4,"FFc1",3,330,0.132
"7013",5,"FFc1",3,353,0.1412
"7014",7,"FFc1",3,1250,0.5
"7015",1,"FFd10",3,3637,1.4548
"7016",2,"FFd10",3,563,0.2252
"7017",4,"FFd10",3,55,0.022
"7018",5,"FFd10",3,22,0.0088
"7019",7,"FFd10",3,230,0.092
"7020",1,"FFd11",3,1171,0.4684
"7021",2,"FFd11",3,218,0.0872
"7022",4,"FFd11",3,17,0.0068
"7023",5,"FFd11",3,27,0.0108
"7024",1,"FFd2",3,2681,1.0724
"7025",2,"FFd2",3,1185,0.474
"7026",3,"FFd2",3,2,8e-04
"7027",4,"FFd2",3,20,0.008
"7028",5,"FFd2",3,85,0.034
"7029",7,"FFd2",3,87,0.0348
"7030",1,"FFd3",3,9020,3.608
"7031",2,"FFd3",3,755,0.302
"7032",3,"FFd3",3,4,0.0016
"7033",4,"FFd3",3,22,0.0088
"7034",7,"FFd3",3,16,0.0064
"7035",1,"FFd4",3,15149,6.0596
"7036",2,"FFd4",3,3652,1.4608
"7037",3,"FFd4",3,3,0.0012
"7038",4,"FFd4",3,158,0.0632
"7039",5,"FFd4",3,87,0.0348
"7040",6,"FFd4",3,52,0.0208
"7041",7,"FFd4",3,514,0.2056
"7042",1,"FFd5",3,5219,2.0876
"7043",2,"FFd5",3,1311,0.5244
"7044",3,"FFd5",3,2,8e-04
"7045",4,"FFd5",3,127,0.0508
"7046",5,"FFd5",3,103,0.0412
"7047",6,"FFd5",3,1,4e-04
"7048",7,"FFd5",3,534,0.2136
"7049",1,"FFd6",3,1557,0.6228
"7050",2,"FFd6",3,544,0.2176
"7051",4,"FFd6",3,22,0.0088
"7052",7,"FFd6",3,5,0.002
"7053",1,"FFd7",3,1831,0.7324
"7054",2,"FFd7",3,774,0.3096
"7055",4,"FFd7",3,32,0.0128
"7056",5,"FFd7",3,15,0.006
"7057",1,"FFd8",3,624,0.2496
"7058",2,"FFd8",3,261,0.1044
"7059",3,"FFd8",3,13,0.0052
"7060",4,"FFd8",3,4,0.0016
"7061",5,"FFd8",3,22,0.0088
"7062",7,"FFd8",3,45,0.018
"7063",1,"FFd9",3,4056,1.6224
"7064",2,"FFd9",3,2486,0.9944
"7065",4,"FFd9",3,25,0.01
"7066",5,"FFd9",3,20,0.008
"7067",6,"FFd9",3,2,8e-04
"7068",7,"FFd9",3,564,0.2256
"7069",1,"FFf1",3,9800,3.92
"7070",2,"FFf1",3,4001,1.6004
"7071",3,"FFf1",3,11,0.0044
"7072",4,"FFf1",3,93,0.0372
"7073",5,"FFf1",3,126,0.0504
"7074",7,"FFf1",3,569,0.2276
"7075",1,"FFf2",3,687,0.2748
"7076",2,"FFf2",3,180,0.072
"7077",3,"FFf2",3,5,0.002
"7078",5,"FFf2",3,2,8e-04
"7079",1,"FFg2",3,14444,5.7776
"7080",2,"FFg2",3,578,0.2312
"7081",3,"FFg2",3,12,0.0048
"7082",4,"FFg2",3,28,0.0112
"7083",5,"FFg2",3,36,0.0144
"7084",7,"FFg2",3,851,0.3404
"7085",1,"FFg3",3,577,0.2308
"7086",2,"FFg3",3,1122,0.4488
"7087",3,"FFg3",3,7,0.0028
"7088",4,"FFg3",3,138,0.0552
"7089",5,"FFg3",3,6,0.0024
"7090",7,"FFg3",3,2180,0.872
"7091",1,"FFg4",3,15,0.006
"7092",1,"FFg5",3,7514,3.0056
"7093",2,"FFg5",3,1279,0.5116
"7094",3,"FFg5",3,7,0.0028
"7095",4,"FFg5",3,58,0.0232
"7096",5,"FFg5",3,8,0.0032
"7097",6,"FFg5",3,5,0.002
"7098",7,"FFg5",3,64,0.0256
"7099",1,"FFh1",3,215,0.086
"7100",2,"FFh1",3,48,0.0192
"7101",4,"FFh1",3,6,0.0024
"7102",5,"FFh1",3,3,0.0012
"7103",7,"FFh1",3,62,0.0248
"7104",1,"FFh10",3,12872,5.1488
"7105",2,"FFh10",3,118,0.0472
"7106",5,"FFh10",3,10,0.004
"7107",1,"FFh3",3,2145,0.858
"7108",2,"FFh3",3,591,0.2364
"7109",1,"FFh4",3,13569,5.4276
"7110",2,"FFh4",3,1617,0.6468
"7111",3,"FFh4",3,16,0.0064
"7112",4,"FFh4",3,11,0.0044
"7113",5,"FFh4",3,95,0.038
"7114",7,"FFh4",3,288,0.1152
"7115",1,"FFh5",3,414,0.1656
"7116",2,"FFh5",3,274,0.1096
"7117",3,"FFh5",3,5,0.002
"7118",4,"FFh5",3,15,0.006
"7119",5,"FFh5",3,2,8e-04
"7120",7,"FFh5",3,95,0.038
"7121",1,"FFh6",3,3070,1.228
"7122",2,"FFh6",3,1015,0.406
"7123",3,"FFh6",3,7,0.0028
"7124",4,"FFh6",3,60,0.024
"7125",5,"FFh6",3,78,0.0312
"7126",7,"FFh6",3,1202,0.4808
"7127",1,"FFh7",3,9776,3.9104
"7128",2,"FFh7",3,813,0.3252
"7129",3,"FFh7",3,3,0.0012
"7130",4,"FFh7",3,17,0.0068
"7131",5,"FFh7",3,22,0.0088
"7132",7,"FFh7",3,40,0.016
"7133",1,"FFh8",3,472,0.1888
"7134",2,"FFh8",3,240,0.096
"7135",3,"FFh8",3,7,0.0028
"7136",4,"FFh8",3,29,0.0116
"7137",5,"FFh8",3,32,0.0128
"7138",7,"FFh8",3,335,0.134
"7139",1,"FFh9",3,13420,5.368
"7140",2,"FFh9",3,2184,0.8736
"7141",3,"FFh9",3,27,0.0108
"7142",4,"FFh9",3,226,0.0904
"7143",5,"FFh9",3,169,0.0676
"7144",7,"FFh9",3,500,0.2
"7145",1,"FFl1",3,9327,3.7308
"7146",2,"FFl1",3,278,0.1112
"7147",4,"FFl1",3,16,0.0064
"7148",1,"FFl2",3,2528,1.0112
"7149",2,"FFl2",3,20,0.008
"7150",3,"FFl2",3,7,0.0028
"7151",1,"FFl3",3,7512,3.0048
"7152",2,"FFl3",3,488,0.1952
"7153",4,"FFl3",3,45,0.018
"7154",5,"FFl3",3,38,0.0152
"7155",1,"FFq2",3,162,0.0648
"7156",2,"FFq2",3,129,0.0516
"7157",4,"FFq2",3,1,4e-04
"7158",1,"FFq3",3,388,0.1552
"7159",1,"FFq4",3,209,0.0836
"7160",2,"FFq4",3,15,0.006
"7161",1,"FFq5",3,990,0.396
"7162",1,"FFq6",3,5938,2.3752
"7163",2,"FFq6",3,46,0.0184
"7164",4,"FFq6",3,1,4e-04
"7165",7,"FFq6",3,4,0.0016
"7166",1,"FFs1",3,54,0.0216
"7167",2,"FFs1",3,6,0.0024
"7168",5,"FFs1",3,8,0.0032
"7169",1,"FFs10",3,34784,13.9136
"7170",2,"FFs10",3,220,0.088
"7171",3,"FFs10",3,3,0.0012
"7172",4,"FFs10",3,12,0.0048
"7173",5,"FFs10",3,47,0.0188
"7174",7,"FFs10",3,49,0.0196
"7175",1,"FFs11",3,8454,3.3816
"7176",2,"FFs11",3,2477,0.9908
"7177",3,"FFs11",3,6,0.0024
"7178",4,"FFs11",3,33,0.0132
"7179",5,"FFs11",3,38,0.0152
"7180",7,"FFs11",3,1521,0.6084
"7181",1,"FFs12",3,34369,13.7476
"7182",2,"FFs12",3,4177,1.6708
"7183",3,"FFs12",3,3,0.0012
"7184",4,"FFs12",3,62,0.0248
"7185",5,"FFs12",3,42,0.0168
"7186",6,"FFs12",3,1,4e-04
"7187",7,"FFs12",3,25,0.01
"7188",1,"FFs13",3,294,0.1176
"7189",2,"FFs13",3,39,0.0156
"7190",5,"FFs13",3,1,4e-04
"7191",1,"FFs14",3,11769,4.7076
"7192",2,"FFs14",3,209,0.0836
"7193",4,"FFs14",3,10,0.004
"7194",5,"FFs14",3,12,0.0048
"7195",6,"FFs14",3,24,0.0096
"7196",7,"FFs14",3,257,0.1028
"7197",1,"FFs15",3,1215,0.486
"7198",2,"FFs15",3,180,0.072
"7199",4,"FFs15",3,4,0.0016
"7200",5,"FFs15",3,12,0.0048
"7201",7,"FFs15",3,5,0.002
"7202",1,"FFs16",3,5003,2.0012
"7203",2,"FFs16",3,60,0.024
"7204",3,"FFs16",3,3,0.0012
"7205",7,"FFs16",3,6,0.0024
"7206",1,"FFs17",3,2172,0.8688
"7207",2,"FFs17",3,375,0.15
"7208",4,"FFs17",3,8,0.0032
"7209",5,"FFs17",3,4,0.0016
"7210",7,"FFs17",3,5,0.002
"7211",1,"FFs18",3,12598,5.0392
"7212",2,"FFs18",3,282,0.1128
"7213",3,"FFs18",3,2,8e-04
"7214",4,"FFs18",3,19,0.0076
"7215",5,"FFs18",3,34,0.0136
"7216",7,"FFs18",3,1368,0.5472
"7217",1,"FFs19",3,25637,10.2548
"7218",2,"FFs19",3,2487,0.9948
"7219",3,"FFs19",3,1,4e-04
"7220",4,"FFs19",3,67,0.0268
"7221",5,"FFs19",3,70,0.028
"7222",7,"FFs19",3,12027,4.8108
"7223",1,"FFs2",3,2388,0.9552
"7224",2,"FFs2",3,250,0.1
"7225",4,"FFs2",3,19,0.0076
"7226",5,"FFs2",3,65,0.026
"7227",1,"FFs20",3,32017,12.8068
"7228",2,"FFs20",3,2539,1.0156
"7229",3,"FFs20",3,19,0.0076
"7230",4,"FFs20",3,47,0.0188
"7231",5,"FFs20",3,236,0.0944
"7232",7,"FFs20",3,663,0.2652
"7233",1,"FFs24",3,1791,0.7164
"7234",2,"FFs24",3,21,0.0084
"7235",3,"FFs24",3,1,4e-04
"7236",4,"FFs24",3,1,4e-04
"7237",1,"FFs26",3,279,0.1116
"7238",1,"FFs27",3,848,0.3392
"7239",2,"FFs27",3,120,0.048
"7240",3,"FFs27",3,5,0.002
"7241",4,"FFs27",3,1,4e-04
"7242",7,"FFs27",3,27,0.0108
"7243",1,"FFs28",3,7557,3.0228
"7244",2,"FFs28",3,419,0.1676
"7245",4,"FFs28",3,32,0.0128
"7246",5,"FFs28",3,26,0.0104
"7247",7,"FFs28",3,68,0.0272
"7248",1,"FFs29",3,12896,5.1584
"7249",2,"FFs29",3,3515,1.406
"7250",3,"FFs29",3,2,8e-04
"7251",4,"FFs29",3,758,0.3032
"7252",5,"FFs29",3,140,0.056
"7253",7,"FFs29",3,1057,0.4228
"7254",1,"FFs3",3,669,0.2676
"7255",2,"FFs3",3,48,0.0192
"7256",1,"FFs32",3,167,0.0668
"7257",2,"FFs32",3,27,0.0108
"7258",5,"FFs32",3,5,0.002
"7259",1,"FFs4",3,6151,2.4604
"7260",2,"FFs4",3,110,0.044
"7261",4,"FFs4",3,8,0.0032
"7262",5,"FFs4",3,11,0.0044
"7263",1,"FFs5",3,11921,4.7684
"7264",2,"FFs5",3,222,0.0888
"7265",3,"FFs5",3,1,4e-04
"7266",4,"FFs5",3,11,0.0044
"7267",5,"FFs5",3,27,0.0108
"7268",1,"FFs6",3,2567,1.0268
"7269",2,"FFs6",3,529,0.2116
"7270",3,"FFs6",3,5,0.002
"7271",4,"FFs6",3,19,0.0076
"7272",5,"FFs6",3,27,0.0108
"7273",7,"FFs6",3,270,0.108
"7274",1,"FFs7",3,1126,0.4504
"7275",2,"FFs7",3,104,0.0416
"7276",3,"FFs7",3,21,0.0084
"7277",4,"FFs7",3,1,4e-04
"7278",5,"FFs7",3,14,0.0056
"7279",1,"FFs8",3,2473,0.9892
"7280",2,"FFs8",3,2,8e-04
"7281",5,"FFs8",3,1,4e-04
"7282",1,"FFs9",3,230,0.092
"7283",2,"FFs9",3,223,0.0892
"7284",7,"FFs9",3,314,0.1256
"7285",1,"FFt1",3,131,0.0524
"7286",2,"FFt1",3,2,8e-04
"7287",1,"FFt2",3,4064,1.6256
"7288",2,"FFt2",3,1,4e-04
"7289",4,"FFt2",3,9,0.0036
"7290",5,"FFt2",3,3,0.0012
"7291",1,"FOa1",3,662,0.2648
"7292",2,"FOa1",3,64,0.0256
"7293",3,"FOa1",3,6,0.0024
"7294",4,"FOa1",3,1,4e-04
"7295",5,"FOa1",3,7,0.0028
"7296",1,"FOa2",3,440,0.176
"7297",2,"FOa2",3,188,0.0752
"7298",4,"FOa2",3,2,8e-04
"7299",7,"FOa2",3,6,0.0024
"7300",1,"FOa3",3,2,8e-04
"7301",2,"FOa3",3,1,4e-04
"7302",4,"FOa3",3,11,0.0044
"7303",1,"FOz1",3,567,0.2268
"7304",2,"FOz1",3,158,0.0632
"7305",4,"FOz1",3,2,8e-04
"7306",5,"FOz1",3,2,8e-04
"7307",7,"FOz1",3,72,0.0288
"7308",1,"FOz2",3,582,0.2328
"7309",2,"FOz2",3,23,0.0092
"7310",7,"FOz2",3,7,0.0028
"7311",1,"FOz3",3,982,0.3928
"7312",2,"FOz3",3,190,0.076
"7313",5,"FOz3",3,1,4e-04
"7314",7,"FOz3",3,42,0.0168
"7315",1,"FOz4",3,501,0.2004
"7316",2,"FOz4",3,359,0.1436
"7317",4,"FOz4",3,1,4e-04
"7318",7,"FOz4",3,85,0.034
"7319",1,"FOz5",3,2041,0.8164
"7320",2,"FOz5",3,217,0.0868
"7321",5,"FOz5",3,4,0.0016
"7322",7,"FOz5",3,13,0.0052
"7323",1,"FOz6",3,9,0.0036
"7324",2,"FOz6",3,1,4e-04
"7325",1,"FOz7",3,2100,0.84
"7326",2,"FOz7",3,594,0.2376
"7327",4,"FOz7",3,6,0.0024
"7328",5,"FOz7",3,4,0.0016
"7329",6,"FOz7",3,1,4e-04
"7330",7,"FOz7",3,40,0.016
"7331",1,"FOz8",3,124,0.0496
"7332",2,"FOz8",3,6,0.0024
"7333",1,"FRa1",3,4976,1.9904
"7334",2,"FRa1",3,1928,0.7712
"7335",3,"FRa1",3,32,0.0128
"7336",4,"FRa1",3,155,0.062
"7337",5,"FRa1",3,312,0.1248
"7338",6,"FRa1",3,4,0.0016
"7339",7,"FRa1",3,191,0.0764
"7340",1,"FRa2",3,328,0.1312
"7341",2,"FRa2",3,3,0.0012
"7342",4,"FRa2",3,10,0.004
"7343",1,"FRc1",3,90,0.036
"7344",2,"FRc1",3,143,0.0572
"7345",4,"FRc1",3,1,4e-04
"7346",5,"FRc1",3,28,0.0112
"7347",1,"FRc2",3,344,0.1376
"7348",2,"FRc2",3,176,0.0704
"7349",4,"FRc2",3,3,0.0012
"7350",5,"FRc2",3,22,0.0088
"7351",7,"FRc2",3,58,0.0232
"7352",1,"FRd2",3,103,0.0412
"7353",1,"FRg2",3,4123,1.6492
"7354",2,"FRg2",3,1279,0.5116
"7355",3,"FRg2",3,1,4e-04
"7356",4,"FRg2",3,329,0.1316
"7357",5,"FRg2",3,120,0.048
"7358",7,"FRg2",3,267,0.1068
"7359",1,"FRg3",3,548,0.2192
"7360",2,"FRg3",3,35,0.014
"7361",4,"FRg3",3,1,4e-04
"7362",5,"FRg3",3,8,0.0032
"7363",1,"FRl1",3,78,0.0312
"7364",2,"FRl1",3,17,0.0068
"7365",3,"FRl1",3,6,0.0024
"7366",5,"FRl1",3,1,4e-04
"7367",1,"FRs11",3,4853,1.9412
"7368",2,"FRs11",3,1060,0.424
"7369",3,"FRs11",3,3,0.0012
"7370",4,"FRs11",3,34,0.0136
"7371",5,"FRs11",3,64,0.0256
"7372",7,"FRs11",3,516,0.2064
"7373",1,"FRs12",3,3215,1.286
"7374",2,"FRs12",3,239,0.0956
"7375",3,"FRs12",3,2,8e-04
"7376",4,"FRs12",3,19,0.0076
"7377",5,"FRs12",3,55,0.022
"7378",7,"FRs12",3,5,0.002
"7379",1,"FRs13",3,12059,4.8236
"7380",2,"FRs13",3,2555,1.022
"7381",3,"FRs13",3,35,0.014
"7382",4,"FRs13",3,78,0.0312
"7383",5,"FRs13",3,476,0.1904
"7384",6,"FRs13",3,1,4e-04
"7385",7,"FRs13",3,263,0.1052
"7386",1,"FRs14",3,7545,3.018
"7387",2,"FRs14",3,2001,0.8004
"7388",3,"FRs14",3,9,0.0036
"7389",4,"FRs14",3,70,0.028
"7390",5,"FRs14",3,24,0.0096
"7391",7,"FRs14",3,130,0.052
"7392",1,"FRs16",3,91,0.0364
"7393",2,"FRs16",3,12,0.0048
"7394",5,"FRs16",3,2,8e-04
"7395",1,"FRs17",3,1812,0.7248
"7396",2,"FRs17",3,37,0.0148
"7397",4,"FRs17",3,3,0.0012
"7398",5,"FRs17",3,7,0.0028
"7399",7,"FRs17",3,2,8e-04
"7400",1,"FRs19",3,1567,0.6268
"7401",2,"FRs19",3,377,0.1508
"7402",3,"FRs19",3,28,0.0112
"7403",4,"FRs19",3,10,0.004
"7404",5,"FRs19",3,53,0.0212
"7405",1,"FRs4",3,1197,0.4788
"7406",2,"FRs4",3,516,0.2064
"7407",3,"FRs4",3,9,0.0036
"7408",4,"FRs4",3,55,0.022
"7409",5,"FRs4",3,19,0.0076
"7410",1,"FRs5",3,196,0.0784
"7411",1,"FRs7",3,2569,1.0276
"7412",2,"FRs7",3,635,0.254
"7413",3,"FRs7",3,10,0.004
"7414",4,"FRs7",3,20,0.008
"7415",5,"FRs7",3,98,0.0392
"7416",7,"FRs7",3,1055,0.422
"7417",1,"FRs8",3,5180,2.072
"7418",2,"FRs8",3,3535,1.414
"7419",3,"FRs8",3,33,0.0132
"7420",4,"FRs8",3,54,0.0216
"7421",5,"FRs8",3,114,0.0456
"7422",7,"FRs8",3,524,0.2096
"7423",1,"FRs9",3,7813,3.1252
"7424",2,"FRs9",3,4192,1.6768
"7425",3,"FRs9",3,58,0.0232
"7426",4,"FRs9",3,171,0.0684
"7427",5,"FRs9",3,487,0.1948
"7428",6,"FRs9",3,2,8e-04
"7429",7,"FRs9",3,1044,0.4176
"7430",1,"FS1",3,111,0.0444
"7431",2,"FS1",3,5,0.002
"7432",4,"FS1",3,10,0.004
"7433",1,"FS10",3,3939,1.5756
"7434",2,"FS10",3,47,0.0188
"7435",4,"FS10",3,50,0.02
"7436",1,"FS12",3,10107,4.0428
"7437",2,"FS12",3,8,0.0032
"7438",4,"FS12",3,36,0.0144
"7439",6,"FS12",3,2,8e-04
"7440",1,"FS13",3,3149,1.2596
"7441",2,"FS13",3,27,0.0108
"7442",4,"FS13",3,40,0.016
"7443",1,"FS14",3,688,0.2752
"7444",1,"FS2",3,588,0.2352
"7445",2,"FS2",3,133,0.0532
"7446",4,"FS2",3,9,0.0036
"7447",5,"FS2",3,18,0.0072
"7448",7,"FS2",3,32,0.0128
"7449",1,"FS3",3,4076,1.6304
"7450",2,"FS3",3,452,0.1808
"7451",4,"FS3",3,11,0.0044
"7452",5,"FS3",3,1,4e-04
"7453",1,"FS4",3,46,0.0184
"7454",2,"FS4",3,18,0.0072
"7455",1,"FS6",3,12410,4.964
"7456",2,"FS6",3,138,0.0552
"7457",4,"FS6",3,11,0.0044
"7458",7,"FS6",3,2,8e-04
"7459",1,"FS7",3,285,0.114
"7460",1,"FS9",3,3015,1.206
"7461",2,"FS9",3,1652,0.6608
"7462",3,"FS9",3,2,8e-04
"7463",4,"FS9",3,44,0.0176
"7464",1,"Gd1",3,56121,22.4484
"7465",2,"Gd1",3,2462,0.9848
"7466",3,"Gd1",3,80,0.032
"7467",4,"Gd1",3,16,0.0064
"7468",5,"Gd1",3,28,0.0112
"7469",7,"Gd1",3,2844,1.1376
"7470",1,"Gd2",3,326,0.1304
"7471",7,"Gd2",3,1,4e-04
"7472",1,"Gd3",3,661,0.2644
"7473",2,"Gd3",3,73,0.0292
"7474",3,"Gd3",3,10,0.004
"7475",7,"Gd3",3,1,4e-04
"7476",1,"Gd4",3,15882,6.3528
"7477",2,"Gd4",3,645,0.258
"7478",3,"Gd4",3,3,0.0012
"7479",4,"Gd4",3,32,0.0128
"7480",5,"Gd4",3,7,0.0028
"7481",7,"Gd4",3,293,0.1172
"7482",1,"Gd5",3,52,0.0208
"7483",2,"Gd5",3,10,0.004
"7484",1,"Gd7",3,367,0.1468
"7485",1,"Gd8",3,1627,0.6508
"7486",1,"Gh1",3,83046,33.2184
"7487",2,"Gh1",3,2440,0.976
"7488",3,"Gh1",3,73,0.0292
"7489",4,"Gh1",3,38,0.0152
"7490",5,"Gh1",3,207,0.0828
"7491",7,"Gh1",3,339,0.1356
"7492",1,"Gh12",3,831,0.3324
"7493",2,"Gh12",3,517,0.2068
"7494",3,"Gh12",3,10,0.004
"7495",4,"Gh12",3,35,0.014
"7496",6,"Gh12",3,20,0.008
"7497",7,"Gh12",3,158,0.0632
"7498",1,"Gh13",3,2719,1.0876
"7499",2,"Gh13",3,567,0.2268
"7500",3,"Gh13",3,9,0.0036
"7501",4,"Gh13",3,24,0.0096
"7502",6,"Gh13",3,2,8e-04
"7503",1,"Gh14",3,4818,1.9272
"7504",2,"Gh14",3,400,0.16
"7505",4,"Gh14",3,2,8e-04
"7506",5,"Gh14",3,20,0.008
"7507",7,"Gh14",3,365,0.146
"7508",1,"Gh15",3,1994,0.7976
"7509",2,"Gh15",3,237,0.0948
"7510",3,"Gh15",3,4,0.0016
"7511",4,"Gh15",3,18,0.0072
"7512",5,"Gh15",3,23,0.0092
"7513",7,"Gh15",3,1220,0.488
"7514",1,"Gh2",3,6117,2.4468
"7515",2,"Gh2",3,353,0.1412
"7516",3,"Gh2",3,43,0.0172
"7517",4,"Gh2",3,14,0.0056
"7518",5,"Gh2",3,23,0.0092
"7519",7,"Gh2",3,426,0.1704
"7520",1,"Gh4",3,103,0.0412
"7521",2,"Gh4",3,6,0.0024
"7522",1,"Gh5",3,325,0.13
"7523",2,"Gh5",3,104,0.0416
"7524",3,"Gh5",3,77,0.0308
"7525",7,"Gh5",3,27,0.0108
"7526",1,"Gh6",3,1408,0.5632
"7527",2,"Gh6",3,154,0.0616
"7528",3,"Gh6",3,4,0.0016
"7529",4,"Gh6",3,16,0.0064
"7530",5,"Gh6",3,18,0.0072
"7531",7,"Gh6",3,639,0.2556
"7532",1,"Gh7",3,1699,0.6796
"7533",1,"Gm1",3,2188,0.8752
"7534",2,"Gm1",3,86,0.0344
"7535",3,"Gm1",3,5,0.002
"7536",4,"Gm1",3,9,0.0036
"7537",5,"Gm1",3,8,0.0032
"7538",6,"Gm1",3,1,4e-04
"7539",7,"Gm1",3,50,0.02
"7540",1,"Gm10",3,3045,1.218
"7541",2,"Gm10",3,2032,0.8128
"7542",3,"Gm10",3,28,0.0112
"7543",4,"Gm10",3,599,0.2396
"7544",5,"Gm10",3,39,0.0156
"7545",6,"Gm10",3,50,0.02
"7546",7,"Gm10",3,1203,0.4812
"7547",1,"Gm11",3,18691,7.4764
"7548",2,"Gm11",3,8771,3.5084
"7549",3,"Gm11",3,69,0.0276
"7550",4,"Gm11",3,450,0.18
"7551",5,"Gm11",3,337,0.1348
"7552",6,"Gm11",3,3,0.0012
"7553",7,"Gm11",3,16067,6.4268
"7554",1,"Gm12",3,8469,3.3876
"7555",2,"Gm12",3,5288,2.1152
"7556",3,"Gm12",3,60,0.024
"7557",4,"Gm12",3,86,0.0344
"7558",5,"Gm12",3,219,0.0876
"7559",6,"Gm12",3,15,0.006
"7560",7,"Gm12",3,13419,5.3676
"7561",2,"Gm13",3,5,0.002
"7562",7,"Gm13",3,46,0.0184
"7563",1,"Gm14",3,7957,3.1828
"7564",2,"Gm14",3,1539,0.6156
"7565",4,"Gm14",3,8,0.0032
"7566",5,"Gm14",3,3,0.0012
"7567",7,"Gm14",3,4821,1.9284
"7568",1,"Gm15",3,22026,8.8104
"7569",2,"Gm15",3,9304,3.7216
"7570",3,"Gm15",3,57,0.0228
"7571",4,"Gm15",3,298,0.1192
"7572",5,"Gm15",3,286,0.1144
"7573",7,"Gm15",3,11287,4.5148
"7574",1,"Gm16",3,42404,16.9616
"7575",2,"Gm16",3,7705,3.082
"7576",3,"Gm16",3,28,0.0112
"7577",4,"Gm16",3,85,0.034
"7578",5,"Gm16",3,85,0.034
"7579",6,"Gm16",3,211,0.0844
"7580",7,"Gm16",3,8748,3.4992
"7581",1,"Gm17",3,19541,7.8164
"7582",2,"Gm17",3,1771,0.7084
"7583",4,"Gm17",3,15,0.006
"7584",7,"Gm17",3,1759,0.7036
"7585",1,"Gm19",3,6175,2.47
"7586",2,"Gm19",3,4380,1.752
"7587",3,"Gm19",3,7,0.0028
"7588",4,"Gm19",3,34,0.0136
"7589",5,"Gm19",3,164,0.0656
"7590",7,"Gm19",3,1582,0.6328
"7591",1,"Gm2",3,246,0.0984
"7592",2,"Gm2",3,3,0.0012
"7593",4,"Gm2",3,1,4e-04
"7594",1,"Gm21",3,10113,4.0452
"7595",2,"Gm21",3,1552,0.6208
"7596",3,"Gm21",3,4,0.0016
"7597",4,"Gm21",3,25,0.01
"7598",5,"Gm21",3,24,0.0096
"7599",7,"Gm21",3,181,0.0724
"7600",1,"Gm22",3,4176,1.6704
"7601",2,"Gm22",3,919,0.3676
"7602",5,"Gm22",3,3,0.0012
"7603",7,"Gm22",3,242,0.0968
"7604",1,"Gm23",3,21237,8.4948
"7605",2,"Gm23",3,5195,2.078
"7606",4,"Gm23",3,1,4e-04
"7607",5,"Gm23",3,8,0.0032
"7608",7,"Gm23",3,1990,0.796
"7609",1,"Gm25",3,11506,4.6024
"7610",2,"Gm25",3,5985,2.394
"7611",3,"Gm25",3,85,0.034
"7612",4,"Gm25",3,100,0.04
