"","nlc2022_7class","T_MAPCODE","Band_1","n"
"5579","3","Gd8","8",0
"5580","4","Gd8","8",0
"5581","5","Gd8","8",0
"5582","6","Gd8","8",0
"5583","7","Gd8","8",0
"5584","NaN","Gd8","8",0
"5585","1","Gd9","8",0
"5586","2","Gd9","8",0
"5587","3","Gd9","8",0
"5588","4","Gd9","8",0
"5589","5","Gd9","8",0
"5590","6","Gd9","8",0
"5591","7","Gd9","8",0
"5592","NaN","Gd9","8",0
"5593","1","Gh1","8",0
"5594","2","Gh1","8",0
"5595","3","Gh1","8",0
"5596","4","Gh1","8",0
"5597","5","Gh1","8",0
"5598","6","Gh1","8",0
"5599","7","Gh1","8",0
"5600","NaN","Gh1","8",0
"5601","1","Gh10","8",0
"5602","2","Gh10","8",0
"5603","3","Gh10","8",0
"5604","4","Gh10","8",0
"5605","5","Gh10","8",0
"5606","6","Gh10","8",0
"5607","7","Gh10","8",0
"5608","NaN","Gh10","8",0
"5609","1","Gh11","8",0
"5610","2","Gh11","8",0
"5611","3","Gh11","8",0
"5612","4","Gh11","8",0
"5613","5","Gh11","8",0
"5614","6","Gh11","8",0
"5615","7","Gh11","8",0
"5616","NaN","Gh11","8",0
"5617","1","Gh12","8",0
"5618","2","Gh12","8",0
"5619","3","Gh12","8",0
"5620","4","Gh12","8",0
"5621","5","Gh12","8",0
"5622","6","Gh12","8",0
"5623","7","Gh12","8",0
"5624","NaN","Gh12","8",0
"5625","1","Gh13","8",0
"5626","2","Gh13","8",0
"5627","3","Gh13","8",0
"5628","4","Gh13","8",0
"5629","5","Gh13","8",0
"5630","6","Gh13","8",0
"5631","7","Gh13","8",0
"5632","NaN","Gh13","8",0
"5633","1","Gh14","8",0
"5634","2","Gh14","8",0
"5635","3","Gh14","8",0
"5636","4","Gh14","8",0
"5637","5","Gh14","8",0
"5638","6","Gh14","8",0
"5639","7","Gh14","8",0
"5640","NaN","Gh14","8",0
"5641","1","Gh15","8",0
"5642","2","Gh15","8",0
"5643","3","Gh15","8",0
"5644","4","Gh15","8",0
"5645","5","Gh15","8",0
"5646","6","Gh15","8",0
"5647","7","Gh15","8",0
"5648","NaN","Gh15","8",0
"5649","1","Gh2","8",0
"5650","2","Gh2","8",0
"5651","3","Gh2","8",0
"5652","4","Gh2","8",0
"5653","5","Gh2","8",0
"5654","6","Gh2","8",0
"5655","7","Gh2","8",0
"5656","NaN","Gh2","8",0
"5657","1","Gh3","8",0
"5658","2","Gh3","8",0
"5659","3","Gh3","8",0
"5660","4","Gh3","8",0
"5661","5","Gh3","8",0
"5662","6","Gh3","8",0
"5663","7","Gh3","8",0
"5664","NaN","Gh3","8",0
"5665","1","Gh4","8",0
"5666","2","Gh4","8",0
"5667","3","Gh4","8",0
"5668","4","Gh4","8",0
"5669","5","Gh4","8",0
"5670","6","Gh4","8",0
"5671","7","Gh4","8",0
"5672","NaN","Gh4","8",0
"5673","1","Gh5","8",0
"5674","2","Gh5","8",0
"5675","3","Gh5","8",0
"5676","4","Gh5","8",0
"5677","5","Gh5","8",0
"5678","6","Gh5","8",0
"5679","7","Gh5","8",0
"5680","NaN","Gh5","8",0
"5681","1","Gh6","8",0
"5682","2","Gh6","8",0
"5683","3","Gh6","8",0
"5684","4","Gh6","8",0
"5685","5","Gh6","8",0
"5686","6","Gh6","8",0
"5687","7","Gh6","8",0
"5688","NaN","Gh6","8",0
"5689","1","Gh7","8",0
"5690","2","Gh7","8",0
"5691","3","Gh7","8",0
"5692","4","Gh7","8",0
"5693","5","Gh7","8",0
"5694","6","Gh7","8",0
"5695","7","Gh7","8",0
"5696","NaN","Gh7","8",0
"5697","1","Gh8","8",0
"5698","2","Gh8","8",0
"5699","3","Gh8","8",0
"5700","4","Gh8","8",0
"5701","5","Gh8","8",0
"5702","6","Gh8","8",0
"5703","7","Gh8","8",0
"5704","NaN","Gh8","8",0
"5705","1","Gh9","8",0
"5706","2","Gh9","8",0
"5707","3","Gh9","8",0
"5708","4","Gh9","8",0
"5709","5","Gh9","8",0
"5710","6","Gh9","8",0
"5711","7","Gh9","8",0
"5712","NaN","Gh9","8",0
"5713","1","Gm1","8",0
"5714","2","Gm1","8",0
"5715","3","Gm1","8",0
"5716","4","Gm1","8",0
"5717","5","Gm1","8",0
"5718","6","Gm1","8",0
"5719","7","Gm1","8",0
"5720","NaN","Gm1","8",0
"5721","1","Gm10","8",0
"5722","2","Gm10","8",0
"5723","3","Gm10","8",0
"5724","4","Gm10","8",0
"5725","5","Gm10","8",0
"5726","6","Gm10","8",0
"5727","7","Gm10","8",0
"5728","NaN","Gm10","8",0
"5729","1","Gm11","8",0
"5730","2","Gm11","8",0
"5731","3","Gm11","8",0
"5732","4","Gm11","8",0
"5733","5","Gm11","8",0
"5734","6","Gm11","8",0
"5735","7","Gm11","8",0
"5736","NaN","Gm11","8",0
"5737","1","Gm12","8",0
"5738","2","Gm12","8",0
"5739","3","Gm12","8",0
"5740","4","Gm12","8",0
"5741","5","Gm12","8",0
"5742","6","Gm12","8",0
"5743","7","Gm12","8",0
"5744","NaN","Gm12","8",0
"5745","1","Gm13","8",0
"5746","2","Gm13","8",0
"5747","3","Gm13","8",0
"5748","4","Gm13","8",0
"5749","5","Gm13","8",0
"5750","6","Gm13","8",0
"5751","7","Gm13","8",0
"5752","NaN","Gm13","8",0
"5753","1","Gm14","8",0
"5754","2","Gm14","8",0
"5755","3","Gm14","8",0
"5756","4","Gm14","8",0
"5757","5","Gm14","8",0
"5758","6","Gm14","8",0
"5759","7","Gm14","8",0
"5760","NaN","Gm14","8",0
"5761","1","Gm15","8",0
"5762","2","Gm15","8",0
"5763","3","Gm15","8",0
"5764","4","Gm15","8",0
"5765","5","Gm15","8",0
"5766","6","Gm15","8",0
"5767","7","Gm15","8",0
"5768","NaN","Gm15","8",0
"5769","1","Gm16","8",0
"5770","2","Gm16","8",0
"5771","3","Gm16","8",0
"5772","4","Gm16","8",0
"5773","5","Gm16","8",0
"5774","6","Gm16","8",0
"5775","7","Gm16","8",0
"5776","NaN","Gm16","8",0
"5777","1","Gm17","8",0
"5778","2","Gm17","8",0
"5779","3","Gm17","8",0
"5780","4","Gm17","8",0
"5781","5","Gm17","8",0
"5782","6","Gm17","8",0
"5783","7","Gm17","8",0
"5784","NaN","Gm17","8",0
"5785","1","Gm19","8",0
"5786","2","Gm19","8",0
"5787","3","Gm19","8",0
"5788","4","Gm19","8",0
"5789","5","Gm19","8",0
"5790","6","Gm19","8",0
"5791","7","Gm19","8",0
"5792","NaN","Gm19","8",0
"5793","1","Gm2","8",0
"5794","2","Gm2","8",0
"5795","3","Gm2","8",0
"5796","4","Gm2","8",0
"5797","5","Gm2","8",0
"5798","6","Gm2","8",0
"5799","7","Gm2","8",0
"5800","NaN","Gm2","8",0
"5801","1","Gm20","8",0
"5802","2","Gm20","8",0
"5803","3","Gm20","8",0
"5804","4","Gm20","8",0
"5805","5","Gm20","8",0
"5806","6","Gm20","8",0
"5807","7","Gm20","8",0
"5808","NaN","Gm20","8",0
"5809","1","Gm21","8",0
"5810","2","Gm21","8",0
"5811","3","Gm21","8",0
"5812","4","Gm21","8",0
"5813","5","Gm21","8",0
"5814","6","Gm21","8",0
"5815","7","Gm21","8",0
"5816","NaN","Gm21","8",0
"5817","1","Gm22","8",0
"5818","2","Gm22","8",0
"5819","3","Gm22","8",0
"5820","4","Gm22","8",0
"5821","5","Gm22","8",0
"5822","6","Gm22","8",0
"5823","7","Gm22","8",0
"5824","NaN","Gm22","8",0
"5825","1","Gm23","8",0
"5826","2","Gm23","8",0
"5827","3","Gm23","8",0
"5828","4","Gm23","8",0
"5829","5","Gm23","8",0
"5830","6","Gm23","8",0
"5831","7","Gm23","8",0
"5832","NaN","Gm23","8",0
"5833","1","Gm24","8",0
"5834","2","Gm24","8",0
"5835","3","Gm24","8",0
"5836","4","Gm24","8",0
"5837","5","Gm24","8",0
"5838","6","Gm24","8",0
"5839","7","Gm24","8",0
"5840","NaN","Gm24","8",0
"5841","1","Gm25","8",0
"5842","2","Gm25","8",0
"5843","3","Gm25","8",0
"5844","4","Gm25","8",0
"5845","5","Gm25","8",0
"5846","6","Gm25","8",0
"5847","7","Gm25","8",0
"5848","NaN","Gm25","8",0
"5849","1","Gm26","8",0
"5850","2","Gm26","8",0
"5851","3","Gm26","8",0
"5852","4","Gm26","8",0
"5853","5","Gm26","8",0
"5854","6","Gm26","8",0
"5855","7","Gm26","8",0
"5856","NaN","Gm26","8",0
"5857","1","Gm27","8",0
"5858","2","Gm27","8",0
"5859","3","Gm27","8",0
"5860","4","Gm27","8",0
"5861","5","Gm27","8",0
"5862","6","Gm27","8",0
"5863","7","Gm27","8",0
"5864","NaN","Gm27","8",0
"5865","1","Gm28","8",0
"5866","2","Gm28","8",0
"5867","3","Gm28","8",0
"5868","4","Gm28","8",0
"5869","5","Gm28","8",0
"5870","6","Gm28","8",0
"5871","7","Gm28","8",0
"5872","NaN","Gm28","8",0
"5873","1","Gm29","8",0
"5874","2","Gm29","8",0
"5875","3","Gm29","8",0
"5876","4","Gm29","8",0
"5877","5","Gm29","8",0
"5878","6","Gm29","8",0
"5879","7","Gm29","8",0
"5880","NaN","Gm29","8",0
"5881","1","Gm3","8",0
"5882","2","Gm3","8",0
"5883","3","Gm3","8",0
"5884","4","Gm3","8",0
"5885","5","Gm3","8",0
"5886","6","Gm3","8",0
"5887","7","Gm3","8",0
"5888","NaN","Gm3","8",0
"5889","1","Gm30","8",0
"5890","2","Gm30","8",0
"5891","3","Gm30","8",0
"5892","4","Gm30","8",0
"5893","5","Gm30","8",0
"5894","6","Gm30","8",0
"5895","7","Gm30","8",0
"5896","NaN","Gm30","8",0
"5897","1","Gm31","8",0
"5898","2","Gm31","8",0
"5899","3","Gm31","8",0
"5900","4","Gm31","8",0
"5901","5","Gm31","8",0
"5902","6","Gm31","8",0
"5903","7","Gm31","8",0
"5904","NaN","Gm31","8",0
"5905","1","Gm4","8",0
"5906","2","Gm4","8",0
"5907","3","Gm4","8",0
"5908","4","Gm4","8",0
"5909","5","Gm4","8",0
"5910","6","Gm4","8",0
"5911","7","Gm4","8",0
"5912","NaN","Gm4","8",0
"5913","1","Gm5","8",0
"5914","2","Gm5","8",0
"5915","3","Gm5","8",0
"5916","4","Gm5","8",0
"5917","5","Gm5","8",0
"5918","6","Gm5","8",0
"5919","7","Gm5","8",0
"5920","NaN","Gm5","8",0
"5921","1","Gm6","8",0
"5922","2","Gm6","8",0
"5923","3","Gm6","8",0
"5924","4","Gm6","8",0
"5925","5","Gm6","8",0
"5926","6","Gm6","8",0
"5927","7","Gm6","8",0
"5928","NaN","Gm6","8",0
"5929","1","Gm7","8",0
"5930","2","Gm7","8",0
"5931","3","Gm7","8",0
"5932","4","Gm7","8",0
"5933","5","Gm7","8",0
"5934","6","Gm7","8",0
"5935","7","Gm7","8",0
"5936","NaN","Gm7","8",0
"5937","1","Gm8","8",0
"5938","2","Gm8","8",0
"5939","3","Gm8","8",0
"5940","4","Gm8","8",0
"5941","5","Gm8","8",0
"5942","6","Gm8","8",0
"5943","7","Gm8","8",0
"5944","NaN","Gm8","8",0
"5945","1","Gm9","8",0
"5946","2","Gm9","8",0
"5947","3","Gm9","8",0
"5948","4","Gm9","8",0
"5949","5","Gm9","8",0
"5950","6","Gm9","8",0
"5951","7","Gm9","8",0
"5952","NaN","Gm9","8",0
"5953","1","Gs1","8",0
"5954","2","Gs1","8",0
"5955","3","Gs1","8",0
"5956","4","Gs1","8",0
"5957","5","Gs1","8",0
"5958","6","Gs1","8",0
"5959","7","Gs1","8",0
"5960","NaN","Gs1","8",0
"5961","1","Gs10","8",1
"5962","2","Gs10","8",7
"5963","3","Gs10","8",0
"5964","4","Gs10","8",0
"5965","5","Gs10","8",0
"5966","6","Gs10","8",0
"5967","7","Gs10","8",161
"5968","NaN","Gs10","8",0
"5969","1","Gs11","8",19
"5970","2","Gs11","8",317
"5971","3","Gs11","8",0
"5972","4","Gs11","8",42
"5973","5","Gs11","8",0
"5974","6","Gs11","8",0
"5975","7","Gs11","8",146
"5976","NaN","Gs11","8",0
"5977","1","Gs12","8",0
"5978","2","Gs12","8",0
"5979","3","Gs12","8",0
"5980","4","Gs12","8",0
"5981","5","Gs12","8",0
"5982","6","Gs12","8",0
"5983","7","Gs12","8",0
"5984","NaN","Gs12","8",0
"5985","1","Gs13","8",0
"5986","2","Gs13","8",0
"5987","3","Gs13","8",0
"5988","4","Gs13","8",0
"5989","5","Gs13","8",0
"5990","6","Gs13","8",0
"5991","7","Gs13","8",0
"5992","NaN","Gs13","8",0
"5993","1","Gs14","8",0
"5994","2","Gs14","8",0
"5995","3","Gs14","8",0
"5996","4","Gs14","8",0
"5997","5","Gs14","8",0
"5998","6","Gs14","8",0
"5999","7","Gs14","8",0
"6000","NaN","Gs14","8",0
"6001","1","Gs15","8",0
"6002","2","Gs15","8",0
"6003","3","Gs15","8",0
"6004","4","Gs15","8",0
"6005","5","Gs15","8",0
"6006","6","Gs15","8",0
"6007","7","Gs15","8",0
"6008","NaN","Gs15","8",0
"6009","1","Gs16","8",0
"6010","2","Gs16","8",0
"6011","3","Gs16","8",0
"6012","4","Gs16","8",0
"6013","5","Gs16","8",0
"6014","6","Gs16","8",0
"6015","7","Gs16","8",0
"6016","NaN","Gs16","8",0
"6017","1","Gs17","8",0
"6018","2","Gs17","8",0
"6019","3","Gs17","8",0
"6020","4","Gs17","8",0
"6021","5","Gs17","8",0
"6022","6","Gs17","8",0
"6023","7","Gs17","8",0
"6024","NaN","Gs17","8",0
"6025","1","Gs18","8",0
"6026","2","Gs18","8",0
"6027","3","Gs18","8",0
"6028","4","Gs18","8",0
"6029","5","Gs18","8",0
"6030","6","Gs18","8",0
"6031","7","Gs18","8",0
"6032","NaN","Gs18","8",0
"6033","1","Gs19","8",3025
"6034","2","Gs19","8",366
"6035","3","Gs19","8",1
"6036","4","Gs19","8",1195
"6037","5","Gs19","8",898
"6038","6","Gs19","8",0
"6039","7","Gs19","8",4461
"6040","NaN","Gs19","8",0
"6041","1","Gs2","8",0
"6042","2","Gs2","8",0
"6043","3","Gs2","8",0
"6044","4","Gs2","8",0
"6045","5","Gs2","8",0
"6046","6","Gs2","8",0
"6047","7","Gs2","8",0
"6048","NaN","Gs2","8",0
"6049","1","Gs20","8",1117
"6050","2","Gs20","8",4257
"6051","3","Gs20","8",0
"6052","4","Gs20","8",982
"6053","5","Gs20","8",4088
"6054","6","Gs20","8",0
"6055","7","Gs20","8",229724
"6056","NaN","Gs20","8",0
"6057","1","Gs3","8",0
"6058","2","Gs3","8",0
"6059","3","Gs3","8",0
"6060","4","Gs3","8",0
"6061","5","Gs3","8",0
"6062","6","Gs3","8",0
"6063","7","Gs3","8",0
"6064","NaN","Gs3","8",0
"6065","1","Gs4","8",0
"6066","2","Gs4","8",0
"6067","3","Gs4","8",0
"6068","4","Gs4","8",0
"6069","5","Gs4","8",0
"6070","6","Gs4","8",0
"6071","7","Gs4","8",0
"6072","NaN","Gs4","8",0
"6073","1","Gs6","8",0
"6074","2","Gs6","8",0
"6075","3","Gs6","8",0
"6076","4","Gs6","8",0
"6077","5","Gs6","8",0
"6078","6","Gs6","8",0
"6079","7","Gs6","8",0
"6080","NaN","Gs6","8",0
"6081","1","Gs7","8",0
"6082","2","Gs7","8",0
"6083","3","Gs7","8",0
"6084","4","Gs7","8",0
"6085","5","Gs7","8",0
"6086","6","Gs7","8",0
"6087","7","Gs7","8",0
"6088","NaN","Gs7","8",0
"6089","1","Gs8","8",5534
"6090","2","Gs8","8",2824
"6091","3","Gs8","8",1
"6092","4","Gs8","8",67
"6093","5","Gs8","8",975
"6094","6","Gs8","8",0
"6095","7","Gs8","8",51721
"6096","NaN","Gs8","8",0
"6097","1","Gs9","8",20855
"6098","2","Gs9","8",16378
"6099","3","Gs9","8",59
"6100","4","Gs9","8",4977
"6101","5","Gs9","8",2918
"6102","6","Gs9","8",0
"6103","7","Gs9","8",338851
"6104","NaN","Gs9","8",0
"6105","1","NKb1","8",0
"6106","2","NKb1","8",0
"6107","3","NKb1","8",0
"6108","4","NKb1","8",0
"6109","5","NKb1","8",0
"6110","6","NKb1","8",0
"6111","7","NKb1","8",0
"6112","NaN","NKb1","8",0
"6113","1","NKb2","8",0
"6114","2","NKb2","8",0
"6115","3","NKb2","8",0
"6116","4","NKb2","8",0
"6117","5","NKb2","8",0
"6118","6","NKb2","8",0
"6119","7","NKb2","8",0
"6120","NaN","NKb2","8",0
"6121","1","NKb3","8",0
"6122","2","NKb3","8",0
"6123","3","NKb3","8",0
"6124","4","NKb3","8",0
"6125","5","NKb3","8",0
"6126","6","NKb3","8",0
"6127","7","NKb3","8",0
"6128","NaN","NKb3","8",0
"6129","1","NKb4","8",0
"6130","2","NKb4","8",0
"6131","3","NKb4","8",0
"6132","4","NKb4","8",0
"6133","5","NKb4","8",0
"6134","6","NKb4","8",0
"6135","7","NKb4","8",0
"6136","NaN","NKb4","8",0
"6137","1","NKb5","8",0
"6138","2","NKb5","8",0
"6139","3","NKb5","8",0
"6140","4","NKb5","8",0
"6141","5","NKb5","8",0
"6142","6","NKb5","8",0
"6143","7","NKb5","8",0
"6144","NaN","NKb5","8",0
"6145","1","NKb6","8",0
"6146","2","NKb6","8",0
"6147","3","NKb6","8",0
"6148","4","NKb6","8",0
"6149","5","NKb6","8",0
"6150","6","NKb6","8",0
"6151","7","NKb6","8",0
"6152","NaN","NKb6","8",0
"6153","1","NKl1","8",0
"6154","2","NKl1","8",0
"6155","3","NKl1","8",0
"6156","4","NKl1","8",0
"6157","5","NKl1","8",0
"6158","6","NKl1","8",0
"6159","7","NKl1","8",0
"6160","NaN","NKl1","8",0
"6161","1","NKl2","8",0
"6162","2","NKl2","8",0
"6163","3","NKl2","8",0
"6164","4","NKl2","8",0
"6165","5","NKl2","8",0
"6166","6","NKl2","8",0
"6167","7","NKl2","8",0
"6168","NaN","NKl2","8",0
"6169","1","NKl4","8",0
"6170","2","NKl4","8",0
"6171","3","NKl4","8",0
"6172","4","NKl4","8",0
"6173","5","NKl4","8",0
"6174","6","NKl4","8",0
"6175","7","NKl4","8",0
"6176","NaN","NKl4","8",0
"6177","1","NKu1","8",0
"6178","2","NKu1","8",0
"6179","3","NKu1","8",0
"6180","4","NKu1","8",0
"6181","5","NKu1","8",0
"6182","6","NKu1","8",0
"6183","7","NKu1","8",0
"6184","NaN","NKu1","8",0
"6185","1","NKu2","8",0
"6186","2","NKu2","8",0
"6187","3","NKu2","8",0
"6188","4","NKu2","8",0
"6189","5","NKu2","8",0
"6190","6","NKu2","8",0
"6191","7","NKu2","8",0
"6192","NaN","NKu2","8",0
"6193","1","NKu3","8",0
"6194","2","NKu3","8",0
"6195","3","NKu3","8",0
"6196","4","NKu3","8",0
"6197","5","NKu3","8",0
"6198","6","NKu3","8",0
"6199","7","NKu3","8",0
"6200","NaN","NKu3","8",0
"6201","1","NKu4","8",0
"6202","2","NKu4","8",0
"6203","3","NKu4","8",0
"6204","4","NKu4","8",0
"6205","5","NKu4","8",0
"6206","6","NKu4","8",0
"6207","7","NKu4","8",0
"6208","NaN","NKu4","8",0
"6209","1","NOTVEG","8",449
"6210","2","NOTVEG","8",87
"6211","3","NOTVEG","8",126
"6212","4","NOTVEG","8",56
"6213","5","NOTVEG","8",0
"6214","6","NOTVEG","8",0
"6215","7","NOTVEG","8",0
"6216","NaN","NOTVEG","8",0
"6217","1","SKk1","8",0
"6218","2","SKk1","8",0
"6219","3","SKk1","8",0
"6220","4","SKk1","8",0
"6221","5","SKk1","8",0
"6222","6","SKk1","8",0
"6223","7","SKk1","8",0
"6224","NaN","SKk1","8",0
"6225","1","SKk2","8",0
"6226","2","SKk2","8",0
"6227","3","SKk2","8",0
"6228","4","SKk2","8",0
"6229","5","SKk2","8",0
"6230","6","SKk2","8",0
"6231","7","SKk2","8",0
"6232","NaN","SKk2","8",0
"6233","1","SKk3","8",0
"6234","2","SKk3","8",0
"6235","3","SKk3","8",0
"6236","4","SKk3","8",0
"6237","5","SKk3","8",0
"6238","6","SKk3","8",0
"6239","7","SKk3","8",0
"6240","NaN","SKk3","8",0
"6241","1","SKk4","8",0
"6242","2","SKk4","8",0
"6243","3","SKk4","8",0
"6244","4","SKk4","8",0
"6245","5","SKk4","8",0
"6246","6","SKk4","8",0
"6247","7","SKk4","8",0
"6248","NaN","SKk4","8",0
"6249","1","SKk5","8",0
"6250","2","SKk5","8",0
"6251","3","SKk5","8",0
"6252","4","SKk5","8",0
"6253","5","SKk5","8",0
"6254","6","SKk5","8",0
"6255","7","SKk5","8",0
"6256","NaN","SKk5","8",0
"6257","1","SKk6","8",0
"6258","2","SKk6","8",0
"6259","3","SKk6","8",0
"6260","4","SKk6","8",0
"6261","5","SKk6","8",0
"6262","6","SKk6","8",0
"6263","7","SKk6","8",0
"6264","NaN","SKk6","8",0
"6265","1","SKk7","8",0
"6266","2","SKk7","8",0
"6267","3","SKk7","8",0
"6268","4","SKk7","8",0
"6269","5","SKk7","8",0
"6270","6","SKk7","8",0
"6271","7","SKk7","8",0
"6272","NaN","SKk7","8",0
"6273","1","SKk8","8",0
"6274","2","SKk8","8",0
"6275","3","SKk8","8",0
"6276","4","SKk8","8",0
"6277","5","SKk8","8",0
"6278","6","SKk8","8",0
"6279","7","SKk8","8",0
"6280","NaN","SKk8","8",0
"6281","1","SKk9","8",0
"6282","2","SKk9","8",0
"6283","3","SKk9","8",0
"6284","4","SKk9","8",0
"6285","5","SKk9","8",0
"6286","6","SKk9","8",0
"6287","7","SKk9","8",0
"6288","NaN","SKk9","8",0
"6289","1","SKn1","8",0
"6290","2","SKn1","8",0
"6291","3","SKn1","8",0
"6292","4","SKn1","8",0
"6293","5","SKn1","8",0
"6294","6","SKn1","8",0
"6295","7","SKn1","8",0
"6296","NaN","SKn1","8",0
"6297","1","SKn2","8",0
"6298","2","SKn2","8",0
"6299","3","SKn2","8",0
"6300","4","SKn2","8",0
"6301","5","SKn2","8",0
"6302","6","SKn2","8",0
"6303","7","SKn2","8",0
"6304","NaN","SKn2","8",0
"6305","1","SKn3","8",0
"6306","2","SKn3","8",0
"6307","3","SKn3","8",0
"6308","4","SKn3","8",0
"6309","5","SKn3","8",0
"6310","6","SKn3","8",0
"6311","7","SKn3","8",0
"6312","NaN","SKn3","8",0
"6313","1","SKn4","8",0
"6314","2","SKn4","8",0
"6315","3","SKn4","8",0
"6316","4","SKn4","8",0
"6317","5","SKn4","8",0
"6318","6","SKn4","8",0
"6319","7","SKn4","8",0
"6320","NaN","SKn4","8",0
"6321","1","SKn5","8",0
"6322","2","SKn5","8",0
"6323","3","SKn5","8",0
"6324","4","SKn5","8",0
"6325","5","SKn5","8",0
"6326","6","SKn5","8",0
"6327","7","SKn5","8",0
"6328","NaN","SKn5","8",0
"6329","1","SKn6","8",0
"6330","2","SKn6","8",0
"6331","3","SKn6","8",0
"6332","4","SKn6","8",0
"6333","5","SKn6","8",0
"6334","6","SKn6","8",0
"6335","7","SKn6","8",0
"6336","NaN","SKn6","8",0
"6337","1","SKn7","8",0
"6338","2","SKn7","8",0
"6339","3","SKn7","8",0
"6340","4","SKn7","8",0
"6341","5","SKn7","8",0
"6342","6","SKn7","8",0
"6343","7","SKn7","8",0
"6344","NaN","SKn7","8",0
"6345","1","SKr1","8",0
"6346","2","SKr1","8",0
"6347","3","SKr1","8",0
"6348","4","SKr1","8",0
"6349","5","SKr1","8",0
"6350","6","SKr1","8",0
"6351","7","SKr1","8",0
"6352","NaN","SKr1","8",0
"6353","1","SKr10","8",0
"6354","2","SKr10","8",0
"6355","3","SKr10","8",0
"6356","4","SKr10","8",0
"6357","5","SKr10","8",0
"6358","6","SKr10","8",0
"6359","7","SKr10","8",0
"6360","NaN","SKr10","8",0
"6361","1","SKr11","8",0
"6362","2","SKr11","8",0
"6363","3","SKr11","8",0
"6364","4","SKr11","8",0
"6365","5","SKr11","8",0
"6366","6","SKr11","8",0
"6367","7","SKr11","8",0
"6368","NaN","SKr11","8",0
"6369","1","SKr12","8",0
"6370","2","SKr12","8",0
"6371","3","SKr12","8",0
"6372","4","SKr12","8",0
"6373","5","SKr12","8",0
"6374","6","SKr12","8",0
"6375","7","SKr12","8",0
"6376","NaN","SKr12","8",0
"6377","1","SKr13","8",0
"6378","2","SKr13","8",0
"6379","3","SKr13","8",0
"6380","4","SKr13","8",0
"6381","5","SKr13","8",0
"6382","6","SKr13","8",0
"6383","7","SKr13","8",0
"6384","NaN","SKr13","8",0
"6385","1","SKr14","8",0
"6386","2","SKr14","8",0
"6387","3","SKr14","8",0
"6388","4","SKr14","8",0
"6389","5","SKr14","8",0
"6390","6","SKr14","8",0
"6391","7","SKr14","8",0
"6392","NaN","SKr14","8",0
"6393","1","SKr15","8",0
"6394","2","SKr15","8",0
"6395","3","SKr15","8",0
"6396","4","SKr15","8",0
"6397","5","SKr15","8",0
"6398","6","SKr15","8",0
"6399","7","SKr15","8",0
"6400","NaN","SKr15","8",0
"6401","1","SKr16","8",0
"6402","2","SKr16","8",0
"6403","3","SKr16","8",0
"6404","4","SKr16","8",0
"6405","5","SKr16","8",0
"6406","6","SKr16","8",0
"6407","7","SKr16","8",0
"6408","NaN","SKr16","8",0
"6409","1","SKr17","8",0
"6410","2","SKr17","8",0
"6411","3","SKr17","8",0
"6412","4","SKr17","8",0
"6413","5","SKr17","8",0
"6414","6","SKr17","8",0
"6415","7","SKr17","8",0
"6416","NaN","SKr17","8",0
"6417","1","SKr18","8",0
"6418","2","SKr18","8",0
"6419","3","SKr18","8",0
"6420","4","SKr18","8",0
"6421","5","SKr18","8",0
"6422","6","SKr18","8",0
"6423","7","SKr18","8",0
"6424","NaN","SKr18","8",0
"6425","1","SKr19","8",0
"6426","2","SKr19","8",0
"6427","3","SKr19","8",0
"6428","4","SKr19","8",0
"6429","5","SKr19","8",0
"6430","6","SKr19","8",0
"6431","7","SKr19","8",0
"6432","NaN","SKr19","8",0
"6433","1","SKr2","8",0
"6434","2","SKr2","8",0
"6435","3","SKr2","8",0
"6436","4","SKr2","8",0
"6437","5","SKr2","8",0
"6438","6","SKr2","8",0
"6439","7","SKr2","8",0
"6440","NaN","SKr2","8",0
"6441","1","SKr3","8",0
"6442","2","SKr3","8",0
"6443","3","SKr3","8",0
"6444","4","SKr3","8",0
"6445","5","SKr3","8",0
"6446","6","SKr3","8",0
"6447","7","SKr3","8",0
"6448","NaN","SKr3","8",0
"6449","1","SKr4","8",0
"6450","2","SKr4","8",0
"6451","3","SKr4","8",0
"6452","4","SKr4","8",0
"6453","5","SKr4","8",0
"6454","6","SKr4","8",0
"6455","7","SKr4","8",0
"6456","NaN","SKr4","8",0
"6457","1","SKr5","8",0
"6458","2","SKr5","8",0
"6459","3","SKr5","8",0
"6460","4","SKr5","8",0
"6461","5","SKr5","8",0
"6462","6","SKr5","8",0
"6463","7","SKr5","8",0
"6464","NaN","SKr5","8",0
"6465","1","SKr6","8",0
"6466","2","SKr6","8",0
"6467","3","SKr6","8",0
"6468","4","SKr6","8",0
"6469","5","SKr6","8",0
"6470","6","SKr6","8",0
"6471","7","SKr6","8",0
"6472","NaN","SKr6","8",0
"6473","1","SKr7","8",0
"6474","2","SKr7","8",0
"6475","3","SKr7","8",0
"6476","4","SKr7","8",0
"6477","5","SKr7","8",0
"6478","6","SKr7","8",0
"6479","7","SKr7","8",0
"6480","NaN","SKr7","8",0
"6481","1","SKr8","8",0
"6482","2","SKr8","8",0
"6483","3","SKr8","8",0
"6484","4","SKr8","8",0
"6485","5","SKr8","8",0
"6486","6","SKr8","8",0
"6487","7","SKr8","8",0
"6488","NaN","SKr8","8",0
"6489","1","SKr9","8",0
"6490","2","SKr9","8",0
"6491","3","SKr9","8",0
"6492","4","SKr9","8",0
